gazetteerId,placeName,sourcePlaceName,pleiadesId,pleiadesName,latitude,longitude,featureType,description,uri,confidence
GAZ00142,Silili,Silili,756641,Silili,26.779471,31.555114,unknown,"An ancient place, cited: BAtlas 77 F3 Selino/Silili",http://pleiades.stoa.org/places/756641,confirmed
GAZ00143,Singiduno,Singiduno,207443,Singidunum,44.802382,20.465593,unknown,An ancient settlement and Roman fort on the site of modern Belgrade in Serbia.,http://pleiades.stoa.org/places/207443,confirmed
GAZ00144,Sisciae,Sisciae,197504,Siscia,45.483168,16.371388,unknown,"An ancient place, cited: BAtlas 20 D4 Segestica/Siscia",http://pleiades.stoa.org/places/197504,confirmed
GAZ00145,Sisila,Sisila,876704,Sisila,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Sisila/Sissilisson Phrourion/Ziziola?",http://pleiades.stoa.org/places/876704,confirmed
GAZ00146,Speluncis,Speluncis,857332,Speluncis,40.292417,37.752633,unknown,"An ancient place, cited: BAtlas 87 C4 Speluncis",http://pleiades.stoa.org/places/857332,confirmed
GAZ00147,Suissa,Suissa,860859,Suissa,,,unknown,"An ancient place, cited: BAtlas 87 unlocated Suissa",http://pleiades.stoa.org/places/860859,confirmed
GAZ00148,Sura,Sura,109359,Sura,,,unknown,"An ancient place, cited: BAtlas 11 F3 Sura fl.",http://pleiades.stoa.org/places/109359,confirmed
GAZ00149,Syene,Syene,786123,Syene,24.095991,32.904942,unknown,"The ancient city of Swenett in Egypt, called Syene by the Greeks.",http://pleiades.stoa.org/places/786123,confirmed
GAZ00150,Taliata,Taliata,207485,Taliata,44.443587,22.144349,unknown,"An ancient place, cited: BAtlas 21 E5 Taliata",http://pleiades.stoa.org/places/207485,confirmed
GAZ00151,Taliatae,Taliatae,207485,Taliata,44.443587,22.144349,unknown,"An ancient place, cited: BAtlas 21 E5 Taliata",http://pleiades.stoa.org/places/207485,confirmed
GAZ00152,Tarba,Tarba,246679,Tarba,43.23314,0.074264,unknown,"An ancient place, cited: BAtlas 25 F2 Tarba",http://pleiades.stoa.org/places/246679,confirmed
GAZ00153,Tauruno,Tauruno,207488,Taurunum,44.835966,20.411502,unknown,"An ancient place, cited: BAtlas 21 C5 Taurunum",http://pleiades.stoa.org/places/207488,confirmed
GAZ00154,Tegra,Tegra,217003,Tegra,43.920738,26.082325,unknown,"An ancient place, cited: BAtlas 22 D5 Tegris",http://pleiades.stoa.org/places/217003,confirmed
GAZ00155,Teriolis,Teriolis,187581,Teriolis,47.273341,11.242145,unknown,"An ancient place, cited: BAtlas 19 D2 Teriolis",http://pleiades.stoa.org/places/187581,confirmed
GAZ00156,Thainatha,Thainatha,678423,Thainatha,32.269976,36.228985,unknown,"An ancient place, cited: BAtlas 69 D5 Thantia/Thainatha",http://pleiades.stoa.org/places/678423,confirmed
GAZ00157,Thillafica,Thillafica,876722,Thillafica,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Thillafica",http://pleiades.stoa.org/places/876722,confirmed
GAZ00158,Thillazamana,Thillazamana,876723,Thillazamana,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Thillazamana/Monithilla",http://pleiades.stoa.org/places/876723,confirmed
GAZ00159,Toloha,Toloha,697755,Toloha,30.843214,35.406656,unknown,"An ancient place, cited: BAtlas 71 A4 Toloha",http://pleiades.stoa.org/places/697755,confirmed
GAZ00160,Transmariscae,Transmariscae,217021,Transmarisca,44.044753,26.614532,unknown,"An ancient place, cited: BAtlas 22 D4 Transmarisca",http://pleiades.stoa.org/places/217021,confirmed
GAZ00161,Trapezunta,Trapezunta,857359,Trapezus,41.002662,39.718172,unknown,An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.,http://pleiades.stoa.org/places/857359,confirmed
GAZ00162,Tricomia,Tricomia,678436,Tricomia,32.491336,36.712059,unknown,"An ancient place, cited: BAtlas 69 E5 Tricomia",http://pleiades.stoa.org/places/678436,confirmed
GAZ00163,Tricornio,Tricornio,207515,Tricornium,44.733229,20.649959,unknown,"An ancient place, cited: BAtlas 21 C5 Tricornium",http://pleiades.stoa.org/places/207515,confirmed
GAZ00164,Trimammio,Trimammio,217023,Trimammium,43.708048,25.831077,unknown,"An ancient place, cited: BAtlas 22 C5 Trimammium",http://pleiades.stoa.org/places/217023,confirmed
GAZ00165,Valle Diocletiana,Valle Diocletiana,678447,Valle Diocletiana,33.753494,36.973873,unknown,"An ancient place, cited: BAtlas 69 F2 ‘Valle Diocletiana’",http://pleiades.stoa.org/places/678447,confirmed
GAZ00166,Vangiones,Vangiones,109410,Vangiones,,,unknown,"The Vangiones were a Germanic tribe. They allied themselves with Ariovistus (58 BC) as he invaded Gaul and was defeated by Julius Caesar near Belfort. Drusus established two forts among the Vangiones, castrum Mogontiacum (13 BC, later Mainz) and another (14 BC) at Worms.",http://pleiades.stoa.org/places/109410,confirmed
GAZ00167,Veriaraca,Veriaraca,668396,Veriaraca,34.385516,38.082065,unknown,"An ancient place, cited: BAtlas 68 F5 Veriaraca",http://pleiades.stoa.org/places/668396,confirmed
GAZ00168,Verteris,Verteris,89312,Verteris,,,unknown,"An ancient place, cited: BAtlas 9 E6 Verteris",http://pleiades.stoa.org/places/89312,confirmed
GAZ00169,Viennae siue Arelati,Viennae siue Arelati,128537,Vienna,48.211345,16.373946,unknown,"Originally a Celtic settlement of Noricum, Vindobona (now Vienna, Austria) became a Roman military installation by the first half of the first century AD.",http://pleiades.stoa.org/places/128537,confirmed
GAZ00170,Vindobala,Vindobala,89315,Vindobala,55.00241,-1.82535,unknown,"An ancient place, cited: BAtlas 9 F6 Vindovala",http://pleiades.stoa.org/places/89315,confirmed
GAZ00171,Virosido,Virosido,89317,Virosidum,,,fort;,A Roman fort at present-day Bainbridge. Cited as BAtlas 9 E6 Virosidum,http://pleiades.stoa.org/places/89317,confirmed
GAZ00172,Ysiporto,Ysiporto,857291,Ysiporto,40.942435,40.039388,unknown,"An ancient place, cited: BAtlas 87 F4 Psoron Limen/Hyssos/Sousarmia/Sousourmena/‘Ysiporto’",http://pleiades.stoa.org/places/857291,confirmed
GAZ00173,Ziganne,Ziganne,857385,Ziganne,42.631325,41.504797,unknown,"An ancient place, cited: BAtlas 87 G2 Zigan(n)e/Siganeon",http://pleiades.stoa.org/places/857385,confirmed
GAZ00174,Zoarae,Zoarae,697768,Zoara,31.02726,35.481813,unknown,"An ancient place, cited: BAtlas 71 A3 Zoara",http://pleiades.stoa.org/places/697768,confirmed
