placeId,sourceNodeId,occurrenceId,placeName,pleiadesId,pleiadesName,latitude,longitude,featureType,document,chapter,office,unit,sourceLine,matchType,confidence,contextStatus,gisProvince,expectedProvince,hardProvince,softProvince,region
OCC000261,,OCC000261,Como,383627,Como,45.81192,9.085784,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,classis Comensis cum curis eiusdem civitatis,1552,CONTEXT_EXACT,confirmed,HARD_MATCH,AEMILIA ET LIGURIA,Liguria,Liguria,,ITALIA
OCC000262,,OCC000262,Miseno,432941,Misenum,40.786279,14.084884,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,classis Misenatium,1554,CONTEXT_NEAR_EXACT,confirmed,HARD_NEAR_MATCH,,Campania,Campania,,ITALIA
OCC000263,,OCC000263,Viennae siue Arelati,128537,Vienna,48.211345,16.373946,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,classis fluminis Rhodani,1557,EXACT_NO_CONTEXT,confirmed,REGION_MISMATCH,NORICUM RIPENSE,Riparensi,Riparensi,,GALLIAE
OCC000264,,OCC000264,Ebruduni Sapaudiae,167750,Ebrudunum,44.565627,6.496364,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,classis barcariorum,1558,REGION_EXACT,confirmed,REGION_MATCH,ALPES MARITIMAE,Riparensi,Riparensi,,GALLIAE
OCC000265,,OCC000265,Massiliae Graecorum,148127,Massilia,43.296854,5.382499,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,militum musculariorum,1559,REGION_EXACT,confirmed,REGION_MATCH,VIENNENSIS,Riparensi,Riparensi,,GALLIAE
OCC000267,,OCC000267,Lapurdo,246461,Lapurdum,43.492723,-1.474944,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Tribunus,cohortis Noevempopulanae,1562,REGION_EXACT,confirmed,REGION_MATCH,NOVEM POPULI,Novempopulana,Novempopulana,,GALLIAE
OCC000271,,OCC000271,Paetaonio,236598,Petavonium,42.0898132,-5.9981701,fort,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Tribunus,cohortis secundae Flaviae Pacatianae,1570,CONTEXT_FUZZY,confirmed,HARD_MATCH,GALLAECIA,Callaecia,Callaecia,,HISPANIA
OCC000275,,OCC000275,Veleia,246232,Veleia,42.819044,-2.807792,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Tribunus,cohortis primae Gallicae,1575,CONTEXT_EXACT,confirmed,HARD_MATCH,TARRACONENSIS,Tarraconensi,Tarraconensi,,HISPANIA
OCC000277,,OCC000277,Baiocas et Constantiae Lugdunensis secundae,69471,Baiocas,49.275076,-0.706872,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,laetorum Batavorum et gentilium Sueuorum,1578,EXACT_NO_CONTEXT,confirmed,NO_CONTEXT,LUGDUNENSIS II,,,,
OCC000288,,OCC000288,Opittergii,393459,Opitergium,45.781271,12.493648,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,Sarmatarum gentilium,1598,FUZZY_NO_CONTEXT,confirmed,NO_CONTEXT,VENETIA ET HISTRIA,Italia mediterranea,Italia mediterranea,,
OCC000289,,OCC000289,Patauio,393473,Patavium,45.409561,11.876975,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,Sarmatarum gentilium,1599,FUZZY_NO_CONTEXT,confirmed,NO_CONTEXT,VENETIA ET HISTRIA,Italia mediterranea,Italia mediterranea,,
OCC000290,,OCC000290,Cremonae,383628,Cremona,45.133639,10.026149,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,Sarmatarum gentilium,1601,EXACT_NO_CONTEXT,confirmed,NO_CONTEXT,AEMILIA ET LIGURIA,Italia mediterranea,Italia mediterranea,,
OCC000293,,OCC000293,Novariae,383717,Novaria,45.445082,8.618661,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,Sarmatarum gentilium,1604,EXACT_NO_CONTEXT,confirmed,NO_CONTEXT,AEMILIA ET LIGURIA,Italia mediterranea,Italia mediterranea,,
OCC000294,,OCC000294,Vercellis,383815,Vercellae,45.321094,8.426374,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,Sarmatarum gentilium,1605,EXACT_NO_CONTEXT,confirmed,NO_CONTEXT,AEMILIA ET LIGURIA,Italia mediterranea,Italia mediterranea,,
OCC000296,,OCC000296,Bononiae in Aemilia,393421,Bononia,44.49452,11.349271,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,Sarmatarum gentilium,1607,CONTEXT_EXACT,confirmed,HARD_MATCH,AEMILIA ET LIGURIA,Aemilia,Aemilia,,
OCC000299,,OCC000299,Pictavis,138422,Pictavi,46.586951,0.342633,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,Sarmatarum et Taifalorum gentilium,1611,,confirmed,REGION_MATCH,AQUITANIA II,Gallia,Gallia,,GALLIAE
OCC000303,,OCC000303,Lingonas,177441,Lingones,47.864221,5.335214,unknown,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,Praefectus,Sarmatarum gentilium,1615,,confirmed,REGION_MATCH,LUGDUNENSIS I,Gallia,Gallia,,GALLIAE
OCC000314,,OCC000314,Damasci,678106,Damascus,33.51158693541351,36.3066092133522,mosque,Oriens,Insignia viri illustris magistri officiorum,,Scutaria et armorum,509,REGION_EXACT,confirmed,REGION_MATCH,AUGUSTA LIBANENSIS,,,,ORIENS
OCC000315,,OCC000315,Antiochiae,658381,Antiochia,36.202097,36.15818,unknown,Oriens,Insignia viri illustris magistri officiorum,,Scutaria et armorum,510,REGION_EXACT,confirmed,REGION_MATCH,SYRIA COELE,,,,ORIENS
OCC000316,,OCC000316,Antiochiae,658381,Antiochia,36.202097,36.15818,unknown,Oriens,Insignia viri illustris magistri officiorum,,Clibanaria,511,REGION_EXACT,confirmed,REGION_MATCH,SYRIA COELE,,,,ORIENS
OCC000318,,OCC000318,Caesarea Cappadociae,629035,Caesarea,38.728033,35.484989,unknown,Oriens,Insignia viri illustris magistri officiorum,,Clibanaria,515,REGION_EXACT,confirmed,REGION_MATCH,CAPPADOCIA,,,,PONTICA
OCC000319,,OCC000319,Nicomediae,511337,Nicomedia,40.765931,29.916288,unknown,Oriens,Insignia viri illustris magistri officiorum,,Scutaria et armorum,516,REGION_EXACT,confirmed,REGION_MATCH,BITHYNIA,,,,PONTICA
OCC000320,,OCC000320,Nicomediae,511337,Nicomedia,40.765931,29.916288,unknown,Oriens,Insignia viri illustris magistri officiorum,,Clibanaria,517,REGION_EXACT,confirmed,REGION_MATCH,BITHYNIA,,,,PONTICA
OCC000321,,OCC000321,Sardis Lydiae,550867,Sardis,38.488314,28.040286,unknown,Oriens,Insignia viri illustris magistri officiorum,,Scutaria et armorum,519,REGION_EXACT,confirmed,REGION_MATCH,LYDIA,,,,ASIANA
OCC000322,,OCC000322,Hadrianopolis Haemimonti,501427,Hadrianopolis,41.140485,24.257643,unknown,Oriens,Insignia viri illustris magistri officiorum,,Scutaria et armorum,521,REGION_EXACT,confirmed,REGION_MATCH,RHODOPE,,,,THRACIAE
OCC000323,,OCC000323,Marcianopoli,216878,Marcianopolis,43.22504,27.585033,unknown,Oriens,Insignia viri illustris magistri officiorum,,Scutaria et armorum,522,REGION_EXACT,confirmed,REGION_MATCH,MOESIA INFERIOR,,,,THRACIAE
OCC000346,,OCC000346,Memfi,736963,Memphis,29.849491,31.255061,settlement,Oriens,Comes limitis Aegypti,,Legio quinta Macadonica,793,CONTEXT_FUZZY,confirmed,SOFT_MATCH,AEGYPTUS HERCULIA,Aegypti,,Aegypti,
OCC000347,,OCC000347,Babilona,727082,Babylon,30.00543,31.229959,unknown,Oriens,Comes limitis Aegypti,,Legio tertiadecima gemina,794,,confirmed,SOFT_MATCH,AEGYPTUS HERCULIA,Aegypti,,Aegypti,
OCC000348,,OCC000348,Pelusio,727192,Pelusium,31.049917,32.600128,unknown,Oriens,Comes limitis Aegypti,,Equites stablesiani,795,CONTEXT_EXACT,confirmed,SOFT_MATCH,AEGYPTUS HERCULIA,Aegypti,,Aegypti,
OCC000351,,OCC000351,Parembole,736993,Parembole,29.311376,31.238111,unknown,Oriens,Comes limitis Aegypti,,Legio secunda Traiana,798,CONTEXT_EXACT,confirmed,SOFT_MATCH,AEGYPTUS HERCULIA,Aegypti,,Aegypti,
OCC000361,,OCC000361,Hipponos,736924,Hipponon,28.649751,30.8668,unknown,Oriens,Comes limitis Aegypti,,Ala Apriana,811,,confirmed,SOFT_MATCH,AEGYPTUS HERCULIA,Aegypti,,Aegypti,
OCC000371,,OCC000371,Affrodito,736889,Aphrodito,29.408419,31.25167,unknown,Oriens,Comes limitis Aegypti,,Cohors quarta Iuthungorum,822,,confirmed,SOFT_MATCH,AEGYPTUS HERCULIA,Augustamnicae,Augustamnicae,Aegypti,
OCC000379,,OCC000379,Copto,786010,Coptos,25.956181,32.769868,unknown,Oriens,Dux Thebaidos,,Equites sagittarii indigenae,866,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000381,,OCC000381,Lato,589899,Lato,35.179924,25.656483,unknown,Oriens,Dux Thebaidos,,Equites sagittarii indigenae,868,EXACT_NO_CONTEXT,confirmed,SOFT_MISMATCH,CRETA,Thebaidos,,Thebaidos,
OCC000382,,OCC000382,Maximianopoli,786047,Maximianopolis,26.115273,32.674131,unknown,Oriens,Dux Thebaidos,,Equites sagittarii indigenae,869,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000383,,OCC000383,Ombos,786079,Ombos,24.45205277777778,32.92824444444445,temple,Oriens,Dux Thebaidos,,Legio tertia Diocletiana,871,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000384,,OCC000384,Cusas,756588,Cusas,27.438183,30.817991,unknown,Oriens,Dux Thebaidos,,Legio secunda Flavia Constantia Thebaeorum,872,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000385,,OCC000385,Apollonos superioris,785976,Apollonos,24.498288,34.748068,unknown,Oriens,Dux Thebaidos,,Legio secunda Traiana,873,EXACT_NO_CONTEXT,confirmed,SOFT_UNVERIFIED,,Thebaidos,,Thebaidos,
OCC000386,,OCC000386,Syene,786123,Syene,24.095991,32.904942,unknown,Oriens,Dux Thebaidos,,Milites Miliarenses,874,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000387,,OCC000387,Copto,786010,Coptos,25.956181,32.769868,unknown,Oriens,Dux Thebaidos,,Legio prima Valentiniana,875,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000388,,OCC000388,Filas,786089,Philae,24.025031,32.884252,temple-2,Oriens,Dux Thebaidos,,Legio prima Maximiana,876,CONTEXT_FUZZY,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000390,,OCC000390,Hermunthi,786036,Hermonthis,25.550269,32.508054,unknown,Oriens,Dux Thebaidos,,Legio secunda Valentiniana,878,,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000391,,OCC000391,Asfynis,785978,Asfynis,25.315559,32.510652,unknown,Oriens,Dux Thebaidos,,Equites felices Honoriani,879,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000393,,OCC000393,Poisrietemidos,756625,Poisarietemidos,27.933259,30.883298,unknown,Oriens,Dux Thebaidos,,Ala secunda Hispanorum,882,CONTEXT_FUZZY,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000395,,OCC000395,Isiu,756583,Isiu,27.26579,31.149104,unknown,Oriens,Dux Thebaidos,,Ala quarta Britonum,884,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000396,,OCC000396,Thmou,737091,Tmou,28.150535,30.67969,unknown,Oriens,Dux Thebaidos,,Ala prima Hiberorum,885,CONTEXT_FUZZY,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000398,,OCC000398,Maximianopoli,786047,Maximianopolis,26.115273,32.674131,unknown,Oriens,Dux Thebaidos,,Ala tertia dromedariorum,887,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000401,,OCC000401,contra Apollonos,786006,Contra Apollonos,24.864843,32.884883,unknown,Oriens,Dux Thebaidos,,Ala prima Francorum,890,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000404,,OCC000404,Psinaula,756628,Psinaula,26.653194,31.600403,unknown,Oriens,Dux Thebaidos,,Ala secunda Herculia dromedariorum,893,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000410,,OCC000410,Silili,756641,Silili,26.779471,31.555114,unknown,Oriens,Dux Thebaidos,,Cohors prima Apamenorum,899,CONTEXT_EXACT,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000413,,OCC000413,Burgo Severi,138249,Burgus,45.039335,-0.559844,unknown,Oriens,Dux Thebaidos,,Cohors nona Alamannorum,902,EXACT_NO_CONTEXT,confirmed,SOFT_MISMATCH,AQUITANIA II,Thebaidos,,Thebaidos,
OCC000414,,OCC000414,apud Elephantinem,786021,Elephantine,24.09,32.889,unknown,Oriens,Dux Thebaidos,,CohorsY prima felix Theodosiana,903,CONTEXT_FUZZY,confirmed,SOFT_MATCH,THEBAIS,Thebaidos,,Thebaidos,
OCC000418,,OCC000418,Otthara,668327,Otthara,34.422928,37.173068,unknown,Oriens,Dux Foenicis,,Equites Mauri Illyriciani,919,CONTEXT_EXACT,confirmed,SOFT_MATCH,AUGUSTA LIBANENSIS,Foenicis,,Foenicis,
OCC000423,,OCC000423,Nazala,668315,Nazala,34.260948,37.257544,unknown,Oriens,Dux Foenicis,,Equites promoti indigenae,924,CONTEXT_EXACT,confirmed,SOFT_MATCH,AUGUSTA LIBANENSIS,Foenicis,,Foenicis,
OCC000425,,OCC000425,Casama,678085,Casama,34.031455,36.700612,unknown,Oriens,Dux Foenicis,,Equites sagittarii indigenae,926,CONTEXT_EXACT,confirmed,SOFT_MATCH,AUGUSTA LIBANENSIS,Foenicis,,Foenicis,
OCC000427,,OCC000427,Betproclis,668212,Betproclis,34.639874,37.111805,unknown,Oriens,Dux Foenicis,,Equites Saraceni indigenae,928,EXACT_NO_CONTEXT,confirmed,SOFT_MISMATCH,SYRIA COELE,Foenicis,,Foenicis,
OCC000429,,OCC000429,Adatha,658366,Adatha,37.702358,37.409481,unknown,Oriens,Dux Foenicis,,Equites sagittarii indigenae,930,EXACT_NO_CONTEXT,confirmed,SOFT_MISMATCH,AUGUSTA EUPHRATENSIS,Foenicis,,Foenicis,
OCC000430,,OCC000430,Palmira,668331,Palmyra,34.553302,38.269948,temple-2,Oriens,Dux Foenicis,Praefectus,legionis primae Illyricorum,931,FUZZY_NO_CONTEXT,confirmed,SOFT_MISMATCH,SYRIA COELE,Foenicis,,Foenicis,
OCC000433,,OCC000433,Veriaraca,668396,Veriaraca,34.385516,38.082065,unknown,Oriens,Dux Foenicis,,Ala noun Diocletiana,935,CONTEXT_EXACT,confirmed,SOFT_MATCH,AUGUSTA LIBANENSIS,Foenicis,,Foenicis,
OCC000434,,OCC000434,Cunna,668233,Cunna,34.266959,37.832095,unknown,Oriens,Dux Foenicis,,Ala prima Francorum,936,CONTEXT_EXACT,confirmed,SOFT_MATCH,AUGUSTA LIBANENSIS,Foenicis,,Foenicis,
OCC000440,,OCC000440,Oneuatha,678315,Oneuatha,34.018825,37.283135,unknown,Oriens,Dux Foenicis,,Cohors quinta pacta Alamannorum,942,CONTEXT_EXACT,confirmed,SOFT_MATCH,AUGUSTA LIBANENSIS,Foenicis,,Foenicis,
OCC000442,,OCC000442,Valle Diocletiana,678447,Valle Diocletiana,33.753494,36.973873,unknown,Oriens,Dux Foenicis,,Cohors secunda Aegyptiorum,944,CONTEXT_EXACT,confirmed,SOFT_MATCH,AUGUSTA LIBANENSIS,Foenicis,,Foenicis,
OCC000444,,OCC000444,Serianae,668369,Seriane,35.387685,37.800064,unknown,Oriens,Dux Syriae,,Equites scutarii Illyriciani,958,CONTEXT_FUZZY,confirmed,SOFT_MATCH,SYRIA COELE,Syriae et Eufratensis Syriae,,Syriae et Eufratensis Syriae,
OCC000445,,OCC000445,Occariba,668322,Occaraba,35.076322,37.489463,unknown,Oriens,Dux Syriae,,Equites promoti Illyriciani,959,,confirmed,SOFT_MATCH,SYRIA COELE,Syriae et Eufratensis Syriae,,Syriae et Eufratensis Syriae,
OCC000448,,OCC000448,Anatha,668196,Anatha,34.671287,38.582516,unknown,Oriens,Dux Syriae,,Equites sagittarii indigenae,962,CONTEXT_EXACT,confirmed,SOFT_MATCH,SYRIA COELE,Syriae et Eufratensis Syriae,,Syriae et Eufratensis Syriae,
OCC000449,,OCC000449,Acadama,668177,Acadama,35.083196,38.423851,unknown,Oriens,Dux Syriae,,Equites sagittarii,963,CONTEXT_EXACT,confirmed,SOFT_MATCH,SYRIA COELE,Syriae et Eufratensis Syriae,,Syriae et Eufratensis Syriae,
OCC000451,,OCC000451,Oresa,668323,Oresa,35.124102,38.94342,unknown,Oriens,Dux Syriae,Praefectus,legionis quartae Scythicae,965,CONTEXT_EXACT,confirmed,SOFT_MATCH,SYRIA COELE,Syriae et Eufratensis Syriae,,Syriae et Eufratensis Syriae,
OCC000452,,OCC000452,Barbalisso,668208,Barbalissus,36.01724,38.142301,unknown,Oriens,Dux Syriae,,Equites Dalmatae Illyriciani,967,CONTEXT_CONFLICT_EXACT,confirmed,HARD_MISMATCH,OSRHOENE,Augusta Eufratensi,Augusta Eufratensi,Syriae,
OCC000458,,OCC000458,Helela,668259,Helela,34.778675,38.733046,unknown,Oriens,Dux Syriae,,Cohors prima Gotthorum,974,CONTEXT_EXACT,confirmed,SOFT_MATCH,SYRIA COELE,Syriae,,Syriae,
OCC000461,,OCC000461,Ammattha,668183,Ammattha,35.684651,37.65125,unknown,Oriens,Dux Syriae,,Cohors prima victorum,977,CONTEXT_EXACT,confirmed,SOFT_MATCH,SYRIA COELE,Syriae,,Syriae,
OCC000462,,OCC000462,Benosabae,687846,Berosaba,31.250369,34.790451,unknown,Oriens,Dux Palaestinae,,Equites Dalmatae Illyriciani,990,,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000463,,OCC000463,Benosabae,687846,Berosaba,31.250369,34.790451,unknown,Oriens,Dux Palaestinae,,Equites Dalmatae Illyriciani,991,,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000464,,OCC000464,Menochiae,687964,Menochia,31.334516,34.399245,unknown,Oriens,Dux Palaestinae,,Equites promoti Illyriciani,992,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000466,,OCC000466,Aeliae,324657,Aeliae,35.4232,10.437678,unknown,Oriens,Dux Palaestinae,,Equites Mauri Illyriciani,994,EXACT_NO_CONTEXT,confirmed,SOFT_MISMATCH,BYZACENA,Palaestinae,,Palaestinae,
OCC000467,,OCC000467,Birsama,687864,Birsama,31.26045,34.537078,unknown,Oriens,Dux Palaestinae,,Equites Thamudeni Illyriciani,995,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000469,,OCC000469,Zodocathae,697769,Zodacatha,30.186526,35.512756,unknown,Oriens,Dux Palaestinae,,Equites promiti indigenae,997,,confirmed,SOFT_NEAR_MATCH,,Palaestinae,,Palaestinae,
OCC000471,,OCC000471,Zoarae,697768,Zoara,31.02726,35.481813,unknown,Oriens,Dux Palaestinae,,Equites sagittarii indigenae,999,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000473,,OCC000473,Sabure siue Veterocariae,697750,Sabure,30.314037,35.385319,unknown,Oriens,Dux Palaestinae,,Equites primi felices Palaestini,1001,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000475,,OCC000475,Ailae,746700,Aila,29.796591,34.94276,unknown,Oriens,Dux Palaestinae,Praefectus,legionis decimae Fretensis,1003,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000477,,OCC000477,Admatha,678131,Admatha,32.684043,35.665625,unknown,Oriens,Dux Palaestinae,,Ala Antana dromedariorum,1006,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000478,,OCC000478,Toloha,697755,Toloha,30.843214,35.406656,unknown,Oriens,Dux Palaestinae,,Ala Constantiana,1007,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000479,,OCC000479,apud Praesidium,697729,Praesidium,30.944103,35.442258,unknown,Oriens,Dux Palaestinae,,Ala secunda felix Valentiana,1008,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000483,,OCC000483,Tarba,246679,Tarba,43.23314,0.074264,unknown,Oriens,Dux Palaestinae,,Cohors prima agentenaria,1013,EXACT_NO_CONTEXT,confirmed,SOFT_MISMATCH,NOVEM POPULI,Palaestinae,,Palaestinae,
OCC000484,,OCC000484,Praesidio,697729,Praesidium,30.944103,35.442258,unknown,Oriens,Dux Palaestinae,,Cohors quarta Frygium,1014,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000487,,OCC000487,Arieldela,746715,Arieldela,30.08098,35.236212,unknown,Oriens,Dux Palaestinae,,Cohors secunda Galatarum,1017,CONTEXT_EXACT,confirmed,SOFT_MATCH,PALAESTINA,Palaestinae,,Palaestinae,
OCC000493,,OCC000493,Callinico,668318,Callinicum,35.972501,39.08287,unknown,Oriens,Dux Osrhoenae,,Equites promoti Illyriciani,1035,CONTEXT_EXACT,confirmed,SOFT_MATCH,OSRHOENE,Osrhoenae,,Osrhoenae,
OCC000494,,OCC000494,Dabana,658448,Dabana,36.663746,38.951714,unknown,Oriens,Dux Osrhoenae,,Equites Mauri Illyriciani,1036,CONTEXT_EXACT,confirmed,SOFT_MATCH,OSRHOENE,Osrhoenae,,Osrhoenae,
OCC000497,,OCC000497,Oraba,874688,Oraba,36.244537,40.707477,unknown,Oriens,Dux Osrhoenae,,Equites sagittarii indigenae,1039,CONTEXT_NEAR_EXACT,confirmed,SOFT_NEAR_MATCH,,Osrhoenae,,Osrhoenae,
OCC000501,,OCC000501,Circesio,893974,Circesium,35.334435,40.326381,unknown,Oriens,Dux Osrhoenae,Praefectus,legionis quartae Parthicae,1043,CONTEXT_EXACT,confirmed,SOFT_MATCH,OSRHOENE,Osrhoenae,,Osrhoenae,
OCC000502,,OCC000502,Apatna,894133,Apatna,35.379381,40.564031,unknown,Oriens,Dux Osrhoenae,,,1044,CONTEXT_NEAR_EXACT,confirmed,SOFT_NEAR_MATCH,,Osrhoenae,,Osrhoenae,
OCC000511,,OCC000511,Amidae,874298,Amida,37.911777,40.224033,unknown,Oriens,Dux Mesopotamiae,,Equites scutarii Illyriciani,1066,CONTEXT_NEAR_EXACT,confirmed,SOFT_NEAR_MATCH,,Mesopotamiae,,Mesopotamiae,
OCC000512,,OCC000512,Resain - Theodosiopoli,874662,Theodosiopolis,36.825837,40.049623,unknown,Oriens,Dux Mesopotamiae,,Equites promoti Illyriciani,1067,CONTEXT_EXACT,confirmed,SOFT_MATCH,MESOPOTAMIA,Mesopotamiae,,Mesopotamiae,
OCC000513,,OCC000513,Amidae,874298,Amida,37.911777,40.224033,unknown,Oriens,Dux Mesopotamiae,,Equites ducatores Illyriciani,1068,CONTEXT_NEAR_EXACT,confirmed,SOFT_NEAR_MATCH,,Mesopotamiae,,Mesopotamiae,
OCC000514,,OCC000514,Constantia,874324,Constantia,37.233333,39.766666,unknown,Oriens,Dux Mesopotamiae,,Equites felices Honoriani Illyriciani,1069,CONTEXT_EXACT,confirmed,SOFT_MATCH,MESOPOTAMIA,Mesopotamiae,,Mesopotamiae,
OCC000520,,OCC000520,Thannuri,874762,Thannuris,36.438598,40.86652,unknown,Oriens,Dux Mesopotamiae,,Equites sagittarii indigenae,1075,EXACT_NO_CONTEXT,confirmed,SOFT_UNVERIFIED,,Mesopotamiae,,Mesopotamiae,
OCC000528,,OCC000528,Motha,678289,Motha,32.41855,36.818713,unknown,Oriens,Dux Arabiae,,Equites scutarii Illyriciani,1096,CONTEXT_NEAR_EXACT,confirmed,SOFT_NEAR_MATCH,,Arabiae,,Arabiae,
OCC000529,,OCC000529,Tricomia,678436,Tricomia,32.491336,36.712059,unknown,Oriens,Dux Arabiae,,Equites promoti Illyriciani,1097,CONTEXT_EXACT,confirmed,SOFT_MATCH,ARABIA,Arabiae,,Arabiae,
OCC000530,,OCC000530,Ziza,697767,Ziza,31.703711,35.952182,unknown,Oriens,Dux Arabiae,,Equites Dalmatae Illyriciani,1098,CONTEXT_EXACT,confirmed,SOFT_MATCH,ARABIA,Arabiae,,Arabiae,
OCC000531,,OCC000531,Areopoli,697632,Areopolis,31.272021,35.736,unknown,Oriens,Dux Arabiae,,Equites Mauri Illyriciani,1099,CONTEXT_EXACT,confirmed,SOFT_MATCH,ARABIA,Arabiae,,Arabiae,
OCC000534,,OCC000534,Gadda,697666,Gadda,32.026672,36.081722,unknown,Oriens,Dux Arabiae,,Equites sagittari indigenae,1102,CONTEXT_EXACT,confirmed,SOFT_MATCH,ARABIA,Arabiae,,Arabiae,
OCC000535,,OCC000535,Bostra,678073,Bostra,32.517831,36.48369,unknown,Oriens,Dux Arabiae,Praefectus,legionis tertiae Cyrenaicae,1103,CONTEXT_EXACT,confirmed,SOFT_MATCH,ARABIA,Arabiae,,Arabiae,
OCC000536,,OCC000536,Betthoro,697643,Betthorus,31.236867,35.86807,unknown,Oriens,Dux Arabiae,Praefectus,legionis quartae Martiae,1104,CONTEXT_EXACT,confirmed,SOFT_MATCH,ARABIA,Arabiae,,Arabiae,
OCC000542,,OCC000542,Thainatha,678423,Thainatha,32.269976,36.228985,unknown,Oriens,Dux Arabiae,,Ala prima Valentiana,1111,CONTEXT_EXACT,confirmed,SOFT_MATCH,ARABIA,Arabiae,,Arabiae,
OCC000546,,OCC000546,Ualtha,697762,Valtha,31.554249,35.772658,unknown,Oriens,Dux Arabiae,,Cohors octava voluntaria,1115,CONTEXT_FUZZY,confirmed,SOFT_MATCH,ARABIA,Arabiae,,Arabiae,
OCC000550,,OCC000550,Domana,857111,Domana,40.212239,39.651311,unknown,Oriens,Dux Armeniae,,Equites sagittarii,1140,EXACT_NO_CONTEXT,confirmed,SOFT_MISMATCH,PONTUS POLEMONIACUS,Armeniae,,Armeniae,
OCC000551,,OCC000551,Satala,874684,Satala,40.027787,39.597934,fort,Oriens,Dux Armeniae,Praefectus,legionis quintadecimae Apollinaris,1141,CONTEXT_EXACT,confirmed,SOFT_MATCH,ARMENIA MINOR,Armeniae,,Armeniae,
