mentionId;document;line;literalForm;source;pointEligible;issue;nodeType;officeType;office;unit;chapter;groupPath;sourceText
PM000240;Occidentis;1360;Austuris;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Tribunus cohortis, Austuris.
PM000241;Occidentis;1361;Cannabiaca;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Tribunus cohortis, Cannabiaca.
PM000242;Occidentis;1375;Augustanis;tail;1;;equites;;;Equites stablesiani seniores;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Equites stablesiani seniores, Augustanis.
PM000243;Occidentis;1376;Febians;alternate;1;;equites;;;Equites stablesiani iuniores;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Equites stablesiani iuniores, Ponte Aoni, nunc Febians.
PM000244;Occidentis;1376;Ponte Aoni;tail;1;;equites;;;Equites stablesiani iuniores;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Equites stablesiani iuniores, Ponte Aoni, nunc Febians.
PM000245;Occidentis;1377;Submuntorio;tail;1;;equites;;;Equites stablesiani iuniores;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Equites stablesiani iuniores, Submuntorio.
PM000246;Occidentis;1378;Castra Regina;tail;1;;unknown;praefectus;Praefectus;legionis tertiae Italicae partis superioris;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus legionis tertiae Italicae partis superioris, Castra Regina, nunc Vallato.
PM000247;Occidentis;1378;Vallato;alternate;1;;unknown;praefectus;Praefectus;legionis tertiae Italicae partis superioris;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus legionis tertiae Italicae partis superioris, Castra Regina, nunc Vallato.
PM000248;Occidentis;1379;Submuntorio;tail;1;;unknown;praefectus;Praefectus;legionis tertiae Italicae partis superioris deputatae ripae primae;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus legionis tertiae Italicae partis superioris deputatae ripae primae, Submuntorio.
PM000249;Occidentis;1380;Cambidano;tail;1;;unknown;praefectus;Praefectus;legionis tertiae Italicae pro parte media praetendentis a Vimania Cassiliacum usque;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus legionis tertiae Italicae pro parte media praetendentis a Vimania Cassiliacum usque, Cambidano.
PM000250;Occidentis;1381;Guntiae;tail;1;;unknown;praefectus;Praefectus;militum Ursariensium;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus militum Ursariensium, Guntiae.
PM000251;Occidentis;1382;Foetibus;tail;1;;unknown;praefectus;Praefectus;legionis tertiae Italicae transvectioni specierum deputatae;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus legionis tertiae Italicae transvectioni specierum deputatae, Foetibus.
PM000252;Occidentis;1383;Teriolis;tail;1;;unknown;praefectus;Praefectus;legionis tertiae Italicae transvectioni specierum deputatae;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus legionis tertiae Italicae transvectioni specierum deputatae, Teriolis.
PM000253;Occidentis;1384;Quintanis;tail;1;;unknown;praefectus;Praefectus;alae primae Flaviae Raetorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus alae primae Flaviae Raetorum, Quintanis.
PM000254;Occidentis;1385;Batavis;tail;1;;unknown;tribunus;Tribunus;cohortis novae Batavorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Tribunus cohortis novae Batavorum, Batavis.
PM000255;Occidentis;1386;Abusina;tail;1;;unknown;tribunus;Tribunus;cohortis tertiae Brittorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Tribunus cohortis tertiae Brittorum, Abusina.
PM000256;Occidentis;1387;Vallatio;tail;1;;unknown;praefectus;Praefectus;alae secundae Valeriae singularis;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus alae secundae Valeriae singularis, Vallatio.
PM000257;Occidentis;1388;Venaxamodorum;tail;1;;unknown;tribunus;Tribunus;cohortis sextae Valeriaae Raetorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Tribunus cohortis sextae Valeriaae Raetorum, Venaxamodorum.
PM000258;Occidentis;1389;Parroduno;tail;1;;unknown;tribunus;Tribunus;cohortis primae Herculeae Raetorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Tribunus cohortis primae Herculeae Raetorum, Parroduno.
PM000259;Occidentis;1390;Pinianis;tail;1;;unknown;tribunus;Tribunus;cohortis quintae Valeriae Frygum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Tribunus cohortis quintae Valeriae Frygum, Pinianis.
PM000260;Occidentis;1391;Caelio;tail;1;;unknown;tribunus;Tribunus;cohortis tertiae Herculeae Pannoniorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Tribunus cohortis tertiae Herculeae Pannoniorum, Caelio.
PM000261;Occidentis;1393;Brecantia;tail;1;;unknown;praefectus;Praefectus;numeri barbaricariorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus numeri barbaricariorum, Confluentibus siue Brecantia.
PM000262;Occidentis;1393;Confluentibus;tail;1;;unknown;praefectus;Praefectus;numeri barbaricariorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus numeri barbaricariorum, Confluentibus siue Brecantia.
PM000263;Occidentis;1394;Vimania;tail;1;;unknown;praefectus;Praefectus;alae secundae Valeriae Sequanorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Praefectus alae secundae Valeriae Sequanorum, Vimania.
PM000264;Occidentis;1395;Arbore;tail;1;;unknown;tribunus;Tribunus;cohortis Herculeae Pannoniorum;Dux Raetiae;Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae;Tribunus cohortis Herculeae Pannoniorum, Arbore.
PM000265;Occidentis;1409;Olitione;tail;1;;milites;;;Milites Latavienses;Dux provinciae Sequanici;Sub dispositione viri spectabilis ducis provinciae Sequanici;Milites Latavienses, Olitione.
PM000266;Occidentis;1423;Grannona in litore Saxonico;tail;1;;unknown;tribunus;Tribunus;cohortis primae novae Armoricanae;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Tribunus cohortis primae novae Armoricanae, Grannona in litore Saxonico.
PM000267;Occidentis;1424;Blabia;tail;1;;unknown;praefectus;Praefectus;militum Carronensium;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum Carronensium, Blabia.
PM000268;Occidentis;1425;Benetis;tail;1;;unknown;praefectus;Praefectus;militum Maurorum Benetorum;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum Maurorum Benetorum, Benetis.
PM000269;Occidentis;1426;Osismis;tail;1;;unknown;praefectus;Praefectus;militum Maurorum Osismiacorum;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum Maurorum Osismiacorum, Osismis.
PM000270;Occidentis;1427;Mannatias;tail;1;;unknown;praefectus;Praefectus;militum superventorum;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum superventorum, Mannatias.
PM000271;Occidentis;1428;Aleto;tail;1;;unknown;praefectus;Praefectus;militum Martensium;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum Martensium, Aleto.
PM000272;Occidentis;1429;Constantia;tail;1;;unknown;praefectus;Praefectus;militum primae Flaviae;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum primae Flaviae, Constantia.
PM000273;Occidentis;1430;Rotomago;tail;1;;unknown;praefectus;Praefectus;militum Ursariensium;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum Ursariensium, Rotomago.
PM000274;Occidentis;1431;Abrincatis;tail;1;;unknown;praefectus;Praefectus;militum Dalmatarum;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum Dalmatarum, Abrincatis.
PM000275;Occidentis;1432;Grannono;tail;1;;unknown;praefectus;Praefectus;militum Grannonensium;Dux tractus Armoricani;Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani;Praefectus militum Grannonensium, Grannono.
PM000276;Occidentis;1452;Marcis in litore Saxonico;tail;1;;equites;;;Equites Dalmatae;Dux Belgicae secundae;Sub dispositione viri spectabilis ducis Balgicae secundae;Equites Dalmatae, Marcis in litore Saxonico.
PM000277;Occidentis;1453;Hornensi;tail;1;;unknown;praefectus;Praefectus;classis Sambricae;Dux Belgicae secundae;Sub dispositione viri spectabilis ducis Balgicae secundae;Praefectus classis Sambricae, in loco Quartensi siue Hornensi.
PM000278;Occidentis;1453;Quartensi;tail;1;;unknown;praefectus;Praefectus;classis Sambricae;Dux Belgicae secundae;Sub dispositione viri spectabilis ducis Balgicae secundae;Praefectus classis Sambricae, in loco Quartensi siue Hornensi.
PM000279;Occidentis;1454;Portu Epatiaci;tail;1;;unknown;tribunus;Tribunus;militum Neruiorum;Dux Belgicae secundae;Sub dispositione viri spectabilis ducis Balgicae secundae;Tribunus militum Neruiorum, Portu Epatiaci.
PM000280;Occidentis;1471;Praesidio;tail;1;;unknown;praefectus;Praefectus;equitum Dalmatarum;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus equitum Dalmatarum, Praesidio.
PM000281;Occidentis;1472;Dano;tail;1;;unknown;praefectus;Praefectus;equitum Crispianorum;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus equitum Crispianorum, Dano.
PM000282;Occidentis;1473;Morbio;tail;1;;unknown;praefectus;Praefectus;equitum catafractariorum;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus equitum catafractariorum, Morbio.
PM000283;Occidentis;1474;Arbeia;tail;1;;unknown;praefectus;Praefectus;numeri barcariorum Tigrisiensium;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri barcariorum Tigrisiensium, Arbeia.
PM000284;Occidentis;1475;Dicti;tail;1;;unknown;praefectus;Praefectus;numeri Neruiorum Dictensium;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri Neruiorum Dictensium, Dicti.
PM000285;Occidentis;1476;Concangios;tail;1;;unknown;praefectus;Praefectus;numeri vigilum;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri vigilum, Concangios.
PM000286;Occidentis;1477;Lavatres;tail;1;;unknown;praefectus;Praefectus;numeri exploratorum;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri exploratorum, Lavatres.
PM000287;Occidentis;1478;Verteris;tail;1;;unknown;praefectus;Praefectus;numeri directorum;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri directorum, Verteris.
PM000288;Occidentis;1479;Barboniaco;tail;1;;unknown;praefectus;Praefectus;numeri defensorum;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri defensorum, Barboniaco.
PM000289;Occidentis;1480;Maglone;tail;1;;unknown;praefectus;Praefectus;numeri Solensium;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri Solensium, Maglone.
PM000290;Occidentis;1481;Magis;tail;1;;unknown;praefectus;Praefectus;numeri Pacensium;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri Pacensium, Magis.
PM000291;Occidentis;1482;Longovicio;tail;1;;unknown;praefectus;Praefectus;numeri Longovicanorum;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri Longovicanorum, Longovicio.
PM000292;Occidentis;1483;Deruentione;tail;1;;unknown;praefectus;Praefectus;numeri supervenientium Petueriensium;Dux Britanniarum;Sub dispositione viri spectabilis ducis Britanniarum;Praefectus numeri supervenientium Petueriensium, Deruentione.
PM000293;Occidentis;1485;Segeduno;tail;1;;unknown;tribunus;Tribunus;cohortis quartae Lingonum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis quartae Lingonum, Segeduno.
PM000294;Occidentis;1486;Ponte Aeli;tail;1;;unknown;tribunus;Tribunus;cohortis primae Cornoviorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Cornoviorum, Ponte Aeli.
PM000295;Occidentis;1487;Conderco;tail;1;;unknown;praefectus;Praefectus;alae primae Asturum;Dux Britanniarum;Item per lineam Valli;Praefectus alae primae Asturum, Conderco.
PM000296;Occidentis;1488;Vindobala;tail;1;;unknown;tribunus;Tribunus;cohortis primae Frixagorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Frixagorum, Vindobala.
PM000297;Occidentis;1489;Hunno;tail;1;;unknown;praefectus;Praefectus;alae Sabinianae;Dux Britanniarum;Item per lineam Valli;Praefectus alae Sabinianae, Hunno.
PM000298;Occidentis;1490;Cilurno;tail;1;;unknown;praefectus;Praefectus;alae secundae Asturum;Dux Britanniarum;Item per lineam Valli;Praefectus alae secundae Asturum, Cilurno.
PM000299;Occidentis;1491;Procolitia;tail;1;;unknown;tribunus;Tribunus;cohortis primae Batavorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Batavorum, Procolitia.
PM000300;Occidentis;1492;Borcovicio;tail;1;;unknown;tribunus;Tribunus;cohortis primae Tungrorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Tungrorum, Borcovicio.
PM000301;Occidentis;1493;Vindolana;tail;1;;unknown;tribunus;Tribunus;cohortis quartae Gallorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis quartae Gallorum, Vindolana.
PM000302;Occidentis;1494;Aesica;tail;1;;unknown;tribunus;Tribunus;cohortis primae Asturum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Asturum, Aesica.
PM000303;Occidentis;1495;Magnis;tail;1;;unknown;tribunus;Tribunus;cohortis secundae Dalmatarum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis secundae Dalmatarum, Magnis.
PM000304;Occidentis;1496;Amboglanna;tail;1;;unknown;tribunus;Tribunus;cohortis primae Aeliae Dacorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Aeliae Dacorum, Amboglanna.
PM000305;Occidentis;1497;Petrianis;tail;1;;unknown;praefectus;Praefectus;alae Petrianae;Dux Britanniarum;Item per lineam Valli;Praefectus alae Petrianae, Petrianis.
PM000306;Occidentis;1499;Aballaba;tail;1;;unknown;praefectus;Praefectus;numeri Maurorum Aurelianorum;Dux Britanniarum;Item per lineam Valli;Praefectus numeri Maurorum Aurelianorum, Aballaba.
PM000307;Occidentis;1500;Congavata;tail;1;;unknown;tribunus;Tribunus;cohortis secundae Lingonum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis secundae Lingonum, Congavata.
PM000308;Occidentis;1501;Axeloduno;tail;1;;unknown;tribunus;Tribunus;cohortis primae Hispanorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Hispanorum, Axeloduno.
PM000309;Occidentis;1502;Gabrosenti;tail;1;;unknown;tribunus;Tribunus;cohortis secundae Thracum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis secundae Thracum, Gabrosenti.
PM000310;Occidentis;1503;Tunnocelo;tail;1;;unknown;tribunus;Tribunus;cohortis primae Aeliae classicae;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Aeliae classicae, Tunnocelo.
PM000311;Occidentis;1504;Glannibanta;tail;1;;unknown;tribunus;Tribunus;cohortis primae Morinorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis primae Morinorum, Glannibanta.
PM000312;Occidentis;1505;Alione;tail;1;;unknown;tribunus;Tribunus;cohortis tertiae Neruiorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis tertiae Neruiorum, Alione.
PM000313;Occidentis;1506;Bremetenraco;tail;1;;cuneus;;;Cuneus Sarmatarum;Dux Britanniarum;Item per lineam Valli;Cuneus Sarmatarum, Bremetenraco.
PM000314;Occidentis;1507;Olenaco;tail;1;;unknown;praefectus;Praefectus;alae primae Herculeae;Dux Britanniarum;Item per lineam Valli;Praefectus alae primae Herculeae, Olenaco.
PM000315;Occidentis;1508;Virosido;tail;1;;unknown;tribunus;Tribunus;cohortis sextae Neruiorum;Dux Britanniarum;Item per lineam Valli;Tribunus cohortis sextae Neruiorum, Virosido.
PM000316;Occidentis;1522;Saletione;tail;1;;unknown;praefectus;Praefectus;militum Pacensium;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum Pacensium, Saletione.
PM000317;Occidentis;1523;Tabernis;tail;1;;unknown;praefectus;Praefectus;militum Menapiorum;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum Menapiorum, Tabernis.
PM000318;Occidentis;1524;Vico Iulio;tail;1;;unknown;praefectus;Praefectus;militum Anderetianorum;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum Anderetianorum, Vico Iulio.
PM000319;Occidentis;1525;Nemetis;tail;1;;unknown;praefectus;Praefectus;militum vindicum;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum vindicum, Nemetis.
PM000320;Occidentis;1526;Alta Ripa;tail;1;;unknown;praefectus;Praefectus;militum Martensium;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum Martensium, Alta Ripa.
PM000321;Occidentis;1527;Vangiones;tail;1;;unknown;praefectus;Praefectus;militum secundae Flaviae;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum secundae Flaviae, Vangiones.
PM000322;Occidentis;1528;Mogontiaco;tail;1;;unknown;praefectus;Praefectus;militum armigerorum;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum armigerorum, Mogontiaco.
PM000323;Occidentis;1529;Bingio;tail;1;;unknown;praefectus;Praefectus;militum Bingensium;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum Bingensium, Bingio.
PM000324;Occidentis;1530;Bodobrica;tail;1;;unknown;praefectus;Praefectus;militum balistariorum;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum balistariorum, Bodobrica.
PM000325;Occidentis;1531;Confluentibus;tail;1;;unknown;praefectus;Praefectus;militum defensorum;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum defensorum, Confluentibus.
PM000326;Occidentis;1532;Antonaco;tail;1;;unknown;praefectus;Praefectus;militum Acincensium;Dux Mogontiacensis;Sub dispositione viri spectabilis ducis Mogonticensis;Praefectus militum Acincensium, Antonaco.
PM000327;Occidentis;1547;Aquileiae;tail;1;;unknown;praefectus;Praefectus;classis Venetum;Item praepositurae magistri militum praesentalis a parte peditum;In Italia / In provincia Venetia inferiore;Praefectus classis Venetum, Aquileiae.
PM000328;Occidentis;1549;Ravennae;tail;1;;unknown;praefectus;Praefectus;militum iuniorum Italicorum;Item praepositurae magistri militum praesentalis a parte peditum;In Italia / In provincia Flaminia;Praefectus militum iuniorum Italicorum, Ravennae.
PM000329;Occidentis;1550;Ravennae;tail;1;;unknown;praefectus;Praefectus;classis Ravennatium cum curis eiusdem civitatis;Item praepositurae magistri militum praesentalis a parte peditum;In Italia / In provincia Flaminia;Praefectus classis Ravennatium cum curis eiusdem civitatis, Ravennae.
PM000330;Occidentis;1552;Como;tail;1;;unknown;praefectus;Praefectus;classis Comensis cum curis eiusdem civitatis;Item praepositurae magistri militum praesentalis a parte peditum;In Italia / In provincia Liguria;Praefectus classis Comensis cum curis eiusdem civitatis, Como.
PM000331;Occidentis;1554;Miseno;tail;1;;unknown;praefectus;Praefectus;classis Misenatium;Item praepositurae magistri militum praesentalis a parte peditum;In Italia / In provincia Campania;Praefectus classis Misenatium, Miseno.
PM000332;Occidentis;1557;Arelati;tail;1;;unknown;praefectus;Praefectus;classis fluminis Rhodani;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia / In provincia Riparensi;Praefectus classis fluminis Rhodani, Viennae siue Arelati.
PM000333;Occidentis;1557;Viennae;tail;1;;unknown;praefectus;Praefectus;classis fluminis Rhodani;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia / In provincia Riparensi;Praefectus classis fluminis Rhodani, Viennae siue Arelati.
PM000334;Occidentis;1558;Ebruduni Sapaudiae;tail;1;;unknown;praefectus;Praefectus;classis barcariorum;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia / In provincia Riparensi;Praefectus classis barcariorum, Ebruduni Sapaudiae.
PM000335;Occidentis;1559;Massiliae Graecorum;tail;1;;unknown;praefectus;Praefectus;militum musculariorum;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia / In provincia Riparensi;Praefectus militum musculariorum, Massiliae Graecorum.
PM000336;Occidentis;1560;Calaronae;tail;1;;unknown;tribunus;Tribunus;cohortis primae Flaviae Sapaudicae;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia / In provincia Riparensi;Tribunus cohortis primae Flaviae Sapaudicae, Calaronae.
PM000337;Occidentis;1562;Lapurdo;tail;1;;unknown;tribunus;Tribunus;cohortis Noevempopulanae;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia / In provincia Novempopulana;Tribunus cohortis Noevempopulanae, Lapurdo.
PM000338;Occidentis;1564;Caballoduno;tail;1;;unknown;praefectus;Praefectus;classis Araricae;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia / In provincia Lugdunensi prima;Praefectus classis Araricae, Caballoduno.
PM000339;Occidentis;1566;Parisius;tail;1;;unknown;praefectus;Praefectus;classis Anderetianorum;Item praepositurae magistri militum praesentalis a parte peditum;In Gallia / In provincia Lugdunensis Senonia;Praefectus classis Anderetianorum, Parisius.
PM000340;Occidentis;1569;Legione;tail;1;;unknown;praefectus;Praefectus;legionis septimae geminae;Item praepositurae magistri militum praesentalis a parte peditum;Hispaniae / In provincia Callaecia;Praefectus legionis septimae geminae, Legione.
PM000341;Occidentis;1570;Paetaonio;tail;1;;unknown;tribunus;Tribunus;cohortis secundae Flaviae Pacatianae;Item praepositurae magistri militum praesentalis a parte peditum;Hispaniae / In provincia Callaecia;Tribunus cohortis secundae Flaviae Pacatianae, Paetaonio.
PM000342;Occidentis;1571;ad cohortem Gallicam;tail;1;;unknown;tribunus;Tribunus;cohortis secundae Gallicae;Item praepositurae magistri militum praesentalis a parte peditum;Hispaniae / In provincia Callaecia;Tribunus cohortis secundae Gallicae, ad cohortem Gallicam.
PM000343;Occidentis;1572;Luco;tail;1;;unknown;tribunus;Tribunus;cohortis Lucensis;Item praepositurae magistri militum praesentalis a parte peditum;Hispaniae / In provincia Callaecia;Tribunus cohortis Lucensis, Luco.
PM000344;Occidentis;1573;Brigantiae;tail;1;;unknown;tribunus;Tribunus;cohortis Celtiberae;Item praepositurae magistri militum praesentalis a parte peditum;Hispaniae / In provincia Callaecia;Tribunus cohortis Celtiberae, Brigantiae, nunc Iuliobriga.
PM000345;Occidentis;1573;Iuliobriga;alternate;1;;unknown;tribunus;Tribunus;cohortis Celtiberae;Item praepositurae magistri militum praesentalis a parte peditum;Hispaniae / In provincia Callaecia;Tribunus cohortis Celtiberae, Brigantiae, nunc Iuliobriga.
PM000346;Occidentis;1575;Veleia;tail;1;;unknown;tribunus;Tribunus;cohortis primae Gallicae;Item praepositurae magistri militum praesentalis a parte peditum;Hispaniae / In provincia Tarraconensi;Tribunus cohortis primae Gallicae, Veleia
PM000347;Occidentis;1577;Carnunta Senoniae Lugdunensis;tail;1;;unknown;praefectus;Praefectus;laetorum Teutonicianorum;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum Teutonicianorum, Carnunta Senoniae Lugdunensis.
PM000348;Occidentis;1578;Baiocas et Constantiae Lugdunensis secundae;tail;1;;unknown;praefectus;Praefectus;laetorum Batavorum et gentilium Sueuorum;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum Batavorum et gentilium Sueuorum, Baiocas et Constantiae Lugdunensis secundae.
PM000349;Occidentis;1579;....... et Ceromannos Lugdunensis tertiae;tail;1;;unknown;praefectus;Praefectus;laetorum gentilium Sueuorum;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum gentilium Sueuorum, ....... et Ceromannos Lugdunensis tertiae.
PM000350;Occidentis;1580;Redonas Lugdensis tertiae;tail;1;;unknown;praefectus;Praefectus;laetorum Francorum;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum Francorum, Redonas Lugdensis tertiae.
PM000351;Occidentis;1582;Epuso;tail;1;;unknown;praefectus;Praefectus;laetorum Actorum;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum Actorum, Epuso Belgicae primae.
PM000352;Occidentis;1583;Fanomantis;tail;1;;unknown;praefectus;Praefectus;laetorum Neruiorum;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum Neruiorum, Fanomantis Belgicae secundae.
PM000353;Occidentis;1584;Atrabatis;tail;1;;unknown;praefectus;Praefectus;laetorum Batavorum Nemetacensium;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum Batavorum Nemetacensium, Atrabatis Belgicae secundae.
PM000354;Occidentis;1585;Noviomago;tail;1;;unknown;praefectus;Praefectus;laetorum Batavorum Contraginnensium;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum Batavorum Contraginnensium, Noviomago Belgicae secundae.
PM000355;Occidentis;1586;Remo et Silvanectas;tail;1;;unknown;praefectus;Praefectus;laetorum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum gentilium, Remo et Silvanectas Belgicae secundae.
PM000356;Occidentis;1587;Tungros;prope;1;;unknown;praefectus;Praefectus;laetorum Lagensium;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum Lagensium, prope Tungros Germaniae secundae.
PM000357;Occidentis;1588;Arumbernos Aquitanicae primae;tail;1;;unknown;praefectus;Praefectus;laetorum gentilium Suevorum;Item praepositurae magistri militum praesentalis a parte peditum;;Praefectus laetorum gentilium Suevorum, Arumbernos Aquitanicae primae.
PM000358;Occidentis;1597;Foro Fuluiensi;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Foro Fuluiensi.
PM000359;Occidentis;1598;Opittergii;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Opittergii.
PM000360;Occidentis;1599;Patauio;tail;1;;unknown;praefectus;Praefectus;Sarmatarum gentilium;Item praepositurae magistri militum praesentalis a parte peditum;Item in provincia Italia mediterranea;Praefectus Sarmatarum gentilium, Patauio.
