mentionId;document;line;literalForm;source;pointEligible;issue;nodeType;officeType;office;unit;chapter;groupPath;sourceText
PM000120;Occidentis;1199;Madensis;limes;1;;unknown;praepositus;Praepositus;limitis Madensis;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Praepositus limitis Madensis.
PM000121;Occidentis;1200;Maccomadensis;limes;1;;unknown;praepositus;Praepositus;limitis Maccomadensis;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Praepositus limitis Maccomadensis.
PM000122;Occidentis;1201;Tintiberitani;limes;1;;unknown;praepositus;Praepositus;limitis Tintiberitani;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Praepositus limitis Tintiberitani.
PM000123;Occidentis;1202;Bubensis;limes;1;;unknown;praepositus;Praepositus;limitis Bubensis;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Praepositus limitis Bubensis.
PM000124;Occidentis;1203;Mamucensis;limes;1;;unknown;praepositus;Praepositus;limitis Mamucensis;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Praepositus limitis Mamucensis.
PM000125;Occidentis;1204;Balensis;limes;1;;unknown;praepositus;Praepositus;limitis Balensis;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Praepositus limitis Balensis.
PM000126;Occidentis;1205;Varensis;limes;1;;unknown;praepositus;Praepositus;limitis Varensis;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Praepositus limitis Varensis.
PM000127;Occidentis;1206;Leptitanis;castris;1;;milites;;;Milites Fortenses in castris Leptitanis;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Milites Fortenses in castris Leptitanis.
PM000128;Occidentis;1207;Madensibus;castris;1;;milites;;;Milites Munifices in castris Madensibus;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Milites Munifices in castris Madensibus.
PM000129;Occidentis;1208;Sarcitani;limes;1;;unknown;praepositus;Praepositus;limitis Sarcitani;Dux provinciae Tripolitanae;Sub dispositione viri spectabilis ducis provinciae Tripolitanae;Praepositus limitis Sarcitani.
PM000130;Occidentis;1223;Cornacii;tail;1;;cuneus;;;Cuneus equitum scutariorum;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Cuneus equitum scutariorum, Cornacii.
PM000131;Occidentis;1224;Teutiborgio;tail;1;;cuneus;;;Cuneus equitum Dalmatarum;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Cuneus equitum Dalmatarum, Teutiborgio.
PM000132;Occidentis;1225;Burgenas;tail;1;;cuneus;;;Cuneus equitum Constantianorum;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Cuneus equitum Constantianorum, Burgenas.
PM000133;Occidentis;1226;Cuccis;tail;1;;cuneus;;;Cuneus equitum promotorum;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Cuneus equitum promotorum, Cuccis.
PM000134;Occidentis;1227;Aciminci;tail;1;;cuneus;;;Cuneus equitum constantium;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Cuneus equitum constantium, Aciminci.
PM000135;Occidentis;1228;Secundarum;tail;1;;cuneus;;;Cuneus equitum Italicianorum;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Cuneus equitum Italicianorum, Secundarum.
PM000136;Occidentis;1229;Novas;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites Dalmatae, Novas.
PM000137;Occidentis;1230;Albano;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites Dalmatae, Albano.
PM000138;Occidentis;1231;Teutibarcio;tail;1;;equites;;;Equites promoti;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites promoti, Teutibarcio.
PM000139;Occidentis;1232;Cornaco;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites Dalmatae, Cornaco.
PM000140;Occidentis;1233;Cuccis;tail;1;;equites;;;Equites sagittarii;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites sagittarii, Cuccis.
PM000141;Occidentis;1234;Bonoriae;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites Dalmatae, Bonoriae.
PM000142;Occidentis;1235;Cusi;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites Dalmatae, Cusi.
PM000143;Occidentis;1236;Acimirci;tail;1;;equites;;;Equites sagittarii;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites sagittarii, Acimirci.
PM000144;Occidentis;1237;Ricti;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites Dalmatae, Ricti.
PM000145;Occidentis;1238;Burgentas;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites Dalmatae, Burgentas.
PM000146;Occidentis;1239;Tauruno;tail;1;;equites;;;Equites promoti;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Equites promoti, Tauruno.
PM000147;Occidentis;1240;ad Herculem;tail;1;;auxilia;;;Auxilia Herculensia;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Auxilia Herculensia, ad Herculem.
PM000148;Occidentis;1241;Arsaciana;tail;1;;auxilia;;;Auxilia Novensia;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Auxilia Novensia, Arsaciana siue Novas.
PM000149;Occidentis;1241;Novas;tail;1;;auxilia;;;Auxilia Novensia;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Auxilia Novensia, Arsaciana siue Novas.
PM000150;Occidentis;1242;Onagrino;castello;1;;auxilia;;;Auxilia Augustensia;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Auxilia Augustensia, contra Bononiam in barbarico in castello Onagrino.
PM000151;Occidentis;1243;Herculis;castris;1;;auxilia;;;Auxilia Praesidentia;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Auxilia Praesidentia, in castris Herculis.
PM000152;Occidentis;1244;Marsonia;tail;1;;auxilia;;;Auxilia ascarii;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Auxilia ascarii, Tauruno siue Marsonia.
PM000153;Occidentis;1244;Tauruno;tail;1;;auxilia;;;Auxilia ascarii;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Auxilia ascarii, Tauruno siue Marsonia.
PM000154;Occidentis;1245;Bononiae;tail;1;;unknown;praefectus;Praefectus;legionis quintae Ioviae cohortis quintae partis superioris;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus legionis quintae Ioviae cohortis quintae partis superioris, Bononiae.
PM000155;Occidentis;1247;Burgenas;tail;1;;unknown;praefectus;Praefectus;legionis quintae Ioviae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus legionis quintae Ioviae, Burgenas.
PM000156;Occidentis;1248;Teutiborgio;tail;1;;unknown;praefectus;Praefectus;legionis sextae Herculeae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus legionis sextae Herculeae, Teutiborgio.
PM000157;Occidentis;1249;in castello Onagrino;tail;1;;unknown;praefectus;Praefectus;legionis quintae Ioviae et sextae Herculeae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus legionis quintae Ioviae et sextae Herculeae, in castello Onagrino.
PM000158;Occidentis;1250;Sirmi;tail;1;;unknown;praefectus;Praefectus;militum Calcariensium;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus militum Calcariensium, Sirmi.
PM000159;Occidentis;1251;Sirmi;tail;1;;unknown;praefectus;Praefectus;classis primae Flaviae Augustae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus classis primae Flaviae Augustae, Sirmi.
PM000160;Occidentis;1252;Graio;tail;1;;unknown;praefectus;Praefectus;classis secundae Flaviae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus classis secundae Flaviae, Graio.
PM000161;Occidentis;1253;Mursae;tail;1;;unknown;praefectus;Praefectus;classis Histricae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus classis Histricae, Mursae.
PM000162;Occidentis;1254;..;tail;1;;unknown;tribunus;Tribunus;cohortis tertiae Alpinorum Dardanorum;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Tribunus cohortis tertiae Alpinorum Dardanorum, .....
PM000163;Occidentis;1255;Sirmi;tail;1;;ala;;;Ala Sirmensis;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Ala Sirmensis, Sirmi
PM000164;Occidentis;1256;Seruitii;tail;1;;unknown;praefectus;Praefectus;classis primae Pannonicae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus classis primae Pannonicae, Seruitii.
PM000165;Occidentis;1257;..... nunc Sisciae;tail;1;;unknown;praefectus;Praefectus;classis Aegetensium siue secundae Pannonicae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Praefectus classis Aegetensium siue secundae Pannonicae, ..... nunc Sisciae.
PM000166;Occidentis;1258;Sisciae;tail;1;;unknown;tribunus;Tribunus;cohortis tertiae Alpinorum;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Tribunus cohortis tertiae Alpinorum, Sisciae.
PM000167;Occidentis;1259;Leonatae;tail;1;;unknown;tribunus;Tribunus;cohortis primae Ioviae;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Tribunus cohortis primae Ioviae, Leonatae.
PM000168;Occidentis;1260;Caput Basensis;tail;1;;unknown;tribunus;Tribunus;cohortis primae Thracum civium Romanorum;Dux Pannoniae;Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae;Tribunus cohortis primae Thracum civium Romanorum, Caput Basensis.
PM000169;Occidentis;1274;Solue;tail;1;;cuneus;;;Cuneus equitum scutatorum;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Cuneus equitum scutatorum, Solue.
PM000170;Occidentis;1275;Intercisa;tail;1;;cuneus;;;Cuneus equitum Dalmatarum;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Cuneus equitum Dalmatarum, Intercisa.
PM000171;Occidentis;1276;Intercisa;alternate;1;;cuneus;;;Cuneus equitum Constantianorum;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Cuneus equitum Constantianorum, Lusionio, nune Intercisa.
PM000172;Occidentis;1276;Lusionio;tail;1;;cuneus;;;Cuneus equitum Constantianorum;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Cuneus equitum Constantianorum, Lusionio, nune Intercisa.
PM000173;Occidentis;1277;Conradcuha;alternate;1;;cuneus;;;Cuneus equitum stablesianorum;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Cuneus equitum stablesianorum, Ripa Alta, nune Conradcuha.
PM000174;Occidentis;1277;Ripa Alta;tail;1;;cuneus;;;Cuneus equitum stablesianorum;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Cuneus equitum stablesianorum, Ripa Alta, nune Conradcuha.
PM000175;Occidentis;1278;Altino;tail;1;;cuneus;;;Cuneus equitum Fortensium;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Cuneus equitum Fortensium, Altino.
PM000176;Occidentis;1279;Odiabo;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Odiabo.
PM000177;Occidentis;1280;Crumero;tail;1;;equites;;;Equites promoti;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites promoti, Crumero.
PM000178;Occidentis;1281;Solua;tail;1;;equites;;;Equites Mauri;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Mauri, Solua.
PM000179;Occidentis;1282;Ad Herculem;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Ad Herculem.
PM000180;Occidentis;1283;Cirpi;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Cirpi.
PM000181;Occidentis;1284;Constantiae;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Constantiae.
PM000182;Occidentis;1285;Campona;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Campona.
PM000183;Occidentis;1286;Matrice;tail;1;;equites;;;Equites promoti;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites promoti, Matrice.
PM000184;Occidentis;1287;Vetusalinae;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Vetusalinae.
PM000185;Occidentis;1288;Intercisa;tail;1;;equites;;;Equites sagittarii;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites sagittarii, Intercisa.
PM000186;Occidentis;1289;Adnamantia;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Adnamantia.
PM000187;Occidentis;1290;Lussonio;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Lussonio.
PM000188;Occidentis;1291;Ripa Alta;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Ripa Alta.
PM000189;Occidentis;1292;Ad Statuas;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Ad Statuas.
PM000190;Occidentis;1293;Florentiae;tail;1;;equites;;;Equites Dalmatae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Dalmatae, Florentiae.
PM000191;Occidentis;1294;Altino;tail;1;;equites;;;Equites sagittarii;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites sagittarii, Altino, nune in burgo contra Florentiam.
PM000192;Occidentis;1295;Ad Militare;tail;1;;equites;;;Equites Flavianenses;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Equites Flavianenses, Ad Militare.
PM000193;Occidentis;1296;Ad Herculem;tail;1;;auxilia;;;Auxilia Herculensia;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Auxilia Herculensia, Ad Herculem.
PM000194;Occidentis;1297;Ad Statuas;alternate;1;;auxilia;;;Auxilia Ursarensia;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Auxilia Ursarensia, Pone Navata, nune Ad Statuas.
PM000195;Occidentis;1297;Pone Navata;tail;1;;auxilia;;;Auxilia Ursarensia;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Auxilia Ursarensia, Pone Navata, nune Ad Statuas.
PM000196;Occidentis;1299;Cirpe;tail;1;;auxilia;;;Auxilia Fortensia;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Auxilia Fortensia, Cirpe.
PM000197;Occidentis;1300;Cardabiaca;tail;1;;auxilia;;;Auxilia insidiatorum;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Auxilia insidiatorum, Cardabiaca.
PM000198;Occidentis;1301;Bregtione;tail;1;;unknown;praefectus;Praefectus;legionis primae adiutricis cohortis quintae partis superioris;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Praefectus legionis primae adiutricis cohortis quintae partis superioris, Bregtione.
PM000199;Occidentis;1302;Aliscae;tail;1;;unknown;praefectus;Praefectus;legionis secundae adiutricis cohortis quintae partis superioris;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Praefectus legionis secundae adiutricis cohortis quintae partis superioris, Aliscae.
PM000200;Occidentis;1303;Florentiae;tail;1;;unknown;praefectus;Praefectus;legionis secundae adiutricis partis inferioris;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Praefectus legionis secundae adiutricis partis inferioris, Florentiae.
PM000201;Occidentis;1304;Acinco;tail;1;;unknown;praefectus;Praefectus;legionis secundae adiutricis partis superioris;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Praefectus legionis secundae adiutricis partis superioris, Acinco.
PM000202;Occidentis;1306;Cirpi;tail;1;;unknown;praefectus;Praefectus;legionis secundae adiutricis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Praefectus legionis secundae adiutricis, Cirpi.
PM000203;Occidentis;1307;Lussonio;tail;1;;unknown;praefectus;Praefectus;legionis secundae adiutricis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Praefectus legionis secundae adiutricis, Lussonio.
PM000204;Occidentis;1308;Florentiae;tail;1;;unknown;praefectus;Praefectus;classis Histricae;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Praefectus classis Histricae, Florentiae.
PM000205;Occidentis;1309;Vincentiae;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Tribunus cohortis, Vincentiae.
PM000206;Occidentis;1310;quadriborgio;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Tribunus cohortis, quadriborgio.
PM000207;Occidentis;1311;Iovia;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Tribunus cohortis, Iovia.
PM000208;Occidentis;1312;ad burgum Centenarium;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Tribunus cohortis, ad burgum Centenarium.
PM000209;Occidentis;1313;Alesacae;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Tribunus cohortis, Alesacae.
PM000210;Occidentis;1314;Marinanae;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Tribunus cohortis, Marinanae.
PM000211;Occidentis;1315;Transiacinco;tail;1;;unknown;praefectus;Praefectus;legionis;Dux provinciae Valeriae;Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis;Praefectus legionis, Transiacinco.
PM000212;Occidentis;1329;Flexo;tail;1;;cuneus;;;Cuneus equitum Dalmatarum;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Cuneus equitum Dalmatarum, Flexo.
PM000213;Occidentis;1330;Arrabonae;tail;1;;cuneus;;;Cuneus equitum stablesianorum;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Cuneus equitum stablesianorum, Arrabonae.
PM000214;Occidentis;1331;Arrabonae;tail;1;;equites;;;Equites promoti;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites promoti, Arrabonae.
PM000215;Occidentis;1332;Quadriburgio;tail;1;;equites;;;Equites sagittarii;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites sagittarii, Quadriburgio.
PM000216;Occidentis;1333;Ala Nova;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites Dalmatae, Ala Nova.
PM000217;Occidentis;1334;Aequinoctoiae;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites Dalmatae, Aequinoctoiae.
PM000218;Occidentis;1335;Ad Herculem;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites Dalmatae, Ad Herculem.
PM000219;Occidentis;1336;Gerolate;tail;1;;equites;;;Equites sagittarii;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites sagittarii, Gerolate.
PM000220;Occidentis;1337;Flexo;tail;1;;equites;;;Equites promoti;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites promoti, Flexo.
PM000221;Occidentis;1338;Quadrato;tail;1;;equites;;;Equites Mauri;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites Mauri, Quadrato.
PM000222;Occidentis;1340;Vindomarae;tail;1;;unknown;praefectus;Praefectus;legionis decimae geminae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus legionis decimae geminae, Vindomarae.
PM000223;Occidentis;1341;Carnunto;tail;1;;unknown;praefectus;Praefectus;legionis quartaedecimaegeminae militum liburnariorum cohortis quintae partis superior;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus legionis quartaedecimaegeminae militum liburnariorum cohortis quintae partis superior, Carnunto.
PM000224;Occidentis;1342;Arrabonae;tail;1;;unknown;praefectus;Praefectus;legionis decimae et quartaedecimaegeminae geminarum militum liburnariorum;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus legionis decimae et quartaedecimaegeminae geminarum militum liburnariorum, Arrabonae.
PM000225;Occidentis;1343;Arrunto;tail;1;;unknown;praefectus;Praefectus;classis Histricae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus classis Histricae, Arrunto siue Vindomanae.
PM000226;Occidentis;1343;Vindomanae;tail;1;;unknown;praefectus;Praefectus;classis Histricae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus classis Histricae, Arrunto siue Vindomanae.
PM000227;Occidentis;1344;Arrianis;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Tribunus cohortis, Arrianis.
PM000228;Occidentis;1346;Ad Mauros;tail;1;;equites;;;Equites promoti;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites promoti, Ad Mauros.
PM000229;Occidentis;1347;Lentiae;tail;1;;equites;;;Equites sagittarii;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites sagittarii, Lentiae.
PM000230;Occidentis;1348;Lacufelicis;tail;1;;equites;;;Equites sagittarii;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites sagittarii, Lacufelicis.
PM000231;Occidentis;1349;Arlape;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites Dalmatae, Arlape.
PM000232;Occidentis;1350;Augustianis;tail;1;;equites;;;Equites Dalmatae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites Dalmatae, Augustianis.
PM000233;Occidentis;1351;Comagenis;tail;1;;equites;;;Equites promoti;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Equites promoti, Comagenis.
PM000234;Occidentis;1352;Ioviaco;tail;1;;unknown;praefectus;Praefectus;legionis secundae Italicae militum liburnariorum;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus legionis secundae Italicae militum liburnariorum, Ioviaco.
PM000235;Occidentis;1353;Lentiae;tail;1;;unknown;praefectus;Praefectus;legionis secundae Italicae partis inferioris;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus legionis secundae Italicae partis inferioris, Lentiae.
PM000236;Occidentis;1354;Lauriaco;tail;1;;unknown;praefectus;Praefectus;legionis secundae Italicae;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus legionis secundae Italicae , Lauriaco.
PM000237;Occidentis;1355;Adiuuense;tail;1;;unknown;praefectus;Praefectus;legionis primae Noricorum militum liburnariorum cohortis Quintae partis superioris;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus legionis primae Noricorum militum liburnariorum cohortis Quintae partis superioris, Adiuuense.
PM000238;Occidentis;1356;Fafianae;tail;1;;unknown;praefectus;Praefectus;legionis liburnariorum primorum Noricorum;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Praefectus legionis liburnariorum primorum Noricorum, Fafianae.
PM000239;Occidentis;1359;Boiodoro;tail;1;;unknown;tribunus;Tribunus;cohortis;Dux Pannoniae primae;Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis;Tribunus cohortis, Boiodoro.
