occurrenceId,document,chapter,sourceLine,placeName,placeSource,office,unit,declaredProvince,explicitProvince,hardProvince,softProvince,expectedProvince,region,contextText,pleiadesId,pleiadesName,candidate,rule,tier,latitude,longitude,featureType,gisProvince,geojsonId,nearestProvince,nearestGeojsonId,nearestKm,nameSimilarity,contextStatus,contextScore,matchType,similarity
OCC000076,Occidentis,Comes Africae,1081,Bazensis,limes,Praepositus,limitis Bazensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,334577,Limes Bazensis,Bazensis,limes_anchor,0,34.5,6.5,unknown,NUMIDIA MILITIANA,8,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000077,Occidentis,Comes Africae,1082,Gemellensis,limes,Praepositus,limitis Gemellensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,334578,Limes Gemellensis,Gemellensis,limes_anchor,0,34.5,5.5,unknown,NUMIDIA MILITIANA,8,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000078,Occidentis,Comes Africae,1083,Tubuniensis,limes,Praepositus,limitis Tubuniensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,334580,Limes Tubunensis,Tubuniensis,limes_anchor,0,35.5,5.5,unknown,MAURETANIA SITIFENSIS,10,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000083,Occidentis,Comes Africae,1088,Columnatensis,limes,Praepositus,limitis Columnatensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,285430,Columnata,Columnata,toponymic_ensis,1,35.470067,1.521582,unknown,MAURETANIA CAESARIENSIS,12,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000085,Occidentis,Comes Africae,1090,Caputcellensis,limes,Praepositus,limitis Caputcellensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,299007,Limes Caputcellensis,Caputcellensis,limes_anchor,0,,,unknown,,,,,,1.0,NO_POLYGON,0.000,EXACT_NO_CONTEXT,1.000
OCC000091,Occidentis,Comes Tingitaniae,1110,Tamuco,tail,Praefectus,alae Herculeae,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,275732,Tamucus,Tamucus,original_case,0,35.559201,-5.411197,unknown,MAURETANIA TINGITANA,14,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000094,Occidentis,Comes Tingitaniae,1113,Castrabarensis,tail,Tribunus,cohortis primae Ityraeorum,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,278602,Castrabariensis,Castrabarensis,original,0,,,unknown,,,,,,0.9333333333333333,NO_POLYGON,0.000,FUZZY_NO_CONTEXT,0.933
OCC000096,Occidentis,Comes Tingitaniae,1115,Pacatiana,tail,Tribunus,cohortis Pacatianensis,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,278631,Pacatiana,Pacatiana,original,0,,,unknown,,,,,,1.0,NO_POLYGON,0.000,EXACT_NO_CONTEXT,1.000
OCC000098,Occidentis,Comes Tingitaniae,1117,Friglas,tail,Tribunus,cohortis Friglensis,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,275629,Friglas,Friglas,original,0,34.96001,-6.150002,unknown,MAURETANIA TINGITANA,14,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000099,Occidentis,Comes litoris Saxonici per Britanniam,1137,Othonae,tail,Praepositus,numeri Fortensium,,,,,,,Comes litoris Saxonici per Britanniam / Comes litoris Saxonici per Britanniam / Sub dispositione viri spectabilis comitis litoris Saxonici per Britanniam,79631,Othona,Othona,original_case,0,51.724124,0.900334,unknown,BRITANNIAE I AND II,96,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000102,Occidentis,Comes litoris Saxonici per Britanniam,1140,Branoduno,tail,Praepositus,equitum Dalmatarum Branodunensium,,,,,,,Comes litoris Saxonici per Britanniam / Comes litoris Saxonici per Britanniam / Sub dispositione viri spectabilis comitis litoris Saxonici per Britanniam,79346,Branodunum,Branodunum,original_case,0,52.962911,0.636879,unknown,BRITANNIAE I AND II,96,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000104,Occidentis,Comes litoris Saxonici per Britanniam,1142,Regulbio,tail,Tribunus,cohortis primae Baetasiorum,,,,,,,Comes litoris Saxonici per Britanniam / Comes litoris Saxonici per Britanniam / Sub dispositione viri spectabilis comitis litoris Saxonici per Britanniam,79654,Regulbium,Regulbium,original_case,0,51.379537,1.199796,unknown,,,BRITANNIAE I AND II,96,0.06,1.0,NO_POLYGON,0.000,EXACT_NO_CONTEXT,1.000
OCC000106,Occidentis,Comes litoris Saxonici per Britanniam,1144,Anderidos,tail,Praepositus,numeri Abulcorum,,,,,,,Comes litoris Saxonici per Britanniam / Comes litoris Saxonici per Britanniam / Sub dispositione viri spectabilis comitis litoris Saxonici per Britanniam,79293,Anderidos,Anderidos,original,0,50.819309,0.334063,unknown,BRITANNIAE I AND II,96,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000107,Occidentis,Comes litoris Saxonici per Britanniam,1145,Portum Adurni,tail,Praepositus,numeri exploratorum,,,,,,,Comes litoris Saxonici per Britanniam / Comes litoris Saxonici per Britanniam / Sub dispositione viri spectabilis comitis litoris Saxonici per Britanniam,79645,Portus Adurni,Portum Adurni,original,0,50.838011,-1.114417,unknown,,,BRITANNIAE I AND II,96,0.69,0.9166666666666666,NO_POLYGON,0.000,FUZZY_NO_CONTEXT,0.917
OCC000108,Occidentis,Dux et praeses provinciae Mauritaniae,1173,Columnatensis,limes,Praepositus,limitis Columnatensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,285430,Columnata,Columnata,toponymic_ensis,1,35.470067,1.521582,unknown,MAURETANIA CAESARIENSIS,12,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000109,Occidentis,Dux et praeses provinciae Mauritaniae,1174,Vidensis,limes,Praepositus,limitis Vidensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,197400,Vid,Vid,toponymic_ensis_stem,1,43.046389,17.598611,settlement,DALMATIA,72,,,,1.0,SOFT_MISMATCH,0.291,EXACT_NO_CONTEXT,1.000
OCC000112,Occidentis,Dux et praeses provinciae Mauritaniae,1177,Muticitani,limes,Praepositus,limitis Muticitani,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,289939,Limes Muticitanus,Limes Muticitanus,limes_title_case,0,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,EXACT_NO_CONTEXT,1.000
OCC000114,Occidentis,Dux et praeses provinciae Mauritaniae,1179,Caputcellensis,limes,Praepositus,limitis Caputcellensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,299007,Limes Caputcellensis,Caputcellensis,limes_anchor,0,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,EXACT_NO_CONTEXT,1.000
OCC000116,Occidentis,Dux provinciae Tripolitanae,1195,Talalatensis,limes,Praepositus,limitis Talalatensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,344498,Talalati,Talalatensis,toponymic_anchor,0,32.127233,13.099991,unknown,TRIPOLITANA,4,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000119,Occidentis,Dux provinciae Tripolitanae,1198,Tillibarensis,limes,Praepositus,limitis Tillibarensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,344516,Tillibari,Tillibarensis,toponymic_anchor,0,32.31633,10.399072,unknown,TRIPOLITANA,4,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000121,Occidentis,Dux provinciae Tripolitanae,1200,Maccomadensis,limes,Praepositus,limitis Maccomadensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,363959,Macomades,Macomades,toponymic_alias,0,31.205047,16.588337,unknown,TRIPOLITANA,4,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000127,Occidentis,Dux provinciae Tripolitanae,1206,Leptitanis,castris,,Milites Fortenses in castris Leptitanis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,344448,Lepcitani,Leptitanis,toponymic_anchor,0,32.636748,14.2922,unknown,TRIPOLITANA,4,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000130,Occidentis,Dux Pannoniae,1223,Cornacii,tail,,Cuneus equitum scutariorum,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,197227,Cornacum,Cornacium,original_case,0,45.295094,19.09733,unknown,PANNONIA INFERIOR,76,,,,0.8888888888888888,SOFT_MATCH,1.000,,0.889
OCC000132,Occidentis,Dux Pannoniae,1225,Burgenas,tail,,Cuneus equitum Constantianorum,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,207001,Burgenae,Burgenae,original_case,0,44.949991,20.283336,unknown,PANNONIA INFERIOR,76,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000134,Occidentis,Dux Pannoniae,1227,Aciminci,tail,,Cuneus equitum constantium,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,206874,Acumincum,Acimincum,original_case,0,45.13739,20.260639,unknown,,,PANNONIA INFERIOR,76,3.52,0.8888888888888888,SOFT_NEAR_MATCH,1.000,,0.889
OCC000139,Occidentis,Dux Pannoniae,1232,Cornaco,tail,,Equites Dalmatae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,197227,Cornacum,Cornacum,original_case,0,45.295094,19.09733,unknown,PANNONIA INFERIOR,76,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000142,Occidentis,Dux Pannoniae,1235,Cusi,tail,,Equites Dalmatae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,207061,Cusum,Cusum,original_case,0,45.252328,19.861946,unknown,PANNONIA INFERIOR,76,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000145,Occidentis,Dux Pannoniae,1238,Burgentas,tail,,Equites Dalmatae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,207001,Burgenae,Burgentae,original_case,0,44.949991,20.283336,unknown,PANNONIA INFERIOR,76,,,,0.875,SOFT_MATCH,1.000,,0.875
OCC000146,Occidentis,Dux Pannoniae,1239,Tauruno,tail,,Equites promoti,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,207488,Taurunum,Taurunum,original_case,0,44.835966,20.411502,unknown,MOESIA SUPERIOR,70,,,,1.0,SOFT_MISMATCH,0.317,EXACT_NO_CONTEXT,1.000
OCC000150,Occidentis,Dux Pannoniae,1242,Onagrino,castello,,Auxilia Augustensia,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,207320,Onagrinum,Onagrinum,original_case,0,45.236152,19.624394,unknown,PANNONIA INFERIOR,76,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000152,Occidentis,Dux Pannoniae,1244,Tauruno,tail,,Auxilia ascarii,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,207488,Taurunum,Taurunum,original_case,0,44.835966,20.411502,unknown,MOESIA SUPERIOR,70,,,,1.0,SOFT_MISMATCH,0.317,EXACT_NO_CONTEXT,1.000
OCC000153,Occidentis,Dux Pannoniae,1244,Marsonia,tail,,Auxilia ascarii,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,197371,Marsonia,Marsonia,original,0,45.161708,18.018769,unknown,SAVIA,79,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000155,Occidentis,Dux Pannoniae,1247,Burgenas,tail,Praefectus,legionis quintae Ioviae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,207001,Burgenae,Burgenae,original_case,0,44.949991,20.283336,unknown,PANNONIA INFERIOR,76,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000157,Occidentis,Dux Pannoniae,1249,in castello Onagrino,tail,Praefectus,legionis quintae Ioviae et sextae Herculeae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,207320,Onagrinum,Onagrinum,in_castello_case,0,45.236152,19.624394,unknown,PANNONIA INFERIOR,76,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000158,Occidentis,Dux Pannoniae,1250,Sirmi,tail,Praefectus,militum Calcariensium,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,383781,Sirmio,Sirmio,original_case,0,45.492485,10.60805,settlement,VENETIA ET HISTRIA,80,,,,1.0,SOFT_MISMATCH,0.356,EXACT_NO_CONTEXT,1.000
OCC000159,Occidentis,Dux Pannoniae,1251,Sirmi,tail,Praefectus,classis primae Flaviae Augustae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,383781,Sirmio,Sirmio,original_case,0,45.492485,10.60805,settlement,VENETIA ET HISTRIA,80,,,,1.0,SOFT_MISMATCH,0.356,EXACT_NO_CONTEXT,1.000
OCC000160,Occidentis,Dux Pannoniae,1252,Graio,tail,Praefectus,classis secundae Flaviae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,203127,Graium,Graium,original_case,0,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,EXACT_NO_CONTEXT,1.000
OCC000161,Occidentis,Dux Pannoniae,1253,Mursae,tail,Praefectus,classis Histricae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,197389,Mursa,Mursa,original_case,0,45.560018,18.675749,unknown,PANNONIA INFERIOR,76,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000162,Occidentis,Dux Pannoniae,1255,Sirmi,tail,,Ala Sirmensis,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,383781,Sirmio,Sirmio,original_case,0,45.492485,10.60805,settlement,VENETIA ET HISTRIA,80,,,,1.0,SOFT_MISMATCH,0.356,EXACT_NO_CONTEXT,1.000
OCC000163,Occidentis,Dux Pannoniae,1256,Seruitii,tail,Praefectus,classis primae Pannonicae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,197509,Servitium,Seruitium,original_case,0,45.151471,17.25609,unknown,SAVIA,79,,,,1.0,SOFT_MATCH,1.000,CONTEXT_FUZZY,1.000
OCC000165,Occidentis,Dux Pannoniae,1258,Sisciae,tail,Tribunus,cohortis tertiae Alpinorum,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,197504,Siscia,Siscia,original_case,0,45.483168,16.371388,unknown,SAVIA,79,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000169,Occidentis,Dux provinciae Valeriae,1275,Intercisa,tail,,Cuneus equitum Dalmatarum,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197323,Intercisa,Intercisa,original,0,46.974661,18.937209,unknown,,,VALERIA,85,10.81,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000170,Occidentis,Dux provinciae Valeriae,1276,Lusionio,tail,,Cuneus equitum Constantianorum,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197362,Lussonium,Lusionium,original_case,0,46.656784,18.881709,unknown,,,VALERIA,85,9.86,0.8888888888888888,SOFT_NEAR_MATCH,1.000,,0.889
OCC000171,Occidentis,Dux provinciae Valeriae,1276,Intercisa,alternate,,Cuneus equitum Constantianorum,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197323,Intercisa,Intercisa,original,0,46.974661,18.937209,unknown,,,VALERIA,85,10.81,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000172,Occidentis,Dux provinciae Valeriae,1277,Ripa Alta,tail,,Cuneus equitum stablesianorum,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,270365,Ripa,Ripa,first_word,1,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,EXACT_NO_CONTEXT,1.000
OCC000174,Occidentis,Dux provinciae Valeriae,1278,Altino,tail,,Cuneus equitum Fortensium,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197110,Altinum,Altinum,original_case,0,45.956108,18.683919,fort,VALERIA,85,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000176,Occidentis,Dux provinciae Valeriae,1280,Crumero,tail,,Equites promoti,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197232,Crumerum,Crumerum,original_case,0,47.758799,18.538585,unknown,PANNONIA SUPERIOR,86,,,,1.0,SOFT_MISMATCH,0.312,EXACT_NO_CONTEXT,1.000
OCC000177,Occidentis,Dux provinciae Valeriae,1281,Solua,tail,,Equites Mauri,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197519,Solva,Solua,original,0,47.793351,18.741986,unknown,VALERIA,85,,,,1.0,SOFT_MATCH,1.000,CONTEXT_FUZZY,1.000
OCC000179,Occidentis,Dux provinciae Valeriae,1283,Cirpi,tail,,Equites Dalmatae,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197208,Cirpi,Cirpi,original,0,47.794589,19.034743,unknown,,,VALERIA,85,5.13,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000181,Occidentis,Dux provinciae Valeriae,1285,Campona,tail,,Equites Dalmatae,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197187,Campona,Campona,original,0,47.393234,18.984598,unknown,,,VALERIA,85,12.64,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000183,Occidentis,Dux provinciae Valeriae,1287,Vetusalinae,tail,,Equites Dalmatae,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197580,Vetus Salina,Vetusalina,original_case,0,47.119577,18.86527,unknown,,,VALERIA,85,4.73,0.9090909090909091,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_FUZZY,0.909
OCC000184,Occidentis,Dux provinciae Valeriae,1288,Intercisa,tail,,Equites sagittarii,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197323,Intercisa,Intercisa,original,0,46.974661,18.937209,unknown,,,VALERIA,85,10.81,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000186,Occidentis,Dux provinciae Valeriae,1290,Lussonio,tail,,Equites Dalmatae,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197362,Lussonium,Lussonium,original_case,0,46.656784,18.881709,unknown,,,VALERIA,85,9.86,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000187,Occidentis,Dux provinciae Valeriae,1291,Ripa Alta,tail,,Equites Dalmatae,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,270365,Ripa,Ripa,first_word,1,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,EXACT_NO_CONTEXT,1.000
OCC000188,Occidentis,Dux provinciae Valeriae,1292,Ad Statuas,tail,,Equites Dalmatae,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197085,Ad Statuas,Ad Statuas,original,0,46.248772,18.686978,unknown,,,VALERIA,85,0.84,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000189,Occidentis,Dux provinciae Valeriae,1293,Florentiae,tail,,Equites Dalmatae,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197360,Florentia,Florentia,original_case,0,46.081535,18.758743,unknown,,,VALERIA,85,8.32,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000190,Occidentis,Dux provinciae Valeriae,1294,Altino,tail,,Equites sagittarii,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,in burgo contra Florentiam,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197110,Altinum,Altinum,original_case,0,45.956108,18.683919,fort,VALERIA,85,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000191,Occidentis,Dux provinciae Valeriae,1295,Ad Militare,tail,,Equites Flavianenses,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197073,Ad Militare,Ad Militare,original,0,45.850803,18.85223,unknown,,,VALERIA,85,1.77,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
