occurrenceId,document,chapter,sourceLine,placeName,placeSource,office,unit,declaredProvince,explicitProvince,hardProvince,softProvince,expectedProvince,region,contextText,pleiadesId,pleiadesName,candidate,rule,tier,latitude,longitude,featureType,gisProvince,geojsonId,nearestProvince,nearestGeojsonId,nearestKm,nameSimilarity,contextStatus,contextScore,matchType,similarity
OCC000193,Occidentis,Dux provinciae Valeriae,1297,Pone Navata,tail,,Auxilia Ursarensia,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197452,Ponte Navata,Pone Navata,original,0,47.798208,18.980086,fort,,,VALERIA,85,1.16,0.9090909090909091,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_FUZZY,0.909
OCC000194,Occidentis,Dux provinciae Valeriae,1297,Ad Statuas,alternate,,Auxilia Ursarensia,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197085,Ad Statuas,Ad Statuas,original,0,46.248772,18.686978,unknown,,,VALERIA,85,0.84,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000196,Occidentis,Dux provinciae Valeriae,1300,Cardabiaca,tail,,Auxilia insidiatorum,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197283,Cardabiaca,Cardabiaca,original,0,47.724319,18.660225,unknown,VALERIA,85,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000198,Occidentis,Dux provinciae Valeriae,1302,Aliscae,tail,Praefectus,legionis secundae adiutricis cohortis quintae partis superioris,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197103,Alisca,Alisca,original_case,0,46.312562,18.757918,unknown,,,VALERIA,85,0.31,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000199,Occidentis,Dux provinciae Valeriae,1303,Florentiae,tail,Praefectus,legionis secundae adiutricis partis inferioris,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197360,Florentia,Florentia,original_case,0,46.081535,18.758743,unknown,,,VALERIA,85,8.32,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000201,Occidentis,Dux provinciae Valeriae,1306,Cirpi,tail,Praefectus,legionis secundae adiutricis,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197208,Cirpi,Cirpi,original,0,47.794589,19.034743,unknown,,,VALERIA,85,5.13,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000202,Occidentis,Dux provinciae Valeriae,1307,Lussonio,tail,Praefectus,legionis secundae adiutricis,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197362,Lussonium,Lussonium,original_case,0,46.656784,18.881709,unknown,,,VALERIA,85,9.86,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000203,Occidentis,Dux provinciae Valeriae,1308,Florentiae,tail,Praefectus,classis Histricae,Valeriae ripensis,,,Valeriae ripensis,Valeriae ripensis,,Dux provinciae Valeriae / Dux provinciae Valeriae / Sub dispositione viri spectabilis ducis provinciae Valeriae ripensis,197360,Florentia,Florentia,original_case,0,46.081535,18.758743,unknown,,,VALERIA,85,8.32,1.0,SOFT_NEAR_MATCH,1.000,CONTEXT_NEAR_EXACT,1.000
OCC000212,Occidentis,Dux Pannoniae primae,1330,Arrabonae,tail,,Cuneus equitum stablesianorum,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,197141,Arrabona,Arrabona,original_case,0,47.5,17.5,unknown,PANNONIA SUPERIOR,86,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000213,Occidentis,Dux Pannoniae primae,1331,Arrabonae,tail,,Equites promoti,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,197141,Arrabona,Arrabona,original_case,0,47.5,17.5,unknown,PANNONIA SUPERIOR,86,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000215,Occidentis,Dux Pannoniae primae,1333,Ala Nova,tail,,Equites Dalmatae,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,128354,Ala Nova,Ala Nova,original,0,48.141031,16.477115,unknown,PANNONIA SUPERIOR,86,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000220,Occidentis,Dux Pannoniae primae,1338,Quadrato,tail,,Equites Mauri,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,197463,Quadrata,Quadrato,original,0,47.736147,17.390445,unknown,PANNONIA SUPERIOR,86,,,,0.875,SOFT_MATCH,1.000,,0.875
OCC000222,Occidentis,Dux Pannoniae primae,1341,Carnunto,tail,Praefectus,legionis quartaedecimaegeminae militum liburnariorum cohortis quintae partis superior,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,128376,Carnuntum,Carnuntum,original_case,0,48.113346,16.867891,unknown,PANNONIA SUPERIOR,86,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000223,Occidentis,Dux Pannoniae primae,1342,Arrabonae,tail,Praefectus,legionis decimae et quartaedecimaegeminae geminarum militum liburnariorum,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,197141,Arrabona,Arrabona,original_case,0,47.5,17.5,unknown,PANNONIA SUPERIOR,86,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000227,Occidentis,Dux Pannoniae primae,1346,Ad Mauros,tail,,Equites promoti,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118543,Ad Mauros,Ad Mauros,original,0,48.308623,14.023625,unknown,NORICUM RIPENSE,89,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000228,Occidentis,Dux Pannoniae primae,1347,Lentiae,tail,,Equites sagittarii,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118803,Lentia,Lentia,original_case,0,48.306072,14.286293,unknown,NORICUM RIPENSE,89,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000230,Occidentis,Dux Pannoniae primae,1349,Arlape,tail,,Equites Dalmatae,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118571,Arlape,Arlape,original,0,48.211913,15.208959,unknown,NORICUM RIPENSE,89,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000231,Occidentis,Dux Pannoniae primae,1350,Augustianis,tail,,Equites Dalmatae,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118581,Augustiana,Augustianae,original_case,0,48.351096,15.743137,unknown,NORICUM RIPENSE,89,,,,0.9,SOFT_MATCH,1.000,CONTEXT_FUZZY,0.900
OCC000232,Occidentis,Dux Pannoniae primae,1351,Comagenis,tail,,Equites promoti,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,128385,Comagena,Comagenae,original_case,0,48.330987,16.052027,unknown,NORICUM RIPENSE,89,,,,0.875,SOFT_MATCH,1.000,,0.875
OCC000233,Occidentis,Dux Pannoniae primae,1352,Ioviaco,tail,Praefectus,legionis secundae Italicae militum liburnariorum,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118761,Ioviacum,Ioviacum,original_case,0,48.424004,13.871117,unknown,NORICUM RIPENSE,89,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000234,Occidentis,Dux Pannoniae primae,1353,Lentiae,tail,Praefectus,legionis secundae Italicae partis inferioris,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118803,Lentia,Lentia,original_case,0,48.306072,14.286293,unknown,NORICUM RIPENSE,89,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000235,Occidentis,Dux Pannoniae primae,1354,Lauriaco,tail,Praefectus,legionis secundae Italicae,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118802,Lauriacum,Lauriacum,original_case,0,48.220692,14.465958,unknown,NORICUM RIPENSE,89,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000236,Occidentis,Dux Pannoniae primae,1355,Adiuuense,tail,Praefectus,legionis primae Noricorum militum liburnariorum cohortis Quintae partis superioris,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118541,Ad Iuvense,Adiuuense,original,0,48.167341,14.715782,unknown,NORICUM RIPENSE,89,,,,1.0,SOFT_MATCH,1.000,CONTEXT_FUZZY,1.000
OCC000239,Occidentis,Dux Pannoniae primae,1360,Austuris,tail,Tribunus,cohortis,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,118577,Asturis,Austuris,original,0,48.344636,15.910311,unknown,NORICUM RIPENSE,89,,,,0.875,SOFT_MATCH,1.000,,0.875
OCC000240,Occidentis,Dux Pannoniae primae,1361,Cannabiaca,tail,Tribunus,cohortis,Pannoniae et Norici ripensis,,,Pannoniae et Norici ripensis,Pannoniae et Norici ripensis,,Dux Pannoniae primae / Dux Pannoniae primae / Sub dispositione viri spectabilis ducis Pannoniae et Norici ripensis,128375,Cannabiaca,Cannabiaca,original,0,48.329013,16.177392,unknown,NORICUM RIPENSE,89,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000244,Occidentis,Dux Raetiae,1377,Submuntorio,tail,,Equites stablesiani iuniores,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,118986,Summuntorium,Submuntorium,original_case,0,48.646252,10.8264,unknown,RAETIA,90,,,,0.9166666666666666,SOFT_MATCH,1.000,CONTEXT_FUZZY,0.917
OCC000245,Occidentis,Dux Raetiae,1378,Castra Regina,tail,Praefectus,legionis tertiae Italicae partis superioris,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,118929,Castra Regina,Castra Regina,original,0,49.016496,12.100904,unknown,RAETIA,90,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000246,Occidentis,Dux Raetiae,1378,Vallato,alternate,Praefectus,legionis tertiae Italicae partis superioris,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,119017,Vallatum,Vallatum,original_case,0,48.717024,11.493325,unknown,RAETIA,90,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000247,Occidentis,Dux Raetiae,1379,Submuntorio,tail,Praefectus,legionis tertiae Italicae partis superioris deputatae ripae primae,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,118986,Summuntorium,Submuntorium,original_case,0,48.646252,10.8264,unknown,RAETIA,90,,,,0.9166666666666666,SOFT_MATCH,1.000,CONTEXT_FUZZY,0.917
OCC000249,Occidentis,Dux Raetiae,1381,Guntiae,tail,Praefectus,militum Ursariensium,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,118716,Guntia,Guntia,original_case,0,48.454426,10.281491,unknown,,,RAETIA,90,18.56,1.0,SOFT_UNVERIFIED,0.000,EXACT_NO_CONTEXT,1.000
OCC000251,Occidentis,Dux Raetiae,1383,Teriolis,tail,Praefectus,legionis tertiae Italicae transvectioni specierum deputatae,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,187581,Teriolis,Teriolis,original,0,47.273341,11.242145,unknown,RAETIA,90,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000252,Occidentis,Dux Raetiae,1384,Quintanis,tail,Praefectus,alae primae Flaviae Raetorum,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,118919,Quintana,Quintanae,original_case,0,48.669403,13.078749,unknown,RAETIA,90,,,,0.875,SOFT_MATCH,1.000,,0.875
OCC000254,Occidentis,Dux Raetiae,1386,Abusina,tail,Tribunus,cohortis tertiae Brittorum,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,118539,Abusina,Abusina,original,0,48.850022,11.77073,unknown,RAETIA,90,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000255,Occidentis,Dux Raetiae,1387,Vallatio,tail,Praefectus,alae secundae Valeriae singularis,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,119017,Vallatum,Vallatium,original_case,0,48.717024,11.493325,unknown,RAETIA,90,,,,0.8888888888888888,SOFT_MATCH,1.000,,0.889
OCC000256,Occidentis,Dux Raetiae,1388,Venaxamodorum,tail,Tribunus,cohortis sextae Valeriaae Raetorum,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,119019,Venaxamodurum,Venaxamodorum,original,0,48.735955,11.184336,unknown,RAETIA,90,,,,0.9230769230769231,SOFT_MATCH,1.000,CONTEXT_FUZZY,0.923
OCC000257,Occidentis,Dux Raetiae,1389,Parroduno,tail,Tribunus,cohortis primae Herculeae Raetorum,Raetiae primae et secundae,,,Raetiae primae et secundae,Raetiae primae et secundae,,Dux Raetiae / Dux Raetiae / Sub dispositione viri spectabilis ducis provinciae Raetiae primae et secundae,118903,Parrodunum,Parrodunum,original_case,0,48.70045,11.016986,unknown,RAETIA,90,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000265,Occidentis,Dux tractus Armoricani,1423,Grannona in litore Saxonico,tail,Tribunus,cohortis primae novae Armoricanae,tractus Armoricani et Neruicani,,,tractus Armoricani et Neruicani,tractus Armoricani et Neruicani,,Dux tractus Armoricani / Dux tractus Armoricani / Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani,138377,Grannona,Grannona,before_in,0,47.5,-2.5,unknown,,,LUGDUNENSIS II,91,1.27,1.0,NO_POLYGON,0.000,EXACT_NO_CONTEXT,1.000
OCC000268,Occidentis,Dux tractus Armoricani,1426,Osismis,tail,Praefectus,militum Maurorum Osismiacorum,tractus Armoricani et Neruicani,,,tractus Armoricani et Neruicani,tractus Armoricani et Neruicani,,Dux tractus Armoricani / Dux tractus Armoricani / Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani,69511,Osismis,Osismis,original,0,48.389734,-4.486847,unknown,LUGDUNENSIS II,91,,,,1.0,NO_CONTEXT,0.000,EXACT_NO_CONTEXT,1.000
OCC000270,Occidentis,Dux tractus Armoricani,1428,Aleto,tail,Praefectus,militum Martensium,tractus Armoricani et Neruicani,,,tractus Armoricani et Neruicani,tractus Armoricani et Neruicani,,Dux tractus Armoricani / Dux tractus Armoricani / Sub dispositione viri spectabilis ducis tractus Armoricani et Neruicani,69556,Aletum,Aletum,original_case,0,48.635814,-2.027308,unknown,,,LUGDUNENSIS II,91,1.17,1.0,NO_POLYGON,0.000,EXACT_NO_CONTEXT,1.000
OCC000275,Occidentis,Dux Belgicae secundae,1452,Marcis in litore Saxonico,tail,,Equites Dalmatae,Balgicae secundae,,,Balgicae secundae,Balgicae secundae,,Dux Belgicae secundae / Dux Belgicae secundae / Sub dispositione viri spectabilis ducis Balgicae secundae,109140,Marcis,Marcis,before_in,0,50.810751,1.70763,unknown,BELGICA II,94,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000278,Occidentis,Dux Belgicae secundae,1454,Portu Epatiaci,tail,Tribunus,militum Neruiorum,Balgicae secundae,,,Balgicae secundae,Balgicae secundae,,Dux Belgicae secundae / Dux Belgicae secundae / Sub dispositione viri spectabilis ducis Balgicae secundae,114790,Portus Epatiacus,Portu Epatiacus,original_case,0,,,unknown,,,,,,0.9333333333333333,SOFT_UNVERIFIED,0.000,FUZZY_NO_CONTEXT,0.933
OCC000280,Occidentis,Dux Britanniarum,1472,Dano,tail,Praefectus,equitum Crispianorum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,79412,Danum,Danum,original_case,0,53.5254159814,-1.13510287779,fort,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000281,Occidentis,Dux Britanniarum,1473,Morbio,tail,Praefectus,equitum catafractariorum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,92170,Morbium,Morbium,original_case,0,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,EXACT_NO_CONTEXT,1.000
OCC000282,Occidentis,Dux Britanniarum,1474,Arbeia,tail,Praefectus,numeri barcariorum Tigrisiensium,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,89104,Arbeia,Arbeia,original,0,55.00434,-1.430879,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000283,Occidentis,Dux Britanniarum,1475,Dicti,tail,Praefectus,numeri Neruiorum Dictensium,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,92137,Dictum,Dictum,original_case,0,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,EXACT_NO_CONTEXT,1.000
OCC000284,Occidentis,Dux Britanniarum,1476,Concangios,tail,Praefectus,numeri vigilum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,89146,Concangios,Concangios,original,0,54.855844,-1.571925,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000285,Occidentis,Dux Britanniarum,1477,Lavatres,tail,Praefectus,numeri exploratorum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,89224,Lavatris,Lavatres,original,0,54.517008,-2.007831,unknown,BRITANNIAE I AND II,96,,,,0.875,SOFT_MATCH,1.000,,0.875
OCC000286,Occidentis,Dux Britanniarum,1478,Verteris,tail,Praefectus,numeri directorum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,89312,Verteris,Verteris,original,0,54.5214081466,-2.32367380505,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000288,Occidentis,Dux Britanniarum,1480,Maglone,tail,Praefectus,numeri Solensium,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,89236,Maglone,Maglone,original,0,54.807397,-3.15326,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000289,Occidentis,Dux Britanniarum,1481,Magis,tail,Praefectus,numeri Pacensium,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Sub dispositione viri spectabilis ducis Britanniarum,89237,Magis,Magis,original,0,54.655581462,-3.54593836797,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000292,Occidentis,Dux Britanniarum,1485,Segeduno,tail,Tribunus,cohortis quartae Lingonum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89288,Segedunum,Segedunum,original_case,0,54.987873,-1.532381,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000294,Occidentis,Dux Britanniarum,1487,Conderco,tail,Praefectus,alae primae Asturum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89150,Condercum,Condercum,original_case,0,54.977092,-1.664359,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000295,Occidentis,Dux Britanniarum,1488,Vindobala,tail,Tribunus,cohortis primae Frixagorum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89315,Vindobala,Vindobala,original,0,55.00241,-1.82535,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000296,Occidentis,Dux Britanniarum,1489,Hunno,tail,Praefectus,alae Sabinianae,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89201,Hunno,Hunno,original,0,55.010652,-2.005582,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000297,Occidentis,Dux Britanniarum,1490,Cilurno,tail,Praefectus,alae secundae Asturum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89144,Cilurnum,Cilurnum,original_case,0,55.025811,-2.139952,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000300,Occidentis,Dux Britanniarum,1493,Vindolana,tail,Tribunus,cohortis quartae Gallorum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89313,Vindolanda,Vindolana,original,0,54.991355,-2.361412,fort,BRITANNIAE I AND II,96,,,,0.9,SOFT_MATCH,1.000,CONTEXT_FUZZY,0.900
OCC000301,Occidentis,Dux Britanniarum,1494,Aesica,tail,Tribunus,cohortis primae Asturum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89095,Aesica,Aesica,original,0,54.994861,-2.464486,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000304,Occidentis,Dux Britanniarum,1497,Petrianis,tail,Praefectus,alae Petrianae,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89307,Petriana,Petrianae,original_case,0,54.905036,-2.934149,unknown,BRITANNIAE I AND II,96,,,,0.875,SOFT_MATCH,1.000,,0.875
OCC000306,Occidentis,Dux Britanniarum,1500,Congavata,tail,Tribunus,cohortis secundae Lingonum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89151,Congabata,Congavata,original,0,54.928087,-3.148943,unknown,BRITANNIAE I AND II,96,,,,0.8888888888888888,SOFT_MATCH,1.000,,0.889
OCC000307,Occidentis,Dux Britanniarum,1501,Axeloduno,tail,Tribunus,cohortis primae Hispanorum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89307,Axeloduno,Axeloduno,original,0,54.905036,-2.934149,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000308,Occidentis,Dux Britanniarum,1502,Gabrosenti,tail,Tribunus,cohortis secundae Thracum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89189,Gabrosentum,Gabrosentum,original_case,0,54.573931,-3.576289,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
OCC000310,Occidentis,Dux Britanniarum,1504,Glannibanta,tail,Tribunus,cohortis primae Morinorum,Britanniarum,,,Britanniarum,Britanniarum,,Dux Britanniarum / Dux Britanniarum / Item per lineam Valli,89193,Glannibanta,Glannibanta,original,0,54.355499,-3.410628,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MATCH,1.000,CONTEXT_EXACT,1.000
