contextId,placeId,placeName,office,unit,chapter,document
PC000387,PLC00614,Nouas,Praefectus,legionis primae Italicae,Dux Moesiae secundae,Oriens
PC000388,PLC00615,Nouas,Praefectus,ripae legionis primae Italicae cohortis quintae pedaturae superioris,Dux Moesiae secundae,Oriens
PC000495,PLC00597,Securisca,,Cuneus equitum scutariorum,Dux Moesiae secundae,Oriens
PC000500,PLC00600,Sexagintaprista,,Cuneus equitum armigerorum,Dux Moesiae secundae,Oriens
PC000501,PLC00616,Sexagintaprista,Praefectus,ripae legionis primae Italicae cohortis quintae pedaturae inferioris,Dux Moesiae secundae,Oriens
PC000520,PLC00622,sub Radice - Viamata,,Cohors prima Aureliana,Dux Moesiae secundae,Oriens
PC000524,PLC00603,Sucidaua,,Cuneus equitum stablesianorum,Dux Moesiae secundae,Oriens
PC000540,PLC00610,Teglicio,,Milites Moesiaci,Dux Moesiae secundae,Oriens
PC000541,PLC00601,Tegra,,Cuneus equitum secundorum armigerorum,Dux Moesiae secundae,Oriens
PC000572,PLC00608,Transmariscae,,Milites Novenses,Dux Moesiae secundae,Oriens
PC000573,PLC00619,Transmariscae,Praefectus,ripae legionis undecimae Claudiae cohortis quintae pedaturae inferioris,Dux Moesiae secundae,Oriens
PC000574,PLC00618,Transmariscae,Praefectus,ripae legionis undecimae Claudiae cohortis quintae pedaturae superioris,Dux Moesiae secundae,Oriens
PC000580,PLC00605,Trimammio,,Milites Constantini,Dux Moesiae secundae,Oriens
PC000585,PLC00621,Ulucitra,,Cohors quarta Gallorum,Dux Moesiae secundae,Oriens
PC000073,PLC00503,Apatna,,..............,Dux Osrhoenae,Oriens
PC000121,PLC00496,Banasam,,Equites promoti indigenae,Dux Osrhoenae,Oriens
PC000165,PLC00494,Callinico,,Equites promoti Illyriciani,Dux Osrhoenae,Oriens
PC000193,PLC00502,Circesio,Praefectus,legionis quartae Parthicae,Dux Osrhoenae,Oriens
PC000232,PLC00495,Dabana,,Equites Mauri Illyriciani,Dux Osrhoenae,Oriens
PC000255,PLC00511,Duodecimo constituta,,Ala prima salutaria,Dux Osrhoenae,Oriens
PC000281,PLC00493,Ganaba,,Equites Dalmatae Illyriciani,Dux Osrhoenae,Oriens
PC000306,PLC00508,inter Thannurin et Horobam,,Ala prima nova Diocletiana,Dux Osrhoenae,Oriens
PC000344,PLC00510,Maratha,,Cohors prima Eufratensis,Dux Osrhoenae,Oriens
PC000356,PLC00500,Mediana,,Equites sagittarii indigenae Medianenses,Dux Osrhoenae,Oriens
PC000416,PLC00498,Oraba,,Equites sagittarii indigenae,Dux Osrhoenae,Oriens
PC000457,PLC00501,Rasin,,Equites primi Osrhoeni,Dux Osrhoenae,Oriens
PC000466,PLC00507,Resaia,,Ala prima Parthorum,Dux Osrhoenae,Oriens
PC000505,PLC00497,Sina Iudaeorum,,Equites promoti indigenae,Dux Osrhoenae,Oriens
PC000558,PLC00509,Thillaamana,,Cohors prima Gaetulorum,Dux Osrhoenae,Oriens
PC000559,PLC00504,Thillacama,,Ala septima Valeria praelectorum,Dux Osrhoenae,Oriens
PC000560,PLC00506,Thillafica,,Ala secunda Paflagonum,Dux Osrhoenae,Oriens
PC000561,PLC00499,Thillazamana,,Equites sagittarii indigenae,Dux Osrhoenae,Oriens
PC000566,PLC00505,Touia -contra Bintha,,Ala prima Victoriae,Dux Osrhoenae,Oriens
PC000025,PLC00478,Admatha,,Ala Antana dromedariorum,Dux Palaestinae,Oriens
PC000032,PLC00467,Aeliae,,Equites Mauri Illyriciani,Dux Palaestinae,Oriens
PC000038,PLC00482,Afro,,Cohors duodecima Valeria,Dux Palaestinae,Oriens
PC000039,PLC00476,Ailae,Praefectus,legionis decimae Fretensis,Dux Palaestinae,Oriens
PC000081,PLC00480,apud Praesidium,,Ala secunda felix Valentiana,Dux Palaestinae,Oriens
PC000090,PLC00488,Arieldela,,Cohors secunda Galatarum,Dux Palaestinae,Oriens
PC000103,PLC00477,Asuada,,Ala prima miliaria Sebastena,Dux Palaestinae,Oriens
PC000128,PLC00464,Benosabae,,Equites Dalmatae Illyriciani,Dux Palaestinae,Oriens
PC000134,PLC00468,Birsama,,Equites Thamudeni Illyriciani,Dux Palaestinae,Oriens
PC000163,PLC00487,Calamona,,Cohors prima equitata,Dux Palaestinae,Oriens
PC000177,PLC00483,Cartha,,Cohors decima Carthaginensis,Dux Palaestinae,Oriens
PC000188,PLC00466,Chermulae,,Equites scutarii Illyriciani,Dux Palaestinae,Oriens
PC000293,PLC00481,Hasta,,Ala prima miliara,Dux Palaestinae,Oriens
PC000294,PLC00471,Hauanae,,Equites sagittarii indigenae,Dux Palaestinae,Oriens
PC000301,PLC00486,Iehibo,,Cohors secunda Gratiana,Dux Palaestinae,Oriens
PC000304,PLC00492,inter Aeliam et Hierichunta,,Cohors prima salutaria,Dux Palaestinae,Oriens
PC000314,PLC00491,iuxta Iordanem fluvium,,Cohors secunda Cretensis,Dux Palaestinae,Oriens
PC000362,PLC00465,Menochiae,,Equites promoti Illyriciani,Dux Palaestinae,Oriens
PC000365,PLC00475,Moahile,,Equites sagittarii indigenae,Dux Palaestinae,Oriens
PC000368,PLC00489,Moleaatha,,Cohors prima Flavia,Dux Palaestinae,Oriens
PC000447,PLC00485,Praesidio,,Cohors quarta Frygium,Dux Palaestinae,Oriens
PC000472,PLC00473,Robatha,,Equites sagittarii indigenae,Dux Palaestinae,Oriens
PC000476,PLC00469,Sabaiae,,Equites promiti indigenae,Dux Palaestinae,Oriens
PC000478,PLC00474,Sabure siue Veterocariae,,Equites primi felices Palaestini,Dux Palaestinae,Oriens
PC000536,PLC00484,Tarba,,Cohors prima agentenaria,Dux Palaestinae,Oriens
PC000550,PLC00490,Thamana,,Cohors quarta Palaestinorum,Dux Palaestinae,Oriens
PC000565,PLC00479,Toloha,,Ala Constantiana,Dux Palaestinae,Oriens
PC000620,PLC00472,Zoarae,,Equites sagittarii indigenae,Dux Palaestinae,Oriens
PC000621,PLC00470,Zodocathae,,Equites promiti indigenae,Dux Palaestinae,Oriens
PC000008,PLC00594,Accisso,Praefectus,ripae legionis primae Ioviae cohortis quintae pedaturae inferioris,Dux Scythiae,Oriens
PC000031,PLC00579,Aegissos,,Cuneus equitum armigerorum,Dux Scythiae,Oriens
PC000098,PLC00578,Arubio,,Cuneus equitum catafractariorum,Dux Scythiae,Oriens
PC000116,PLC00582,Axiupoli,,Milites superventores,Dux Scythiae,Oriens
PC000117,PLC00590,Axiupoli,Praefectus,ripae legionis secundae Herculiae cohortis quintae pedaturae inferioris,Dux Scythiae,Oriens
PC000133,PLC00577,Bireo,,Cuneus equitum stablesianorum,Dux Scythiae,Oriens
PC000170,PLC00575,Capidaua,,Cuneus equitum Solensium,Dux Scythiae,Oriens
PC000175,PLC00583,Carso,,Milites Scythici,Dux Scythiae,Oriens
PC000190,PLC00576,Cii,,Cuneus equitum stablesianorum,Dux Scythiae,Oriens
PC000247,PLC00585,Dirigothia,,Milites Scythici,Dux Scythiae,Oriens
PC000267,PLC00581,Flaviana,,Milites navclarii,Dux Scythiae,Oriens
PC000290,PLC00588,Gratiana,,Milites primi Gratianenses,Dux Scythiae,Oriens
PC000303,PLC00595,Inplateypegiis,,et secundae Herculiae musculorum Scythicorum et classis,Dux Scythiae,Oriens
PC000311,PLC00591,Iprosmis,Praefectus,ripae legionis secundae Herculiae cohortis quintae pedaturae inferioris,Dux Scythiae,Oriens
PC000389,PLC00592,Nouioduno,Praefectus,legionis primae Ioviae,Dux Scythiae,Oriens
PC000390,PLC00593,Nouioduno,Praefectus,ripae legionis primae Ioviae cohortis quintae pedaturae superioris,Dux Scythiae,Oriens
PC000391,PLC00586,Nouioduro,,Milites primi Constantini,Dux Scythiae,Oriens
PC000479,PLC00574,Sacidaua,,Cuneus equitum scutariorum,Dux Scythiae,Oriens
PC000482,PLC00587,Salsouia,,Milites quinti Constantini,Dux Scythiae,Oriens
PC000532,PLC00580,Talamonio,,Cuneus equitum Arcadum,Dux Scythiae,Oriens
PC000581,PLC00584,Trosmis,,Milites secundi Constantini,Dux Scythiae,Oriens
PC000582,PLC00589,Trosmis,Praefectus,legionis secundae Herculiae,Dux Scythiae,Oriens
PC000006,PLC00451,Acadama,,Equites sagittarii,Dux Syriae,Oriens
PC000007,PLC00452,Acauatha,,Equites sagittarii,Dux Syriae,Oriens
PC000022,PLC00449,Adada,,Equites promoti indigenae,Dux Syriae,Oriens
PC000062,PLC00463,Ammattha,,Cohors prima victorum,Dux Syriae,Oriens
PC000063,PLC00458,Ammuda,,Ala prima nova Herculia,Dux Syriae,Oriens
PC000065,PLC00450,Anatha,,Equites sagittarii indigenae,Dux Syriae,Oriens
PC000122,PLC00454,Barbalisso,,Equites Dalmatae Illyriciani,Dux Syriae,Oriens
PC000197,PLC00461,Claudiana,,Cohors prima Ulpia Dacorum,Dux Syriae,Oriens
PC000295,PLC00460,Helela,,Cohors prima Gotthorum,Dux Syriae,Oriens
PC000350,PLC00462,Marmantharum,,Cohors tertia Valeria,Dux Syriae,Oriens
PC000353,PLC00448,Matthana,,Equites sagittarii indigenae,Dux Syriae,Oriens
PC000382,PLC00455,Neocaesereae,,Equites Mauri Illyriciani,Dux Syriae,Oriens
PC000406,PLC00447,Occariba,,Equites promoti Illyriciani,Dux Syriae,Oriens
PC000417,PLC00453,Oresa,Praefectus,legionis quartae Scythicae,Dux Syriae,Oriens
PC000473,PLC00456,Rosafa,,Equites promoti indigenae,Dux Syriae,Oriens
PC000484,PLC00459,Salutaria,,Ala prima Iuthungorum,Dux Syriae,Oriens
PC000498,PLC00446,Serianae,,Equites scutarii Illyriciani,Dux Syriae,Oriens
PC000527,PLC00457,Sura,Praefectus,legionis sextaedecimae Flaviae firmae,Dux Syriae,Oriens
PC000005,PLC00405,Abydum - Abocedo,,Ala octava ....,Dux Thebaidos,Oriens
PC000074,PLC00387,Apollonos superioris,,Legio secunda Traiana,Dux Thebaidos,Oriens
PC000080,PLC00416,apud Elephantinem,,CohorsÝ prima felix Theodosiana,Dux Thebaidos,Oriens
PC000101,PLC00393,Asfynis,,Equites felices Honoriani,Dux Thebaidos,Oriens
PC000151,PLC00415,Burgo Severi,,Cohors nona Alamannorum,Dux Thebaidos,Oriens
PC000187,PLC00399,Chenoboscia,,Ala Neptunia,Dux Thebaidos,Oriens
PC000212,PLC00403,contra Apollonos,,Ala prima Francorum,Dux Thebaidos,Oriens
PC000214,PLC00402,contra Lata,,Ala septima Herculia voluntaria,Dux Thebaidos,Oriens
PC000217,PLC00381,Copto,,Equites sagittarii indigenae,Dux Thebaidos,Oriens
PC000218,PLC00389,Copto,,Legio prima Valentiniana,Dux Thebaidos,Oriens
PC000230,PLC00386,Cusas,,Legio secunda Flavia Constantia Thebaeorum,Dux Thebaidos,Oriens
PC000245,PLC00419,Diospoli,,Cohors septima Francorum,Dux Thebaidos,Oriens
PC000246,PLC00382,Diospoli,,Equites sagittarii indigenae,Dux Thebaidos,Oriens
PC000265,PLC00390,Filas,,Legio prima Maximiana,Dux Thebaidos,Oriens
PC000273,PLC00401,Foenicionis,,Ala octava Palmyrenorum,Dux Thebaidos,Oriens
PC000296,PLC00392,Hermunthi,,Legio secunda Valentiniana,Dux Thebaidos,Oriens
PC000297,PLC00379,Hermupoli,,Cuneus equitum scutariorum,Dux Thebaidos,Oriens
PC000298,PLC00394,Hibeos - Oaseos maioris,,Ala prima Abasgorum,Dux Thebaidos,Oriens
PC000312,PLC00397,Isiu,,Ala quarta Britonum,Dux Thebaidos,Oriens
PC000321,PLC00383,Lato,,Equites sagittarii indigenae,Dux Thebaidos,Oriens
PC000330,PLC00378,Lico,,Cuneus equitum Maurorum scutariorum,Dux Thebaidos,Oriens
PC000354,PLC00400,Maximianopoli,,Ala tertia dromedariorum,Dux Thebaidos,Oriens
PC000355,PLC00384,Maximianopoli,,Equites sagittarii indigenae,Dux Thebaidos,Oriens
PC000374,PLC00411,Mutheos,,Cohors scutata civium Romanorum,Dux Thebaidos,Oriens
PC000385,PLC00414,Nitnu,,Cohors nona Tzanorum,Dux Thebaidos,Oriens
PC000403,PLC00407,Oasi maiore,,Ala prima Abasgorum,Dux Thebaidos,Oriens
PC000405,PLC00408,Oasi minore - Trimtheos,,Ala prima Quadorum,Dux Thebaidos,Oriens
PC000412,PLC00385,Ombos,,Legio tertia Diocletiana,Dux Thebaidos,Oriens
PC000424,PLC00404,Pampane,,Ala prima Iovia catafractariorum,Dux Thebaidos,Oriens
PC000432,PLC00413,Peamu,,Cohors undecima Chamauorum,Dux Thebaidos,Oriens
PC000435,PLC00396,Pescla,,Ala Germanorum,Dux Thebaidos,Oriens
PC000442,PLC00395,Poisrietemidos,,Ala secunda Hispanorum,Dux Thebaidos,Oriens
PC000448,PLC00409,Precteos,,Ala prima Valeria dromedariorum,Dux Thebaidos,Oriens
PC000450,PLC00406,Psinaula,,Ala secunda Herculia dromedariorum,Dux Thebaidos,Oriens
PC000503,PLC00412,Silili,,Cohors prima Apamenorum,Dux Thebaidos,Oriens
PC000525,PLC00417,Suene,,Cohors quinta Suentium,Dux Thebaidos,Oriens
PC000528,PLC00388,Syene,,Milites Miliarenses,Dux Thebaidos,Oriens
PC000542,PLC00380,Tentira,,Equites sagittarii indigenae,Dux Thebaidos,Oriens
PC000553,PLC00391,Thebas,,Legio tertia Diocletiana,Dux Thebaidos,Oriens
PC000556,PLC00410,Theraco,,;Cohors prima Lusitanorum,Dux Thebaidos,Oriens
PC000563,PLC00398,Thmou,,Ala prima Hiberorum,Dux Thebaidos,Oriens
PC000069,PLC00318,Antiochiae,,;Clibanaria,Insignia viri illustris magistri officiorum,Oriens
PC000070,PLC00317,Antiochiae,,Scutaria et armorum,Insignia viri illustris magistri officiorum,Oriens
PC000159,PLC00320,Caesarea Cappadociae,,Clibanaria,Insignia viri illustris magistri officiorum,Oriens
PC000236,PLC00316,Damasci,,Scutaria et armorum,Insignia viri illustris magistri officiorum,Oriens
PC000259,PLC00319,Edesa,,Scutaria et armamentaria,Insignia viri illustris magistri officiorum,Oriens
PC000292,PLC00324,Hadrianopolis Haemimonti,,Scutaria et armorum,Insignia viri illustris magistri officiorum,Oriens
PC000345,PLC00325,Marcianopoli,,Scutaria et armorum,Insignia viri illustris magistri officiorum,Oriens
PC000383,PLC00322,Nicomediae,,Clibanaria,Insignia viri illustris magistri officiorum,Oriens
PC000384,PLC00321,Nicomediae,,Scutaria et armorum,Insignia viri illustris magistri officiorum,Oriens
PC000486,PLC00323,Sardis Lydiae,,Scutaria et armorum,Insignia viri illustris magistri officiorum,Oriens
PC000414,PLC00311,operum alter,,Numerarii quatuor; in his auri unus,Insignia viri illustris praefecti praetorio per Illyricum,Oriens
PC000114,PLC00340,aut ipse dictat aut latine dictatas transfert in graecum,,"Magister epistolarum graecarum eas epistolas, quae graece solent emitti",Magistri scriniorum. MemoriaeÝÝ EpistolarumÝÝ LibellorumÝÝ Graecarum,Oriens
PC000210,PLC00339,consultationes et preces tractat,,Magister epistolarum legationes civitatum,Magistri scriniorum. MemoriaeÝÝ EpistolarumÝÝ LibellorumÝÝ Graecarum,Oriens
