pleiadesId,romanized,attested,language,nameType
759565,Ibion Pathotou,,,geographic
759566,Ibion Peteaphthi,,,geographic
759567,Ibion Sesembythis,,,geographic
756581,Ibion Tanoupeos,,,geographic
462252,Ibla Erea,Ibla Erea,it,geographic
462251,Ibla Geleatide,Ibla Geleatide,it,geographic
462251,Ibla Gereatide,Ibla Gereatide,it,geographic
187416,Ibligo,,,geographic
109060,Ibliodurum,,,geographic
857169,Ibora,,,geographic
256222,Ibylla,,,geographic
295274,Icampenses,,,geographic
599667,Icaria,Icaria,la,geographic
828275,Icarus,,,geographic
912841,Icarus,,,geographic
109061,Icauna,,,geographic
79523,Iceni,,,geographic
83826,Iceni,,,geographic
465917,Ichana,,,geographic
662172,Ichnae,,,geographic
874729,Ichnae,,,geographic
491619,Ichnai,,,geographic
543729,Ichnai,,,geographic
543730,Ichnai,,,geographic
472014,Ichnoussa,Ἰχνοῦσσα,grc,geographic
766372,Ichthyophagi,,,geographic
29605,Ichthyophagoi,,,geographic
570310,Ichthys Pr.,,,geographic
138389,Iciacum,,,geographic
167791,Icidmago,,,geographic
118758,Iciniacum,,,geographic
138390,Iciodoro,,,geographic
138391,Iciodorum,,,geographic
648647,Iconium,,,geographic
109062,Icorigium,,,geographic
270321,Icositani,,,geographic
295276,Icosium,,,geographic
246426,Ictium,,,geographic
167792,Ictodurus,,,geographic
138392,Iculisma,,,geographic
540833,Icus,,,geographic
550592,Ida M.,,,geographic
589816,Ida M.,,,geographic
589817,Idaion Antron,,,geographic
589816,Idaion M.,,,geographic
550402,Idaios Sinus,,,geographic
550571,Idale,,,geographic
707519,Idalion,,,geographic
59837,Idaspes,,,geographic
338268,Idass(...),,,geographic
270320,Ide,,,geographic
501436,Ide,,,geographic
638865,Idebessos,,,geographic
866022,Ideessa,,,geographic
393440,Idex,,,geographic
305065,Idicra,,,geographic
912964,Idigina,,akk,geographic
912964,Idiglat,,,geographic
912964,Idiglat,,,geographic
915865,Idikara,,,geographic
207182,Idiminium,,,geographic
207183,Idimum,,,geographic
912964,Idiqlat,,akk,geographic
101201,Idistaviso,,,geographic
641191182,"Idku-See, Lake Idku, Lake Edku",,de,geographic
491586,"Idomenaí, Idomenai",Ἰδομεναί,grc,geographic
491586,Idomene,,,geographic
530895,Idomene Maior,,,geographic
530896,Idomene Minor,,,geographic
491586,Idomenenses,,,geographic
246427,Idoubeda M.,,,geographic
599665,Idrias,,,geographic
874517,Idriphthon,,,geographic
894008,Idu,,,geographic
894008,Idu,,,geographic
687927,Idumaea,,,geographic
138393,Idunum,,,geographic
599666,Idyma,,,geographic
638866,Idyros,,,geographic
638867,Idyros,,,geographic
741480,Ieme,,,geographic
383674,Iemerii,,,geographic
92152,Iena,,,geographic
256219,Ierabriga,,,geographic
687917,Ierichous,,grc,geographic
687917,"Ierichō, Iericho",,grc,geographic
20487,Ierne,Ἰέρνη,grc,geographic
21903,Iernos,,,geographic
79512,Ieron Akron,,,geographic
687928,"Ierousalēm, Ierousalem, Jerousalem",,grc,geographic
687928,Ierusalem,,,geographic
295277,Iesalenses,,,geographic
413002,Iesi,,it,geographic
246428,Iesos,,,geographic
246428,Iessos,,,geographic
462258,Ietas,Ietas,la,geographic
216717,Ieterus,Ieterus,la,geographic
687929,Iethira,,,geographic
687930,Ietta,,,geographic
678197,Iezreel,,,geographic
349600,Ifuraces,,,geographic
265919,Igabrum,,,geographic
256220,Igaeditania,,,geographic
109063,Igel,,,geographic
305095,Igilgili,Igilgili,la,geographic
403220,Igilium,,,geographic
403221,Igilium,,,geographic
260558,Igletes,,,geographic
413174,Iguvium,"Iguuium, Iguvium",la,geographic
678073,III Cyrenaica (Hadr.) garrison,,ka,geographic
678073,III Cyrenaica garrison,,ka,geographic
658587,"III Gallica (Hadr.), III Gallica (Hadrian)",,ka,geographic
658381,"III Gallica (Vesp.) garrison, III Gallica (Vespasian) garrison",,ka,geographic
543739,Iistorioi,,,geographic
599667,Ikaria,,,geographic
579958,Ikarion,,,geographic
599668,Ikarion Mare,,,geographic
599667,Ikaros,,,geographic
50653,Ikarta,,,geographic
795819,Iken,,,geographic
252947,Ikesankom,,,geographic
465918,Ikesia,,,geographic
465918,Ikesion,,,geographic
648647,"Ikkuwanija, Ikkuwaniya",,hit,geographic
167946,Ikonioi,,,geographic
648647,Ikonion,,grc,geographic
648647,Ikonium,,de,geographic
648647,Ikonium,,de,geographic
540835,Ikos,,,geographic
844952,Ikotarion,,,geographic
614673,Ikria,,,geographic
736948,il-Fayyūm,,arq,geographic
727122,il-Manṣūra,,ar,geographic
737080,il-Minya,,ar,geographic
89204,Ila,,,geographic
246432,Ilaraugatai,,,geographic
240930,Ilarkouris,,,geographic
270323,Ilarkouris,,,geographic
465919,Ilaron,,,geographic
594972,Ilattia,,,geographic
554241,Ilbeita,,,geographic
265920,Ildum,,,geographic
246429,Ilduro,,,geographic
148020,Ile de Brescou,,fr,geographic
746700,Ile de Graye,,,geographic
69569,Ile de Sein,Île de Sein,fr,geographic
261247,Ileates,,,geographic
570207,Ilei,,,geographic
270324,Ileosca,,,geographic
246430,Ilercaones,,,geographic
246431,Ilerda,,,geographic
271056,Ilerda,,,geographic
246432,Ilergaones,,,geographic
246432,Ilergetes,,,geographic
543731,Iletia,,,geographic
265921,Iliberri,,la,geographic
265922,Ilici,,,geographic
265923,Ilicitanus Sinus,,,geographic
471951,Ilienses,Ilienses,la,geographic
550594,Ilieon Kome,,,geographic
494571,Ilion,,,geographic
530898,Ilion,,,geographic
438754,Ilionenses,,,geographic
573264,Ilios M.,,,geographic
256224,Ilipa,,,geographic
256222,Ilipa Ilia,,,geographic
256222,Ilipa Magna,,,geographic
256221,Ilipla,,,geographic
256221,Ilipoula,,,geographic
256223,Ilipoula M.,,,geographic
260565,Ilipoula Megale,,,geographic
260565,Ilipula Laus,,,geographic
256224,Ilipula Minor,,,geographic
501437,Ilissos,,,geographic
579959,Ilissos,,,geographic
648648,Ilistra,,,geographic
265924,Iliturgi,,,geographic
265925,Iliturgicola,,,geographic
550595,Ilium,,,geographic
246433,Illerris,,,geographic
246433,Illiberris,,,geographic
265926,Illikitanos Limen,,,geographic
246430,Illurgavonenses,,,geographic
481865,Illyricum,,,geographic
481866,Illyrii,,,geographic
1001133,Illyrikon,,,geographic
874462,Illyrisos,,,geographic
265927,Ilorci,,,geographic
474922,Iloua Nesos,,,geographic
265928,Ilounon,,,geographic
854690,Ilouraton,,,geographic
240931,Ilourbida,,,geographic
270325,Ilourbida,,,geographic
265927,Ilourgeia,,,geographic
246432,Ilourgetes,,,geographic
614674,Ilouza,,,geographic
252948,Iltirkesken,,,geographic
246431,Iltirta,,,geographic
252949,Iltukoite,,,geographic
246434,Iluberis,,,geographic
265929,Ilugo,,,geographic
246434,Ilumberis,,,geographic
246435,Ilurcis,,,geographic
265930,Ilurco,,,geographic
246430,Ilurgavonenses,,,geographic
246436,Iluro,,,geographic
246437,Iluro,,,geographic
256225,Iluro,,,geographic
246437,Ilurones,,,geographic
403222,Ilva,,,geographic
471952,Ilva,,,geographic
874373,Ilıca,,tr,geographic
874373,"Ilıca, Ilica",,tr,geographic
874373,"Ilıǧa, Ilija",,ota,geographic
462259,Imachara,,,geographic
59834,Imaikos M.,,,geographic
59834,Imaus,,,geographic
652341,Imbarus M.,,,geographic
599669,Imbrasos,,,geographic
438755,Imbrinium,Imbrinium,la,geographic
648649,Imbrioga,,,geographic
501438,Imbros,,,geographic
501439,Imbros,Ἴμβρος,grc,geographic
638869,Imbros M.,,,geographic
462244,Imera,Imera,it,geographic
432882,Imeus M.,,,geographic
90032637,"Imgur-Bēl, Imgur-Bel",,akk,geographic
658486,Imma,,,geographic
148101,Immadrae,,,geographic
211434,Immenosum Maius,,,geographic
393424,Imola,,it,geographic
759568,Imouthes,,,geographic
668270,Imperatoris Hadriani Augusti Definitio Silvarum,,,geographic
203132,Impletus,,,geographic
622142,Imrougarene,,,geographic
501439,"Imroz, İmroz",İmroz,tr,geographic
246438,Imus Pyreneus,,,geographic
187418,In Alpe,,,geographic
197317,In Alpe Iulia,,,geographic
383675,In Alpe Pennino,,,geographic
197318,In Alperio,,,geographic
446251,In Honoratianum,,,geographic
222069,In Medio,,,geographic
628992,In Medio,,,geographic
629088,In Medio,,,geographic
658487,In Medio,,,geographic
652342,In Monte,,,geographic
197321,In Monte Bulsinio,,,geographic
438757,In Monte Carbonario,Inmontecarbonario,la,geographic
438756,In Monte Grani,Inmontegrani,la,geographic
652343,In Monte Tauro,,,geographic
187420,In Murio,,,geographic
409227,In Portu,,,geographic
465920,Ina,,,geographic
682555,Ina,,,geographic
589818,Ina Chorion,,,geographic
570577,Inachia,’Ιναχία,grc,geographic
540836,Inachos,,,geographic
570313,Inachos,,,geographic
828274,Inapaei,,,geographic
432648,Inarime,,,geographic
589819,Inatos,,,geographic
589820,Inatos,,,geographic
148102,Incarus,,,geographic
143028853,Incastro,Incastro,it,geographic
197319,Incero,,,geographic
413175,Incerulae,,,geographic
383676,Incia,,,geographic
403223,Incitaria,,,geographic
59847,Indabara,,,geographic
465921,Indara,,,geographic
50654,Inde,,,geographic
550596,Indeipedion,,,geographic
197322,Indenea,,,geographic
50004,India,,,geographic
246439,Indibilis,,,geographic
246440,Indicetes,,,geographic
39352,Indicum Mare,,la,geographic
246440,Indigetes,,,geographic
246441,Indike,,,geographic
39290,Indike Thalassa,,,geographic
60527,Indikomordana,,,geographic
59849,Indoi,,,geographic
59850,Indoskythia,,,geographic
874520,Indua,,,geographic
59851,Indus,,,geographic
638870,Indus,,,geographic
383677,Industria,,,geographic
465922,Inessa,,,geographic
261248,Infernae Deae Fanum,,,geographic
261249,Infernae Deae Iugum,,,geographic
1356,Inferum Mare,,la,geographic
101202,Ingaevones,,la,geographic
157870,Ingauni,,,geographic
69518,Ingena,,,geographic
874348,Ingila,,,geographic
874522,Ingilene,,,geographic
631938,Ingilissis,,,geographic
876728,Inigene,,,geographic
465923,Inikon,,,geographic
60528,Inna,,,geographic
573265,Inous Hydor,Ἰνοῦς ὕδωρ,grc,geographic
194052,Inoutrion,,,geographic
471953,Insani M.,,,geographic
383678,Insoubroi,Ἴνσουβροι,grc,geographic
383678,Insubres,,la,geographic
707498,Insula Cypros,Insvla Cypros,la,geographic
312715518,Insula di Giasone Magno,Insula di Giasone Magno,it,geographic
991383,Insulae,,,geographic
177540,Intaranum,,,geographic
157871,Intemelii,,,geographic
236486,Interamici,,,geographic
240932,Interamici,,,geographic
432884,Interamna Lirenas,,,geographic
413178,Interamna Nahars,,,geographic
413179,Interamnia Praetuttiorum,,,geographic
236487,Interamnium,,,geographic
452343,Interamnium,,,geographic
236488,Interamnium Flavium,,,geographic
236489,Interannienses,,,geographic
236490,Intercatia,,,geographic
197323,Intercisa,,,geographic
413180,Intercisa,,,geographic
240933,Interkatia,,,geographic
1043,Internum Mare,Internum Mare,la,geographic
413181,Interocrium,,,geographic
197261,Interphrourinoi,,,geographic
413182,Interpromium,,,geographic
246439,Intibilis,,,geographic
83848,Intraum,,,geographic
315044,Inuca,,,geographic
432885,Invinias,,,geographic
462261,Inykon,,,geographic
465923,Inyx,,,geographic
874801,Inzieta,,,geographic
894028,"Inġarra, Ingharra, Ingharrah",,arb,geographic
759569,"Ioannou Germanou, Mon.",,,geographic
682556,Iob,,,geographic
718029,Iobakchoi,,,geographic
59852,Iobares,,,geographic
866023,Ioboula,,,geographic
474923,Iobus,,,geographic
50655,Iogana,,,geographic
619232,Iogola,,,geographic
874524,"Iohannes Urtius, Mon.",,,geographic
295279,Iol Caesarea,,,geographic
474924,Iolaia,Ἰολάια,grc,geographic
540837,Iolkos,,,geographic
554240,Iolla,,,geographic
507408,Iollitai,,,geographic
252207,Iologum,,,geographic
59852,Iomanes,,la,geographic
295280,Iomnium,,,geographic
60405,Iomousa,,,geographic
573266,Ionaion,,,geographic
922711,Ionaka,,,geographic
315043,Iones,,,geographic
543732,Ionia,,,geographic
550597,Ionia,,,geographic
599670,Ioniapolis,,,geographic
579960,Ionidai,,,geographic
1046,Ionium Mare,,,geographic
197324,Ionnaria,,,geographic
730116,Ionon kai Karon stratopeda,,,geographic
844847,Ionopolis,,,geographic
599671,Ionopolitikos,,,geographic
315043,Iontioi,,,geographic
573267,Iopis,,,geographic
658381,Iopolis,,,geographic
687931,Ioppe,,,geographic
687931,"Ioppē, Ioppe",,grc,geographic
687931,Iopē,,,geographic
678199,Ioqereth,,,geographic
687932,Iordanes amnis,,la,geographic
687932,"Iordanēs, Iordanes",,grc,geographic
494572,Ioron,,,geographic
599672,Ios,,,geographic
599673,Ios,,,geographic
746747,Iotabe,,,geographic
678201,Iotapata,Ἰωτάπατα,grc,geographic
648650,Iotape,,,geographic
550598,Ioudda,,,geographic
20493,Iouernikos Okeanos,,,geographic
21904,Iouernis,,,geographic
20494,Iouernoi,,,geographic
674241,Iougaton,,,geographic
915866,Ioukara,,,geographic
521042,Ioukoundianai,,,geographic
39353,Ioula,,,geographic
246442,Ioulia Libika,,,geographic
521043,Ioulianou,,,geographic
678065,Ioulias,,grc,geographic
474925,Iouliola,,,geographic
648789,Iouliopolis,,grc,geographic
874525,Iouliopolis,,,geographic
570314,Ioulis,,,geographic
866024,Iouna,,,geographic
863772,Iouroeipaach,,,geographic
589821,Iousagoura,,,geographic
523982,Ioustinianai,,,geographic
874526,Ioustiniane,,,geographic
874573,Ioustinianopolis,,,geographic
222070,Ioustinianoupolis,,,geographic
523982,Ioustinianoupolis,,,geographic
530902,Ioustinianoupolis,,,geographic
658378,Ioustinianoupolis,,,geographic
658457,Ioustinianoupolis,,grc,geographic
658378,Ioustinoupolis,,,geographic
197325,Iovalia,,,geographic
118766,Iovarus,,,geographic
383679,Ioventio Mons,,,geographic
197191,Iovia,,,geographic
197326,Iovia,,,geographic
197327,Iovia,,,geographic
642530,Iovia,,,geographic
118761,Ioviacum,,,geographic
246443,Iovineanicas,,,geographic
786042,Iovis,,,geographic
432886,Iovis Lareni,,,geographic
246444,Iovis M.,,,geographic
246445,Iovis M.,,,geographic
682557,Iovis M.,,,geographic
207189,Iovis Pagus,,,geographic
118762,Iovisura,,,geographic
256226,Ipagrum,,,geographic
579961,Iphistiadai,,,geographic
543733,Ipneis,,,geographic
540838,Ipnoi,,,geographic
570315,Ipnoi M.,,,geographic
265935,Ipolcobulcola,,,geographic
265936,Iponuba,,,geographic
260566,Ipora,,,geographic
256227,Iporca,,,geographic
265937,Ipsca,,,geographic
609415,Ipsos,,,geographic
256228,Iptuci,,,geographic
265938,Iptuci,,,geographic
383681,Ira,,,geographic
570209,Ira,,,geographic
678028,"Irbid, Tell Irbid",,arb,geographic
874341,"Irbil, Erbil (English)",,de,geographic
874341,"Irbil, Erbil (English)",,en,geographic
874341,"Irbīl, Irbil, Arbil, Erbil",,arb,geographic
194053,Ircavium,,,geographic
570209,Ire,,,geographic
20487,Ireland,,en,geographic
543734,Iresia,,,geographic
543735,Iresiae,,,geographic
187422,Irgenhausen,,,geographic
383680,Iria,,la,geographic
383681,Iria,,,geographic
383682,Iria,,,geographic
236491,Iria Flavia,,,geographic
543736,Irieus,,,geographic
446252,Irini,,,geographic
256229,Irippo,,,geographic
857171,Iris,,,geographic
20493,Irish Sea,Irish Sea,en,geographic
543737,Iristioi,,,geographic
256230,Irni,,,geographic
246526,Irun,,,geographic
894008,Is,,grc,geographic
299002,Isaflenses,,,geographic
60529,Isagouros,,,geographic
92153,Isamnion Akron,,,geographic
687933,Isana,,,geographic
109066,Isara,,,geographic
109067,Isara,,,geographic
167793,Isara,,la,geographic
118764,Isaras,,,geographic
187424,Isarci,,,geographic
187425,Isarcus,,,geographic
60530,Isari,,la,geographic
285453,Isaris,,,geographic
29610,Isatichai,,,geographic
648651,Isaura,Ἴσαυρα,grc,geographic
648651,Isaura Nova,,,geographic
648652,Isaura Vetus,,,geographic
648653,Isauria,,,geographic
982261,Isauria,,,geographic
648652,Isauropolis,,,geographic
642531,Isbardia,,,geographic
462262,Isbouros,,,geographic
79531,Isca,,,geographic
79532,Isca,,,geographic
79533,Isca,,,geographic
79532,Isca Augusta,Isca Augusta,la,geographic
79532,Isca Silurum,Isca Silurum,la,geographic
79534,Ischalis,,,geographic
432648,Ischia,Ischia,it,geographic
857172,Ischopolis,,,geographic
222071,Iscina,,,geographic
678197,Isdradela,,,geographic
793723815,Iseion,Iseion,grc-Latn,geographic
118767,Ises,,,geographic
793723815,Iseum,,la,geographic
902990,Isfahan,,,geographic
902990,Isfāhān,,,geographic
614675,Isgereanos,,,geographic
222072,Isgipera,,,geographic
226634,Isiakon Limen,,,geographic
789740,Isidiou Oros,,,geographic
767843,Isidis,,,geographic
40164,Isidis Portus,,,geographic
759570,Isidorou,,,geographic
40165,Isidos ins.,,,geographic
727130,Isidos Polis tou Sebennytou,,,geographic
727128,Isieion,,,geographic
727129,Isieion,,,geographic
736930,Isieion Kato,,,geographic
741481,Isieion Panga,,,geographic
741482,Isieion Tryphonos,,,geographic
786043,Isieiou Oros,,,geographic
912868,Isin,,,geographic
638871,Isinda,,,geographic
638872,Isinda,,,geographic
187426,Isinisca,,,geographic
543738,Isioi,,,geographic
638873,Ision,,,geographic
40163,Ision M.,,,geographic
759571,Isiou,,,geographic
857173,Isis,,,geographic
756583,Isiu,,,geographic
793723815,Isium,,la,geographic
79535,Iska,,,geographic
658371,Iskandarīya,,,geographic
658371,"Iskandarūn, Iskandarun, al-Iskandaruna",,arb,geographic
915866,Iskara,,,geographic
658371,Iskenderun,,,geographic
609416,Iskome,,,geographic
554242,Iskra,,,geographic
79731,Isle of Wight,,en,geographic
79684,Isles of Scilly,,en,geographic
776189,Ismant el-Kharab,,arz,geographic
507409,Ismara,,,geographic
501440,Ismaris L.,,,geographic
507409,Ismaros,,,geographic
511337,Ismid,,,geographic
321669,Ismuc,oppidum Ismuc,la,geographic
786059,Isna,,,geographic
786059,Isna,,de,geographic
786059,Isna,,en,geographic
786059,"Isnā Site 13, Isna Site 13",,arb,geographic
786059,"Isnā Site 2, Isna Site 2",,arb,geographic
786059,"Isnā sites, Isna Sites",,arb,geographic
786059,"Isnā, Isna, Esna, Esne",,arb,geographic
471924,Isola dei Cavoli,Isola dei Cavoli,it,geographic
403221,Isola del Giglio,Isola del Giglio,it,geographic
462084,"Isola di Favignana, Isola Favignana",Isola Favignana,it,geographic
471917,Isola di San Pietro,Isola di San Pietro,it,geographic
471973,Isola di Sant'Antioco,,it,geographic
462425,Isola Filicudi,Isola Filicudi,it,geographic
157858,Isola Gallinara,,it,geographic
452324,Isola Panarea,Isola Panarea,it,geographic
462186,Isola Salina,Isola Salina,it,geographic
462373,"Isola San Pantaleo, Isola di San Pantaleo",Isola San Pantaleo,it,geographic
452455,Isola Stromboli,Isola Stromboli,it,geographic
771725842,Isola Tiberina,Isola Tiberina,it,geographic
462075,Isole Egadi,Isole Egadi,it,geographic
462076,Isole Eolie,Isole Eolie,it,geographic
442567,Isole Tremiti,Isole Tremiti,it,geographic
187264,Isontius,,,geographic
540839,Isos,,,geographic
756572,Isou,,,geographic
631209,Ispa,,,geographic
902990,Ispahan,,,geographic
638790,"Isparta, Izbarta",,ota,geographic
638790,"Isparta, Izbarta",,tr,geographic
614676,Ispelouniene,,,geographic
270326,Ispinon,,,geographic
857341,Ispir,İspir,tr,geographic
687839,"Isqalūna, Isqaluna, Isqalluna",,akk,geographic
687839,"Isqalūna, Isqaluna, Isqalluna",,asyr,geographic
197329,Issa,,,geographic
550599,Issa,,,geographic
416817,Issa ins.,,,geographic
138398,Issando,,,geographic
29811,Issatis,,grc,geographic
59853,Issedones,,,geographic
835034,Issedones,,,geographic
828276,Issi,,,geographic
658489,Issicus Sinus,,,geographic
573268,Issorion M.,,,geographic
756572,Issou,,,geographic
658490,Issus,,,geographic
101203,Istaevones," Istuaeones, Istaevones",la,geographic
922662,Istakhr,,,geographic
520998,Istanbul,,tr,geographic
77402394,Istanbul,,,geographic
77402394,Istanbūl,,,geographic
614677,Istaondenoi,,,geographic
507452,Istasos,,,geographic
570316,Isthmia,,,geographic
570316,Isthmos,,,geographic
570317,Isthmos,,,geographic
599539,Isthmos,,,geographic
260562,Istinium,,,geographic
638874,Istlada,,,geographic
530903,Istone M.,,,geographic
530904,Istone M.,,,geographic
270327,Istonion,,,geographic
543739,Istorioi,,,geographic
933946,Istriana,,,geographic
226636,Istrianon Limen,,,geographic
226637,Istrianos,,,geographic
589822,Istron,,,geographic
216839,Istropolis,,,geographic
216839,Istros,,,geographic
226577,Istros,,,geographic
446253,Istros,,,geographic
599675,Istros,,,geographic
741483,Istrou,,,geographic
265939,Isturgi,,,geographic
874529,Isumbo,,,geographic
89209,Isurium,,,geographic
550571,Itale,,,geographic
1052,Italia,,,geographic
1052,Italia,Ἰταλία,grc,geographic
992073,Italia,,,geographic
452346,"Italia, Italía",Ἰταλία,grc,geographic
256231,Italica,,,geographic
465924,Italikon,,,geographic
465924,Italion,,,geographic
452346,"Italía, Italia",Ἰταλία,grc,geographic
589823,Itanon Pr.,,,geographic
589824,Itanos,,,geographic
530905,Ithaca,,,geographic
530906,Ithaca,,,geographic
452367,Ithacesiae,,,geographic
456075,Ithacesiae,,,geographic
540841,Ithome,,,geographic
570479,Ithome,,,geographic
570318,Ithome M.,,,geographic
530907,Ithoria,,,geographic
92141,Itis,,,geographic
756665,Itlidim,,,geographic
643262,Itoana,,,geographic
540842,Iton,,,geographic
554243,Itone,Ἰτώνη,grc,geographic
554243,Itone,,,geographic
540677,Itonion,,,geographic
540842,Itonion,,,geographic
756584,Itos,,,geographic
89210,Itouna,,,geographic
678203,Itouraia,,,geographic
668271,Itouraioi,,,geographic
678204,Itouraioi,,,geographic
246446,Itourisa,,,geographic
246446,Itourissa,,,geographic
894008,Itu,,,geographic
256232,Itucci,,,geographic
265938,Ituci,,,geographic
92154,Itucodon,,,geographic
266070,Itukke,,,geographic
89211,Ituna,,,geographic
246446,Iturisa,,,geographic
246446,Iturissa,,,geographic
162335,Iturium,,,geographic
222073,Itzes,,,geographic
295284,Iubaleni,,,geographic
79699,Iuctius L.,,,geographic
329221,Iucundianensis Plebs,,,geographic
718030,Iucundiu,,,geographic
687934,Iudaea,,,geographic
981527,Iudaea,,,geographic
197330,Iuenna,,,geographic
236492,Iuga Asturum,,,geographic
550707,Iulia,,,geographic
614678,Iulia,,,geographic
393441,Iulia Concordia,,,geographic
256344,Iulia Constantia,,,geographic
550601,Iulia Gordos,,,geographic
256235,Iulia Ioza,,,geographic
256234,Iulia Myrtilis,,,geographic
256235,Iulia Traducta,,,geographic
109068,Iuliacum,,,geographic
138399,Iuliacum,,,geographic
662198,Iulianus,,,geographic
678065,Iulias,Iulias,la,geographic
697697,Iulias,,,geographic
109069,Iuliobona,,,geographic
236493,Iuliobriga,,,geographic
92155,Iuliocenon,,,geographic
138400,Iuliomagus,,,geographic
187429,Iuliomagus,,,geographic
727131,Iuliopolis,,,geographic
844935,Iuliopolis,,,geographic
648657,Iuliosebaste,,,geographic
256236,Iulipa,,,geographic
187430,Iulium Carnicum,,,geographic
246449,Iuncaria,,,geographic
324772,Iunci,,,geographic
256363,"Iuno, T.",,,geographic
255978,Iunonis,,,geographic
256237,Iunonis,,,geographic
256239,Iunonis Pr.,,,geographic
83849,Iupania,,,geographic
422949,"Iuppiter Latiaris, T.",,,geographic
521046,"Iuppiter Urius, T.",,,geographic
422950,"Iuppiter, T.",,,geographic
177544,Iura M.,,,geographic
207193,Iustiniana Prima,,,geographic
521047,Iustiniani,,,geographic
844957,Iustiniani Pons,,,geographic
324716,Iustinianopolis,,,geographic
324758,Iustinianopolis,,,geographic
638813,Iustinianopolis,,,geographic
642546,Iustinianopolis,,,geographic
609500,Iustinianoupolis,,,geographic
614679,Iustinianoupolis,,,geographic
619174,Iustinianoupolis,,,geographic
678050,Iustinianoupolis,,,geographic
619177,Iustinianoupolis Nova,,,geographic
197189,Iustinopolis,,,geographic
20497,Iutae,,,geographic
118765,Iuthungi,,,geographic
687930,Iutta,,,geographic
432887,Iuvanum,,,geographic
187432,Iuvavum,,,geographic
432888,Iuvencus,,,geographic
188321148,IV.8,,en,geographic
118766,Ivarus,,,geographic
138347,Ivaunum,,,geographic
118767,Iveses,,,geographic
383642,Ivrea,,,geographic
735896020,Iwān Kisrā,,,geographic
335494560,"IX.4.5,18,10,15,16",,en,geographic
825275,Ixamatae,,,geographic
589827,Ixia,,,geographic
456076,Ixias,,,geographic
825275,Ixibatai,,,geographic
825275,Ixomatai,,,geographic
589828,Ixos Sinus,,,geographic
589826,Iytos M.,,,geographic
678209,Iyyon,,,geographic
874530,Izala,mons Izala,la,geographic
897777,Izan,,,geographic
249993,Izaux,,,geographic
177545,Izernore,,,geographic
60531,Izi,,la,geographic
550771,Izmir,,,geographic
550771,"Izmīr, Izmir",,arb,geographic
442621,Iónios kólpos,Ἰόνιος κόλπος,grc,geographic
786021,"Iēb, Ieb, Yabu",,grc,geographic
786021,"Iēb, Ieb, Yabu",,cop,geographic
550597,"Iōnía, Ionia",Ἰωνία,grc,geographic
902990,Işfahān,,,geographic
658371,İskenderum,,,geographic
658371,"İskenderun, Iskenderun, Iskenderum",,ota,geographic
658371,"İskenderun, Iskenderun, Iskenderum",,tr,geographic
77402394,"İslambol, Islambol",,ota,geographic
638790,İsparta,,ota,geographic
638790,İsparta,,,geographic
638790,"İsparṭa, Isparta",,ota,geographic
77402394,"İstanbul, Istanbul",,ota,geographic
77402394,"İstanbul, Istanbul",,tr,geographic
511337,"İzmid, Izmid",,ota,geographic
550771,"İzmir, Izmir",,ota,geographic
550771,"İzmir, Izmir",,tr,geographic
511337,"İzmit, Izmit, Ismid",,tr,geographic
511337,"İznikmid, Iznikmid",,ota,geographic
511337,"İznikmit, Iznikmit",,ota,geographic
511337,"İzniḳmid, Iznikmid, Izniqmid, Izniqmid",,ota,geographic
648810,"İçel, Içel, Ichel",,tr,geographic
902990,"Iṣbahān, Isbahan",,arb,geographic
902990,Iṣfāhān,,,geographic
766348,"Jabal Faţīrah, Gebel Fatīra, Jabal Fatirah, Gebel Fatira, Jebel Fatira",,arb,geographic
746815,"Jabal Mūsā, Jabal Musa, Jebel Musa, Gebel Musa",,ar,geographic
687931,Jafa,,,geographic
687931,Jaffa,,,geographic
687931,Jaffa,,de,geographic
687931,Jaffa Sud,,,geographic
894013,Jalula,,,geographic
687931,Japhe,,,geographic
687931,Jappu,,,geographic
687931,"Jappû, Jappu, Yappu",,akk,geographic
138402,Jaunay-Clan,,,geographic
167645,Javols,,,geographic
786067,Jeme,,,geographic
658465,Jerbas,,,geographic
687917,Jericho,,de,geographic
687917,Jericho,,ka,geographic
687917,Jerico,,,geographic
687928,Jerusalem,,de,geographic
687928,Jerusalem,,en,geographic
776186,Jmr-t,,,geographic
736963,"jnb(w)ḥḏ, jnbwḥḏ, jnbḥḏ, Ineb-hedj, Inebou-Hedjou",,egy,geographic
736963,"jnb, Ineb",,egy,geographic
736963,"jnbw-ḥḏ, ínbw hd, Ineb-hedj, Inebou-Hedjou",,egy,geographic
786084,"jnrtj, Inerty",,egy,geographic
786084,jnrwtj,,egy,geographic
687931,Joppe,,,geographic
687932,Jordan,,de,geographic
79540,Jordan Hill Roman Temple,Jordan Hill Roman Temple,en,geographic
678201,Jotapata,Jotapata,en,geographic
786017,"jpt rst, Ipet-Resit",,egy,geographic
786017,"jpt swt, jpt-swt, Ipet-Sut",,egy,geographic
786017,jpt-swt,,,geographic
786017,"jpt-swt (mwꜣst), jpt-swt mwꜣst, jpt-swt mwꜣst, jpt-swt mw3st",,egy,geographic
69539,Jublains,Jublains,fr,geographic
912873,Jundishapur,,,geographic
249927,Jurançon,,,geographic
903037,Jurbadhakan,,,geographic
942281,Jurjan,,,geographic
