pleiadesId,romanized,attested,language,nameType
383572,Antion,,,geographic
79296,Antiouestaion,,,geographic
481724,Antipatreia,,,geographic
687996,Antipatris,Ἀντιπατρίς,grc,geographic
741424,Antipera Pela,,,geographic
638749,Antiphellos,Ἀντίφελλος,grc,geographic
40045,Antiphilou Limen,,,geographic
716524,Antiphrai,,,geographic
716524,Antiphras,,,geographic
716524,Antiphro,,,geographic
157812,Antipolis,,,geographic
716525,Antipyrgos,,,geographic
540643,Antirrhion Pr.,,,geographic
501351,Antisara,,,geographic
585887,Antisara,,,geographic
550427,Antissa,,,geographic
550435,Antissa,,,geographic
857684,Antissa,,,geographic
246166,Antistiana,,,geographic
628924,Antitauros,,grc,geographic
628924,Antitaurus,,de,geographic
628924,Antitaurus M.,,,geographic
422837,Antium,,,geographic
141943,Antobroges,,,geographic
741425,Antoniane,,,geographic
260483,Antonianum Metallum,,,geographic
221984,Antoninon,,,geographic
874324,Antoninopolis,,,geographic
639152,Antoniopolis,,,geographic
844861,Antoniopolis,,,geographic
433127,Antro di Tiberio,Antro di Tiberio,it,geographic
540644,Antron,,,geographic
550437,Antron Kybeles,,,geographic
540644,Antrones,,,geographic
138184,Antros,,,geographic
83813,Antrum,,,geographic
108746,Antunnacum,,,geographic
108747,Antwerpen,,,geographic
638778,Antāliya,,,geographic
442625,Anxa,,la,geographic
413017,Anxanum,,,geographic
442489,Anxanum,,,geographic
438676,Anxates,,,geographic
438676,Anxatini,,,geographic
442465,Anxia,,,geographic
433143,Anxur,Anxur,la,geographic
433143,Anxyr,,,geographic
599498,Anydros,,,geographic
579871,Anydros M.,,,geographic
730088,Anysis,,,geographic
253682,Anystus,,,geographic
894183,Anzaba,,,geographic
894183,Anzaba,,ka,geographic
897710,Anzaba,,,geographic
922729,Anzan,,,geographic
422837,Anzio,,it,geographic
874327,Anzita,,,geographic
874328,Anzitene,,,geographic
619108,Anzoulada,,,geographic
619103,"Anḳara, Ankara, Anqara",,ota,geographic
658381,"Anṭakya, Antakya",,ota,geographic
638778,"Anṭalya, Antalya",,ota,geographic
658381,Anṭaqya,,,geographic
658381,"Anṭaḳya, Antaqya",,ota,geographic
658381,"Anṭākiya, Antakiya, Antakiyah, Antakiyya, Antakiyyah",,arb,geographic
658381,Anṭākya,,,geographic
638778,Anṭāliya,,,geographic
638778,"Anṭāliyā, Antaliya",,arb,geographic
638778,"Anṭāliyā, Antaliya",,fa,geographic
221985,Aodi,,,geographic
481725,Aoi Stena,,,geographic
481726,Aoos,,,geographic
59687,Aornis,,,geographic
59687,Aornos,,,geographic
971696,Aornos,,,geographic
825224,Aorsia,,,geographic
825224,Aorsoi,,,geographic
383579,Aosta,,,geographic
678020,Aouidenoi,,,geographic
481726,Aous,,la,geographic
756519,"Apa Abraham, Mon.",,,geographic
759536,"Apa Anastasiou, Mon.",,,geographic
759537,"Apa Antoniou, Mon.",,,geographic
756520,"Apa Apollo, Mon.",,,geographic
756521,"Apa Apollo, Mon.",,,geographic
756522,"Apa Apollo, Mon.",,,geographic
756523,"Apa Bane, Mon.",,,geographic
756524,"Apa Djoore, Mon.",,,geographic
759538,"Apa Dorotheou, Mon.",,,geographic
785969,"Apa Epiphanius, Mon.",,,geographic
759539,"Apa Ieremiou, Mon.",,,geographic
756525,"Apa Ioannes, Mon.",,,geographic
756526,"Apa Makrobios, Mon.",,,geographic
756527,"Apa Palemon, Mon.",,,geographic
759540,"Apa Pamin, Mon.",,,geographic
785970,"Apa Phoibammon, Mon.",,,geographic
756528,"Apa Psoi, Mon.",,,geographic
756529,"Apa Psote, Mon.",,,geographic
759541,"Apa Sabinou, Mon.",,,geographic
756530,"Apa Senouthou, Mon.",,,geographic
756531,"Apa Souroutos, Mon.",,,geographic
759542,"Apa Theodorou, Mon.",,,geographic
759543,"Apa Thomas, Mon.",,,geographic
876567,Apadna,,,geographic
894133,Apadna,,,geographic
652323,Apadnas,,,geographic
511194,Apamea,,,geographic
638751,Apamea,,,geographic
658385,Apamea,,,geographic
668335,Apamea,,,geographic
897711,Apamea,,,geographic
912806,Apamea,,,geographic
942286,Apameia,,,geographic
942286,Apameia Rhagiane,,,geographic
668194,Apameitis Limne,,,geographic
446216,Apamestini,,,geographic
952114,Apaortenon M.,,,geographic
952063,Aparni,,,geographic
59688,Aparytai,Ἀπαρύται,grc,geographic
599612,Apasa,,,geographic
814653,Apataioi,,,geographic
40046,Apate,,,geographic
662140,Apate,,,geographic
894133,Apatna,,,geographic
857685,Apatouros,,,geographic
854666,Apatouros Kolpos,,,geographic
952058,Apauarktike,,,geographic
952065,Apauarktikene,,,geographic
952065,Apavortene,,,geographic
599612,"Apaša, Apasa, Apasha",,hit,geographic
240860,Apeilokarion,,,geographic
260484,Apeilokarion,,,geographic
599499,Apeiros,,,geographic
543630,Apeitheion,,,geographic
570088,Apelauron,,,geographic
614604,Apellokome,,,geographic
589696,Apellonia,,,geographic
446217,Apenestai,,,geographic
194039,Apenninus M.,,,geographic
815,Apenninus M.,,la,geographic
631183,Apenzinsos,,,geographic
543631,Aperanteia,,,geographic
638752,Aperlae,,,geographic
570089,Aperopia,,,geographic
570090,Apesas M.,,,geographic
197121,Apeva,,,geographic
668195,Aphaka,,,geographic
741426,Aphaniou,,,geographic
543632,Aphareus,,,geographic
530804,Aphas,,,geographic
573099,Apheidantes,,,geographic
678021,Apheka,,,geographic
687828,Aphekou Pyrgos,,,geographic
687896,Apheraima,,,geographic
540645,Aphetai,,,geographic
678022,Aphetatha,,,geographic
573100,Aphidna,,,geographic
730089,Aphnaion,,,geographic
511224,Aphnitis Limne,Ἀφνίτις Λίμνη,grc,geographic
874329,Aphoumon,,,geographic
897712,Aphphadana,,,geographic
638753,Aphrodeisias,Ἀφροδεισιάς,grc,geographic
573101,Aphrodisia,,,geographic
221986,Aphrodisias,,,geographic
255978,Aphrodisias,,,geographic
501352,Aphrodisias,,,geographic
554188,Aphrodisias,,,geographic
573101,Aphrodisias,,,geographic
638753,Aphrodisias,Ἀφροδισιάς,grc,geographic
648565,Aphrodisias,,,geographic
648566,Aphrodisias,,,geographic
599500,Aphrodisias Pr.,,,geographic
570093,Aphrodision,,,geographic
573102,Aphrodision,,,geographic
707468,Aphrodision,,,geographic
570094,Aphrodision M.,,,geographic
550438,Aphrodisios,,,geographic
536059,"Aphrodite Aineiados, T.",,,geographic
707469,"Aphrodite Akraia, T.",,,geographic
668195,"Aphrodite Aphakitis, T.",,,geographic
707479,Aphrodite Golgia,,,geographic
707470,"Aphrodite Golgia, T.",,,geographic
707471,"Aphrodite Paphia, T.",,,geographic
540646,"Aphrodite Phystiou, T.",,,geographic
579874,"Aphrodite, T.",,,geographic
707472,"Aphrodite, T.",,,geographic
730090,Aphrodites,,,geographic
707473,Aphrodites Lophos,,,geographic
373837,Aphrodites Nesos,,,geographic
785972,Aphrodites Nesos,,,geographic
573103,Aphroditia,,,geographic
756532,Aphrodito,,,geographic
730091,Aphroditopolis,,,geographic
756532,Aphroditopolis,,,geographic
786084,Aphroditopolis,,,geographic
736890,Aphroditopolites Nomos,,,geographic
756533,Aphroditopolites Nomos,,,geographic
786084,Aphroditēs polis,,,geographic
786084,"Aphroditēs Polis, Aphrodites Polis",,grc,geographic
520961,Aphrodysium,,,geographic
730092,Aphthis,,,geographic
491525,Aphytis,,,geographic
570577,Apia,Ἀπία,grc,geographic
741427,Apias,,,geographic
550439,Apias Pedion,,,geographic
187287,Apicilia,,,geographic
540647,Apidanos,,,geographic
554189,Apidanos,,,geographic
573104,Apidones,,,geographic
573105,Apidos,,,geographic
446218,Apina,,,geographic
260485,Apiobic(...),,,geographic
240861,Apiobic...,,,geographic
438677,Apiolae,,,geographic
376752,Apios,,,geographic
376753,Apis,,,geographic
716526,Apis,,,geographic
730093,Apis,,,geographic
314878,Apisa Maius,,,geographic
321639,Apisa Minus,,,geographic
39288,Apitami,,,geographic
915827,Aple,,,geographic
570257,Apobathmoi,,,geographic
609287,Apokome,,,geographic
59689,Apokopa M.,,,geographic
40047,Apokopa Megala,,,geographic
40048,Apokopa Mikra,,,geographic
854719,Apol,,,geographic
438678,Apollinaris Pagus,,,geographic
157805,Apollinaris Reiorum,,,geographic
462456,Apollineum,,,geographic
298984,Apollinis Pr.,,,geographic
315120,Apollinis Pr.,,,geographic
707474,"Apollo Agyates, T.",,,geographic
452262,"Apollo Alaeus, T.",,,geographic
707475,"Apollo Alasiotas, T.",,,geographic
599504,"Apollo Asgelatos, T.",,,geographic
550440,"Apollo Axyros, T.",,,geographic
81528331,Apollo Cynneius,Ἀπόλλων Κύννειος,grc,geographic
606273,"Apollo Delios, T.",,,geographic
589700,"Apollo Erethimios, T.",,,geographic
432682,"Apollo et Nymphae Nitrodes, T.",,,geographic
707476,"Apollo Hylates, T.",,,geographic
550441,"Apollo Karios, T.",,,geographic
570096,"Apollo Korythos, T.",,,geographic
609312,"Apollo Lairmenos, T.",,,geographic
599505,"Apollo Lepsios, T.",,,geographic
530806,"Apollo Leukatas, T.",,,geographic
707477,"Apollo Mageirios, T.",,,geographic
570097,"Apollo Maleatas, T.",,,geographic
707478,"Apollo Melanthios, T.",,,geographic
540653,"Apollo Nasiotas, T.",,,geographic
543634,"Apollo Phylleios, T.",,,geographic
540654,"Apollo Tegyraios, T.",,,geographic
540655,"Apollo Thourios, T.",,,geographic
540648,"Apollo, T.",,,geographic
540649,"Apollo, T.",,,geographic
540650,"Apollo, T.",,,geographic
540651,"Apollo, T.",,,geographic
540652,"Apollo, T.",,,geographic
579875,"Apollo, T.",,,geographic
589701,"Apollo, T.",,,geographic
599506,"Apollo, T.",,,geographic
599507,"Apollo, T.",,,geographic
609310,"Apollo, T.",,,geographic
609311,"Apollo, T.",,,geographic
638754,"Apollo, T.",,,geographic
678024,"Apollo, T.",,,geographic
707479,"Apollo, T.",,,geographic
707480,"Apollo, T.",,,geographic
707481,"Apollo, T.",,,geographic
373732,Apollonia,Apollonia,la,geographic
462097,Apollonia,,,geographic
462097,Apollonia,Ἀπολλωνία﻿,grc,geographic
481728,Apollonia,,,geographic
491526,Apollonia,,,geographic
501355,Apollonia,,,geographic
507366,Apollonia,,,geographic
511446,Apollonia,,,geographic
536060,Apollonia,,,geographic
543633,Apollonia,,,geographic
550442,Apollonia,,,geographic
550463,Apollonia,Apollonia,la,geographic
589696,Apollonia,,,geographic
589702,Apollonia,,,geographic
589703,Apollonia,,,geographic
589772,Apollonia,,,geographic
589886,Apollonia,,,geographic
594947,Apollonia,,,geographic
638755,Apollonia,,,geographic
638758,Apollonia,,,geographic
674220,Apollonia,,,geographic
678025,Apollonia,,,geographic
854719,Apollonia,,,geographic
857686,Apollonia,,,geographic
893939,Apollonia,,,geographic
897714,Apollonia,,,geographic
639152,Apollonia ad Maeandrum,,,geographic
511151,Apollonia ad Rhyndacum,,,geographic
216706,Apollonia Pontica,,,geographic
638757,Apollonia Salbakes,,,geographic
554190,Apolloniacharax,,,geographic
741428,Apollonias,,,geographic
511319,Apolloniatis,,,geographic
893939,Apolloniatis,,,geographic
585888,Apollonieis,,,geographic
573106,Apollonio,,,geographic
599509,Apollonion,,,geographic
550444,Apollonis,,,geographic
550445,Apollonis,,,geographic
857686,Apollonis,,,geographic
756534,Apollonopolis Heptakomias Mikra,,,geographic
785974,Apollonopolis Magna,,,geographic
785975,Apollonopolis Parva,,,geographic
727074,Apollonopolites Nomos,,,geographic
756535,Apollonopolites Nomos,,,geographic
785976,Apollonos,,,geographic
614605,Apollonos Hieron,,,geographic
642510,Apollonos Hieron,,,geographic
481728,"Apollōnía, Apollonia",Ἀπολλωνία,grc,geographic
912807,Apologos,,,geographic
462084,Aponiana,,,geographic
393376,Aponus,,,geographic
638759,Aporidos Come,,,geographic
874330,"Apostoli, Mon.",,,geographic
756536,Apotheke,,,geographic
573107,Apothetai,,,geographic
718009,Apotimatai,,,geographic
894133,Appadana,,,geographic
815,Appenninus M.,,,geographic
897713,Apphadana,,,geographic
609314,Appia,,,geographic
187288,Appianum,,,geographic
216707,Appiaria,,,geographic
216707,Appiarienses,,,geographic
609315,Appolena,,,geographic
536061,Appon,,,geographic
236320,Appos,,,geographic
874723,Apqu,,,geographic
501326,Apri,,,geographic
511153,Aproi,,,geographic
157814,Apron,,,geographic
507367,Apros,,,geographic
376754,Aprositi,,,geographic
393378,Aprusa,,la,geographic
438679,Aprusc Pagus,,,geographic
438679,Aprusculani Pagus,,,geographic
452263,Aprustum,,,geographic
413019,Aprutium,,,geographic
494537,Apsalos,,,geographic
857032,Apsaros,,,geographic
857033,Apsaros,,,geographic
197122,Apsarus,,,geographic
456031,Apsias,,,geographic
857034,Apsilai,,,geographic
857034,Apsilia,,,geographic
501356,Apsinthis,,,geographic
844863,Apsoda,,,geographic
857032,Apsoros,,,geographic
481730,Apsos,,,geographic
481857,Apsos,,,geographic
197123,Apsyrta,,,geographic
197124,Apsyrtides,,,geographic
857032,Apsyrtos,,,geographic
147993,Apta Iulia,Apta Iulia,la,geographic
589704,Aptara,,,geographic
589704,Aptera,,,geographic
376752,Aptouchos,,,geographic
373733,Aptouchou Hieron,,,geographic
314880,Aptuca,,,geographic
314880,Aptucca,,,geographic
403177,Apuani,Ligures Apuani,la,geographic
206927,Apulenses,,,geographic
442468,Apuli,,,geographic
442469,Apulia,,,geographic
991359,Apulia et Calabria,,,geographic
206927,Apulum,,,geographic
206925,Apus,,,geographic
438677,Apíola,Ἀπίολα,grc,geographic
912808,Aqola,,,geographic
338251,Aqu(...),,,geographic
423557,Aqua Alexandrina,,,geographic
423558,Aqua Alsietina,,,geographic
423559,Aqua Anio Novus,,,geographic
423560,Aqua Anio Vetus,,,geographic
423561,Aqua Antoniniana,,,geographic
423562,Aqua Appia,,,geographic
423562,Aqua Appia Augusta,,,geographic
423563,Aqua Claudia,,,geographic
423564,Aqua Iulia,,,geographic
423565,Aqua Marcia,,,geographic
211409,Aqua Nigra,,,geographic
423566,Aqua Tepula,,,geographic
423567,Aqua Traiana,,,geographic
423568,Aqua Virgo,,,geographic
197129,Aqua Viva,,,geographic
413021,Aqua Viva,,,geographic
255979,Aquabona,,,geographic
108748,Aquae,,,geographic
128355,Aquae,,,geographic
197125,Aquae,,,geographic
206928,Aquae,,,geographic
314881,Aquae,,,geographic
481732,Aquae,,,geographic
658386,Aquae (...),,,geographic
422840,Aquae Albulae,Albulae aquae,la,geographic
422841,Aquae Albulae,,,geographic
413022,Aquae Apollinares,,,geographic
413023,Aquae Apollinares Novae,,,geographic
314882,Aquae Aptuccensium,,,geographic
79298,Aquae Arnemetiae,,,geographic
197126,Aquae Balissae,,,geographic
246167,Aquae Bilbitanorum,,,geographic
187289,Aquae Bormiae,,,geographic
177443,Aquae Bormonis,,,geographic
432688,Aquae Caeretanae,,,geographic
138186,Aquae Calidae,,,geographic
216709,Aquae Calidae,,,geographic
236332,Aquae Calidae,,,geographic
246168,Aquae Calidae,,,geographic
246169,Aquae Calidae,,,geographic
295216,Aquae Calidae,,,geographic
648567,Aquae Calidae,,,geographic
321640,Aquae Calidae Cirnensis,,,geographic
471882,Aquae Calidae Neapolitanorum,,,geographic
314883,Aquae Carpitanae,,,geographic
236333,Aquae Celenae,,,geographic
246170,Aquae Convenarum,,,geographic
413024,Aquae Cutiliae,,,geographic
275590,Aquae Dacicae,,,geographic
236334,Aquae Flaviae,,,geographic
334491,Aquae Flavianae,,,geographic
874598,Aquae Frigidae,,,geographic
609316,Aquae Ger(...),,,geographic
194040,Aquae Gradatae,,,geographic
108749,Aquae Granni,,,geographic
109016,Aquae Granni,,,geographic
177445,Aquae Helveticae,,,geographic
334492,Aquae Herculis,,,geographic
197127,Aquae Iasae,,,geographic
462514,Aquae Labodes,Aqvas labodes,la,geographic
462514,Aquae Larodes,,,geographic
108750,Aquae Mattiacorum,,,geographic
138185,Aquae Neri,,,geographic
181202,Aquae Nisincii,,,geographic
246171,Aquae Onesiorum,,,geographic
236335,Aquae Originae,,,geographic
462099,Aquae Pacatianae,,,geographic
413025,Aquae Passeris,,,geographic
315092,Aquae Persianae,,,geographic
462099,Aquae Phimianae,,,geographic
462099,Aquae Pincianae,,,geographic
466592,Aquae Pincianae,,,geographic
409214,Aquae Populoniae,,,geographic
236336,Aquae Quarquernae,,,geographic
236337,Aquae Quintiae,,,geographic
236337,Aquae Quintinae,,,geographic
324667,Aquae Regiae,,,geographic
197128,Aquae S(...),,,geographic
619110,Aquae Saravenae,,,geographic
438680,Aquae Scantiae,,,geographic
462099,Aquae Segestanae,,,geographic
109330,Aquae Segetae,Aquae Segetae,la,geographic
167649,Aquae Segetae,Aquae Segetae,la,geographic
167650,Aquae Sextiae,,,geographic
246172,Aquae Siccae,,,geographic
432689,Aquae Sinuessanae,,,geographic
285415,Aquae Sirenses,,,geographic
383574,Aquae Statiellae,,,geographic
79299,Aquae Sulis,,,geographic
344294,Aquae Tacapitanae,,,geographic
246173,Aquae Tarbellicae,,,geographic
413026,Aquae Tauri,,,geographic
246173,Aquae Terebellicae,,,geographic
305030,Aquae Thibilitanae,,,geographic
314885,Aquae Traianae,,,geographic
432691,Aquae Vescinae,,,geographic
246174,Aquae Voconiae,,,geographic
311079,Aquartillae,,,geographic
311079,Aquartille,,,geographic
252174,Aquaviva,,,geographic
456032,Aque Ange,,,geographic
275591,Aquila Maior Pr.,,,geographic
275592,Aquila Minor Pr.,,,geographic
314886,Aquilaria,,,geographic
118569,Aquileia,,,geographic
187290,Aquileia,,,geographic
442470,Aquilo,,,geographic
438681,Aquilonia,,,geographic
442471,Aquilonia,,,geographic
442641,Aquilonis Mutatio,,,geographic
197130,Aquincum,,,geographic
197131,Aquincum Castra,,,geographic
432695,Aquinum,,,geographic
246175,Aquitani,,,geographic
138187,Aquitania,,,geographic
981505,Aquitania,,,geographic
991330,Aquitania I,,,geographic
991323,Aquitania II,,,geographic
138188,Aquitanicus Sinus,,la,geographic
658457,ar Ruhā,,,geographic
668318,"ar-Raqqa, al-Raqqa, el-Raqqa, er-Raqqa, ar-Raqqah, al-Raqqah, el-Raqqah, er-Raqqah, Rakka, Raqqa",,arb,geographic
903104,"ar-Rayy, er-Reyy, al-Rayy, el-Reyy, ar-Raiy, al-Raiy, er-Reiy, el-Reiy",,arb,geographic
464208935,"ar-Riyāḍ, ar-Riyad, ar-Riyadh, er-Riyad, er-Riyadh, Riyad, Riyadh, Riadh",,arb,geographic
687917,ar-Riḥā,,,geographic
658457,ar-Ruha,,,geographic
658457,"ar-Ruhā, ar-Ruha, al-Ruha, er-Ruha, el-Ruha",,arb,geographic
658457,ar-Ruḥā,,,geographic
668318,"ar-Rāfiqa, ar-Rafiqa, al-Rafiqa, er-Rafiqa, el-Rafiqa, ar-Rafiqah, al-Rafiqah, er-Rafiqah, el-Rafiqah",,arb,geographic
658457,ar-Rūḥa,,,geographic
658457,ar-Ṛuhā,,,geographic
60421,Ara Alexandri,,,geographic
219478548,"Ara di Ierone, Ara di Ierone II",Ara di Ierone,it,geographic
395910246,Ara of Marco Nonio Balbo,Ara of Marco Nonio Balbo,en,geographic
108751,Ara Ubiorum,,,geographic
805591,Araba,,,geographic
874688,Araban,,,geographic
711219,Arabanda,,,geographic
40051,Arabanitai,,,geographic
40052,Arabanitai,,,geographic
658582,Arabena,,,geographic
876568,Arabessa,,,geographic
798043,Arabeta,,,geographic
29475,Arabia,,,geographic
756537,Arabia,,,geographic
874334,Arabia,,,geographic
912809,Arabia,,,geographic
981506,Arabia,,,geographic
746710,Arabia Eudaemon,,,geographic
39269,Arabia Eudaiman,,,geographic
39269,"Arabia Eudaimōn, Arabia Eudaimon",,grc,geographic
746710,Arabia Felix,,,geographic
727075,Arabia Nomos,,,geographic
746711,Arabia Petraia,,,geographic
197132,Arabiates,,,geographic
39290,Arabicus Sinus,,,geographic
736891,Arabikon Oros,,,geographic
40049,Arabis,,,geographic
40053,Arabis,,,geographic
59690,Arabis,,,geographic
628925,Arabissos,,,geographic
40050,Arabitai,,,geographic
59691,Arabitai,,,geographic
741429,Arabon Kome,,,geographic
876569,"Araborum, Mon.",,,geographic
240862,Arabriga,,,geographic
260486,Arabriga,,,geographic
236338,Arabrigenses,,,geographic
884866,Arabum,,,geographic
246177,Aracaeli,,,geographic
236339,Aracelium,,,geographic
814731,Araceni,,,geographic
668196,Aracha,,,geographic
915828,Aracha,,,geographic
570098,Arachnaion M.,,,geographic
59692,Arachosia,,,geographic
59693,Arachosia,,,geographic
59694,Arachosia,,,geographic
59692,Arachosii,,,geographic
59694,Arachosiorum Oppidum,,,geographic
59692,Arachotoi,,,geographic
59693,Arachotos,,,geographic
59694,Arachotos,,,geographic
59695,Arachotos Krene,,,geographic
530807,Arachthos,Άραχθος,el,geographic
530807,"Arachthos, Árachthos",Ἄραχθος,grc,geographic
59669,"Arachōsia, Arachosia",,grc,geographic
236339,Aracillum,,,geographic
30207,Aradarum,,,geographic
589705,Araden,,,geographic
314887,Aradi,,,geographic
668197,Arados,,,geographic
932432,Arados,,,geographic
240863,Aradoukka,,,geographic
240863,Aradoukta,,,geographic
260487,Aradoukta,,,geographic
260488,Araducca,,,geographic
465854,Arae,,,geographic
240864,Arae Augusti,,,geographic
118572,Arae Flaviae,,,geographic
438682,Arae Muciae,,,geographic
363924,Arae Philaenorum,,,geographic
363935,Arae Philaenorum,,,geographic
363962,Arae Philaenorum,,,geographic
363925,Arae Philaenorum Pr.,,,geographic
240864,Arae Sestianae,,,geographic
69468,Araegenue,,,geographic
609317,Aragokome,,,geographic
863741,Aragos,,,geographic
912849,Arahtu,,,geographic
30208,Arai,,,geographic
573108,Araia M.,,,geographic
570099,Arainon,,,geographic
573109,Araithyrea,,,geographic
662141,Arake,,,geographic
912810,Arakia,,,geographic
915829,Arakka,,,geographic
540656,Arakynthos M.,,,geographic
543635,Arakynthos M.,,,geographic
619111,Aralla,,,geographic
746712,Aramaua,,,geographic
278600,Arambys,,,geographic
83814,Aramis,,,geographic
147995,Aramo,,,geographic
795778,Aramum,,,geographic
798044,Aramum,,,geographic
50602,Arana,,,geographic
59766,Arana,,,geographic
628926,Aranda,,,geographic
746713,Arandara,,,geographic
255980,Arandis,,,geographic
147996,Arandunum,,,geographic
628926,Arane,,,geographic
628926,Arangae,,,geographic
376755,Arankai,,,geographic
255980,Aranni,,,geographic
573110,Arantia,,,geographic
573111,Arantinos Lophos,,,geographic
579876,Araphḗn,Ἀραφήν,grc,geographic
507368,Araplos,,,geographic
167652,Arar,,la,geographic
373734,Araraukeles,,,geographic
39291,Ararene,,,geographic
334493,Aras,,,geographic
628928,Arasaxa,,,geographic
60422,Arasmi,,,geographic
491528,Arason,,,geographic
814653,Arataei,,,geographic
59835,Arate,,,geographic
60423,Aratha,,,geographic
628928,Arathia,,,geographic
530807,Araththos,,,geographic
246181,Aratikos,,,geographic
246181,Aratis,,,geographic
265801,Aratispi,,,geographic
60433,Aratrioi,,,geographic
530807,Aratthos,Ἄρατθος,grc,geographic
718010,Aratu,,,geographic
246188,Arauakoi,,,geographic
609318,Araukome,,,geographic
844864,Araunia,,,geographic
147997,Araura,,,geographic
857036,Arauraka,,,geographic
857037,Arauraka,,,geographic
147998,Arauris,,,geographic
491528,Arauros,,,geographic
197133,Arausa,,,geographic
638760,Araxa,,,geographic
874336,Araxenon Pedion,,,geographic
59844,Araxes,,,geographic
59969,Araxes,,,geographic
884118,Araxes,,,geographic
897715,Araxes,,,geographic
922672,Araxes,,,geographic
922701,Araxes,,,geographic
570101,Araxos Pr.,promunturium Araxus,la,geographic
197134,Arba,,,geographic
197135,Arba,,,geographic
573112,Arba,,,geographic
874341,Arba-ilu,,,geographic
60424,Arbaca,,,geographic
59691,Arbae,,,geographic
874341,Arbail,,,geographic
874341,Arbailu,,,geographic
874341,"Arbairā, Arbaira",,peo,geographic
465855,Arbalai,,,geographic
874688,Arban,,,geographic
138189,Arbatilicum,,,geographic
874340,Arbayestan,,,geographic
874341,"Arbaʾil, Arbaʾilu, Arbailu, Arba'il, Arba'ilu, Arbail",,akk,geographic
874341,Arbaʾilu,,,geographic
89104,Arbeia,Arbeia,la,geographic
511154,Arbeila,,,geographic
510671523,Arbel,,ka,geographic
678028,Arbela,,,geographic
678029,Arbela,,,geographic
874341,Arbela,,,geographic
465855,Arbele,,,geographic
874341,Arbelitis,,,geographic
893939,Arbelitis,,,geographic
59691,Arbies,,,geographic
874341,Arbil,Arbil,en,geographic
874341,Arbil,,,geographic
229528,Arbinatai,,,geographic
589808,Arbion M.,,,geographic
40049,Arbis,,,geographic
59675,Arbis,,,geographic
59690,Arbis,,,geographic
59697,Arbita M.,,,geographic
59697,Arbitani M.,,,geographic
59690,Arbius,,grc,geographic
187292,Arbon,,,geographic
483960,Arbon,,,geographic
187292,Arbor Felix,,,geographic
930164,Arboua,,,geographic
236340,Arboukale,,,geographic
260489,Arbua,,,geographic
510671523,"Arbēla, Arbela",,grc,geographic
641191181,"Arbēla, Arbela",,grc,geographic
874341,"Arbēla, Arbela",,syr,geographic
874341,"Arbēla, Arbela",,grc,geographic
678028,"Arbēla, Arbela, Arabella",,grc,geographic
874341,Arbīl,,,geographic
874341,"Arbīla, Arbila",,arb,geographic
510671523,"Arbẹl, Arbel",,hbo,geographic
628929,Arca,,,geographic
668198,Arca,,,geographic
570102,Arcadia,,la,geographic
874418,Arcaiapis,,,geographic
874366,Arcamo,,,geographic
438683,Arcanum,Arcanum,la,geographic
614606,Arcelaio,,,geographic
874299107,Arch of Constantine,Arch of Constantine,en,geographic
857039,Archabis,,,geographic
857040,Archabis Pr.,,,geographic
589707,Archaion Aphrodision,,,geographic
857041,Archaiopolis,,,geographic
628930,Archalla,,,geographic
727076,Archandropolis,,,geographic
30209,Archedotis,,,geographic
540657,"Archegetes, T.",,,geographic
520962,Archeion,,,geographic
628930,Archelais,,,geographic
687831,Archelais,,,geographic
741430,Archelais,,,geographic
614607,Archelaou Kome,,,geographic
874343,Archene,,,geographic
465856,Archidemia Fons,,,geographic
376756,Archile,,,geographic
599512,"Archilocheion, T.",,,geographic
759544,Archiou,,,geographic
897716,Archous,,,geographic
912811,Archous,,,geographic
452264,Arciade,,,geographic
206933,Arcidava,,,geographic
30209,Arciotis,,,geographic
874373,"Arcn, Erzen, Artsn, Arzen",,hy,geographic
457780134,Arco di Adriano,Arco di Adriano,it,geographic
568637774,Arco di Traiano,Arco di Traiano,it,geographic
240865,Arcobriga,,,geographic
246183,Arcobriga,,,geographic
260490,Arcobriga,,,geographic
507369,Arconesos,,,geographic
511155,Arctonnesos,,,geographic
874360,Arda,,,geographic
60425,Ardabae,,,geographic
854743,Ardabda,,,geographic
854743,Ardabda Heptatheos,,,geographic
884119,Ardabil,,,geographic
884119,Ardabil,,,geographic
884119,"Ardabīl, Ardabil, Ardebil, Ardobil",,fa,geographic
324668,Ardalius,,,geographic
442613,Ardaneae,,,geographic
716577,Ardanis Akron,,,geographic
922617,Ardashir-Khurra,,,geographic
481733,Ardaxanos,,,geographic
912821,Ardašir,,,geographic
912821,"Ardašīr, Ardashir",,fa,geographic
30207,Ardea,,,geographic
422843,Ardea,,,geographic
897717,Arderikka,Ἀρδέρικκα,grc,geographic
915830,Arderikka,,,geographic
582870,Ardettos M.,,,geographic
197136,Ardiaei,,,geographic
648568,Ardistama,,,geographic
60426,Ardone,,,geographic
79777,Ardotalia,Ardotalia,la,geographic
203098,Ardouba,,,geographic
108753,Arduenna Silva,,la,geographic
554191,Ardynion,,,geographic
422843,Ardéa,Ἀρδέα,grc,geographic
39292,Are,,,geographic
619109,Area,,,geographic
989143587,Area H,Area H,en,geographic
989143586,Area L,Area L,en,geographic
103123065,Area Sacra di Sant'Omobono,Area Sacra di Sant'Omobono,it,geographic
304296863,Area X,Area X,en,geographic
329185,Areakidai,,,geographic
167654,Arebrigium,,,geographic
123070,Aregelia,,,geographic
