provinceId,provinceName,chapter
PRO00559,Herculiani iuniores,Insignia viri illustris magistri militum praesentalis.
PRO00560,Nervii,Insignia viri illustris magistri militum praesentalis.
PRO00561,Matiarii iuniores,Insignia viri illustris magistri militum praesentalis.
PRO00562,Matiarii seniores,Insignia viri illustris magistri militum praesentalis.
PRO00563,Daci,Insignia viri illustris magistri militum praesentalis.
PRO00564,Scythae,Insignia viri illustris magistri militum praesentalis.
PRO00565,Primani,Insignia viri illustris magistri militum praesentalis.
PRO00566,Lanciarii iuniores,Insignia viri illustris magistri militum praesentalis.
PRO00567,Cornuti,Insignia viri illustris magistri militum praesentalis.
PRO00568,Constantiniani,Insignia viri illustris magistri militum praesentalis.
PRO00569,Sagittarii seniores Orientales,Insignia viri illustris magistri militum praesentalis.
PRO00570,Sagittarii iuniores Orientales,Insignia viri illustris magistri militum praesentalis.
PRO00571,Sagittarii dominici,Insignia viri illustris magistri militum praesentalis.
PRO00572,Vindices,Insignia viri illustris magistri militum praesentalis.
PRO00573,Bucinobantes,Insignia viri illustris magistri militum praesentalis.
PRO00574,Falchouarii,Insignia viri illustris magistri militum praesentalis.
PRO00575,Thraces,Insignia viri illustris magistri militum praesentalis.
PRO00576,Teruingi,Insignia viri illustris magistri militum praesentalis.
PRO00577,Felices Theodosiani,Insignia viri illustris magistri militum praesentalis.
PRO00578,Felices Arcadiani iuniores,Insignia viri illustris magistri militum praesentalis.
PRO00579,Secundi Theodosiani,Insignia viri illustris magistri militum praesentalis.
PRO00580,Quarti Theodosiani,Insignia viri illustris magistri militum praesentalis.
PRO00581,Prima Armeniaca,Insignia viri illustris magistri militum per Orientem.
PRO00582,Secunda Armeniaca,Insignia viri illustris magistri militum per Orientem.
PRO00583,Fortenses auxiliarii,Insignia viri illustris magistri militum per Orientem.
PRO00584,Funditores,Insignia viri illustris magistri militum per Orientem.
PRO00585,Prima Italica,Insignia viri illustris magistri militum per Orientem.
PRO00586,Quarta Italica,Insignia viri illustris magistri militum per Orientem.
PRO00587,Sexta Parthica,Insignia viri illustris magistri militum per Orientem.
PRO00588,Prima Isaura sagittaria,Insignia viri illustris magistri militum per Orientem.
PRO00589,Balistarii Theodosiaci,Insignia viri illustris magistri militum per Orientem.
PRO00590,Transtigritani,Insignia viri illustris magistri militum per Orientem.
PRO00591,Principem,Insignia viri illustris magistri militum per Orientem.
PRO00592,Scriniarios,Insignia viri illustris magistri militum per Orientem.
PRO00593,Mensores,Insignia viri illustris magistri militum per Orientem.
PRO00594,Exceptores et ceteros apparitores,Insignia viri illustris magistri militum per Orientem.
PRO00595,Solenses seniores,Insignia viri illustris magisteri militum per Thracias.
PRO00596,Menapii,Insignia viri illustris magisteri militum per Thracias.
PRO00597,Prima Maximiana Thebaeorum,Insignia viri illustris magisteri militum per Thracias.
PRO00598,Tertia Diocletiana Thebaeorum,Insignia viri illustris magisteri militum per Thracias.
PRO00599,Tertiodecimani,Insignia viri illustris magisteri militum per Thracias.
PRO00600,Quartodecimani,Insignia viri illustris magisteri militum per Thracias.
PRO00601,Prima Flavia gemina,Insignia viri illustris magisteri militum per Thracias.
PRO00602,Secunda Flavia gemina,Insignia viri illustris magisteri militum per Thracias.
PRO00603,Constantini seniores,Insignia viri illustris magisteri militum per Thracias.
PRO00604,Diuitenses Gallicani,Insignia viri illustris magisteri militum per Thracias.
PRO00605,Lanciarii Stobenses,Insignia viri illustris magisteri militum per Thracias.
PRO00606,Constantini Dafnenses,Insignia viri illustris magisteri militum per Thracias.
PRO00607,Balistarii Dafnenses,Insignia viri illustris magisteri militum per Thracias.
PRO00608,Balistarii iuniores,Insignia viri illustris magisteri militum per Thracias.
PRO00609,Pannoniciani iuniores,Insignia viri illustris magisteri militum per Thracias.
PRO00610,Taanni,Insignia viri illustris magisteri militum per Thracias.
PRO00611,Solenses Gallicani,Insignia viri illustris magisteri militum per Thracias.
PRO00612,Iulia Alexandria,Insignia viri illustris magisteri militum per Thracias.
PRO00613,Augustenses,Insignia viri illustris magisteri militum per Thracias.
PRO00614,Valentinianenses,Insignia viri illustris magisteri militum per Thracias.
PRO00615,Petulantes iuniores,Insignia viri illustris magistri militum per Illyricum.
PRO00616,Sagittarii lecti,Insignia viri illustris magistri militum per Illyricum.
PRO00617,Inuicti iuniores,Insignia viri illustris magistri militum per Illyricum.
PRO00618,Atecotti,Insignia viri illustris magistri militum per Illyricum.
PRO00619,Matiarii constantes,Insignia viri illustris magistri militum per Illyricum.
PRO00620,Martii,Insignia viri illustris magistri militum per Illyricum.
PRO00621,Dianenses,Insignia viri illustris magistri militum per Illyricum.
PRO00622,Germaniciani seniores,Insignia viri illustris magistri militum per Illyricum.
PRO00623,Secundani,Insignia viri illustris magistri militum per Illyricum.
PRO00624,Lanciarii Augustenses,Insignia viri illustris magistri militum per Illyricum.
PRO00625,Mineruii,Insignia viri illustris magistri militum per Illyricum.
PRO00626,"Scutaria et armorum, Damasci",Insignia viri illustris magistri officiorum.
PRO00627,"Scutaria et armorum, Antiochiae",Insignia viri illustris magistri officiorum.
PRO00628,";Clibanaria, Antiochiae",Insignia viri illustris magistri officiorum.
PRO00629,"Scutaria et armamentaria, Edesa",Insignia viri illustris magistri officiorum.
PRO00630,"Clibanaria, Caesarea Cappadociae",Insignia viri illustris magistri officiorum.
PRO00631,"Scutaria et armorum, Nicomediae",Insignia viri illustris magistri officiorum.
PRO00632,"Clibanaria, Nicomediae",Insignia viri illustris magistri officiorum.
PRO00633,"Scutaria et armorum, Sardis Lydiae",Insignia viri illustris magistri officiorum.
PRO00634,"Scutaria et armorum, Hadrianopolis Haemimonti",Insignia viri illustris magistri officiorum.
PRO00635,"Scutaria et armorum, Marcianopoli",Insignia viri illustris magistri officiorum.
PRO00636,Thessalonicensis,Insignia viri illustris magistri officiorum.
PRO00637,Naissatensis,Insignia viri illustris magistri officiorum.
PRO00638,Ratiarensis,Insignia viri illustris magistri officiorum.
PRO00639,Scutaria Horreomargensis,Insignia viri illustris magistri officiorum.
PRO00640,Adiutores duo,Insignia viri illustris magistri officiorum.
PRO00641,Fabricarum ters,Insignia viri illustris magistri officiorum.
PRO00642,Paedagogoia,Sub dispositione viri spectabilis castrensis.
PRO00643,Ministeriales dominici,Sub dispositione viri spectabilis castrensis.
PRO00644,Asia,Proconsul Asiae.
PRO00645,Principem de eodem officio,Proconsul Asiae.
PRO00646,Numerarios,Proconsul Asiae.
PRO00647,A libellis,Proconsul Asiae.
PRO00648,Exceptores et ceteros officiales,Proconsul Asiae.
PRO00649,Palestina,Comes Orientis.
PRO00650,Palestina secunda,Comes Orientis.
PRO00651,Palestina salutaris,Comes Orientis.
PRO00652,Arabia,Comes Orientis.
PRO00653,"Principem, qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit",Comes Orientis.
PRO00654,Commmentariensem,Comes Orientis.
PRO00655,Augustamnica,Praefectus Augustalis.
PRO00656,Lyaconia,Vicarius dioceseos Asianae.
PRO00657,Pisida,Vicarius dioceseos Asianae.
PRO00658,Commetariensem,Vicarius dioceseos Asianae.
PRO00659,Paflagonia,Vicarius dioceseos Ponticae.
PRO00660,"Ala secunda Ulpia Afrorum, Thaubasteos",Comes limitis Aegypti.
PRO00661,"Ala secunda Aegyptiorum, Tacasiria",Comes limitis Aegypti.
PRO00662,"Cohors prima sagittariorum, Naithu",Comes limitis Aegypti.
PRO00663,"Cohors prima Augusta Pannoniorum, Tohu",Comes limitis Aegypti.
PRO00664,"Cohors prima Epireorum, Castra Iudaeorum",Comes limitis Aegypti.
PRO00665,"Cohors quarta Iuthungorum, Affrodito",Comes limitis Aegypti.
PRO00666,"Cohors secunda Ituraeorum, Aiy",Comes limitis Aegypti.
PRO00667,"Cohors secunda Thracum, Muson",Comes limitis Aegypti.
PRO00668,"Cohors quarta Numidarum, Narmunthi",Comes limitis Aegypti.
PRO00669,Ordinarios,Dux Arabiae.
PRO00670,Numerarios et adiutores eorum,Dux Arabiae.
PRO00671,A libellis siue regerendarium,Dux Arabiae.
