candidateId,placeName,candidate,candidateNo,candidateType,chapter,document,nodeType,office,unit,canonicalName,province,region,latitude,longitude,confidence,notes,status,method,pleiadesId,pleiadesTitle,matchedName,matchCount
PLCAND00305,Lingonas,Lingonas,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,,UNMATCHED,,,,,0
PLCAND00306,Longovicio,Longovicio,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri Longovicanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00307,Luco,Luco,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Tribunus,cohortis Lucensis,,,,,,,,UNMATCHED,,,,,0
PLCAND00308,Luguvallii,Luguvallii,1,Place,Dux Britanniarum,Occidentis,unknown,,........................,,,,,,,,UNMATCHED,,,,,0
PLCAND00309,Lussonio,Lussonio,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,,UNMATCHED,,,,,0
PLCAND00310,Lussonio,Lussonio,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Praefectus,legionis secundae adiutricis,,,,,,,,UNMATCHED,,,,,0
PLCAND00311,Magis,Magis,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri Pacensium,,,,,,,,MATCH,EXACT,89237,Magis?,Magis,1
PLCAND00312,Maglone,Maglone,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,numeri Solensium,,,,,,,,MATCH,EXACT,89236,‘Maglone’,Maglone,1
PLCAND00313,Magnis,Magnis,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis secundae Dalmatarum,,,,,,,,AMBIGUOUS,EXACT,79587 | 89238,Magnis,Magnis,2
PLCAND00314,Maiocariri,Maiocariri,1,Place,Dux Mesopotamiae,Oriens,cohort,,Cohors quartadecima Valeria Zabdenorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00315,Mannatias,Mannatias,1,Place,Dux tractus Armoricani,Occidentis,unknown,Praefectus,militum superventorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00316,Maratha,Maratha,1,Place,Dux Osrhoenae,Oriens,cohort,,Cohors prima Eufratensis,,,,,,,,AMBIGUOUS,EXACT,40208 | 573359 | 876654,Maratha,Maratha,3
PLCAND00317,Marcianopoli,Marcianopoli,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00318,Marcis in litore Saxonico,Marcis in litore Saxonico,1,Place,Dux Belgicae secundae,Occidentis,equites,,Equites Dalmatae,,,,,,,,UNMATCHED,,,,,0
PLCAND00319,Margo,Margo,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxilium Margense,,,,,,,,UNMATCHED,,,,,0
PLCAND00320,Margo,Margo,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,classis Stradensis et Germensis,,,,,,,,UNMATCHED,,,,,0
PLCAND00321,Marinanae,Marinanae,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Tribunus,cohortis,,,,,,,,UNMATCHED,,,,,0
PLCAND00322,Marmantharum,Marmantharum,1,Place,Dux Syriae,Oriens,cohort,,Cohors tertia Valeria,,,,,,,,UNMATCHED,,,,,0
PLCAND00542,Tauruno siue Marsonia,Marsonia,2,Place,Dux Pannoniae,Occidentis,auxilia,,Auxilia ascarii,,,,,,,,UNMATCHED,,,,,0
PLCAND00323,Massiliae Graecorum,Massiliae Graecorum,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,militum musculariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00324,Matrice,Matrice,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites promoti,,,,,,,,MATCH,EXACT,432932,Matrice,Matrice,1
PLCAND00325,Matthana,Matthana,1,Place,Dux Syriae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,UNMATCHED,,,,,0
PLCAND00326,Maximianopoli,Maximianopoli,1,Place,Dux Thebaidos,Oriens,ala,,Ala tertia dromedariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00327,Maximianopoli,Maximianopoli,1,Place,Dux Thebaidos,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,UNMATCHED,,,,,0
PLCAND00328,Mediana,Mediana,1,Place,Dux Osrhoenae,Oriens,equites,,Equites sagittarii indigenae Medianenses,,,,,,,,AMBIGUOUS,EXACT,118840 | 207273 | 305107 | 674249,Med(iana?) | Mediana | Mediana/Meziana,Mediana,4
PLCAND00329,Mediolana,Mediolana,1,Place,Dux Moesiae secundae,Oriens,milites,,Milites Dacisci,,,,,,,,UNMATCHED,,,,,0
PLCAND00330,Mefa,Mefa,1,Place,Dux Arabiae,Oriens,equites,,Equites promoti indigenae,,,,,,,,UNMATCHED,,,,,0
PLCAND00331,Mefana - Cartha,Mefana,1,Place,Dux Mesopotamiae,Oriens,equites,,Equites sagittarii indigenae Arabanenses,,,,,,,,UNMATCHED,,,,,0
PLCAND00333,Melitena,Melitena,1,Place,Dux Armeniae,Oriens,unknown,Praefectus,legionis duodecimae fulminatae,,,,,,,,MATCH,EXACT,629040,Melitene,Melitena | Melitēna,1
PLCAND00334,Memfi,Memfi,1,Place,Comes limitis Aegypti,Oriens,legion,,Legio quinta Macadonica,,,,,,,,UNMATCHED,,,,,0
PLCAND00335,Menochiae,Menochiae,1,Place,Dux Palaestinae,Oriens,equites,,Equites promoti Illyriciani,,,,,,,,MATCH,LATIN_VARIANT,687964,Maon/Menoeis/Castrum Moenoenum,Menochia,1
PLCAND00336,Metita,Metita,1,Place,Dux Armeniae,Oriens,cohort,,Cohors tertia Ulpia miliaria Petraeorum,,,,,,,,MATCH,EXACT,874603,Metita,Metita,1
PLCAND00337,Miseno,Miseno,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis Misenatium,,,,,,,,UNMATCHED,,,,,0
PLCAND00338,Moahile,Moahile,1,Place,Dux Palaestinae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,MATCH,EXACT,748965,Moahile,Moahile,1
PLCAND00339,Mochora,Mochora,1,Place,Dux Armeniae,Oriens,cohort,,Cohors,,,,,,,,MATCH,EXACT,863842,Mocheresis,Mochora,1
PLCAND00340,Mogontiaco,Mogontiaco,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum armigerorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00341,Moleaatha,Moleaatha,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors prima Flavia,,,,,,,,UNMATCHED,,,,,0
PLCAND00342,Monte Iovis,Monte Iovis,1,Place,Dux Foenicis,Oriens,ala,,Ala prima Damascena,,,,,,,,UNMATCHED,,,,,0
PLCAND00343,Morbio,Morbio,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,equitum catafractariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00344,Motha,Motha,1,Place,Dux Arabiae,Oriens,equites,,Equites scutarii Illyriciani,,,,,,,,MATCH,EXACT,678289,Motha(na)/Motho?, Motha,1
PLCAND00345,Mursae,Mursae,1,Place,Dux Pannoniae,Occidentis,unknown,Praefectus,classis Histricae,,,,,,,,MATCH,LATIN_VARIANT,197389,Mursa,Mursa,1
PLCAND00346,Muson,Muson,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors secunda Thracum,,,,,,,,UNMATCHED,,,,,0
PLCAND00347,Mutheos,Mutheos,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors scutata civium Romanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00348,Naarsafari,Naarsafari,1,Place,Dux Arabiae,Oriens,ala,,Ala secunda Miliarensis,,,,,,,,UNMATCHED,,,,,0
PLCAND00349,Naithu,Naithu,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors prima sagittariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00350,Narmunthi,Narmunthi,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors quarta Numidarum,,,,,,,,UNMATCHED,,,,,0
PLCAND00351,Nazala,Nazala,1,Place,Dux Foenicis,Oriens,equites,,Equites promoti indigenae,,,,,,,,MATCH,EXACT,668315,Nazala,Nazala,1
PLCAND00352,Nee,Nee,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala octava Vandilorum,,,,,,,,MATCH,EXACT,554290,Nea Kome/Nee,Nee,1
PLCAND00353,Neia,Neia,1,Place,Dux Foenicis,Oriens,ala,,Ala prima Alamannorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00354,Nemetis,Nemetis,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum vindicum,,,,,,,,UNMATCHED,,,,,0
PLCAND00355,Neocaesereae,Neocaesereae,1,Place,Dux Syriae,Oriens,equites,,Equites Mauri Illyriciani,,,,,,,,UNMATCHED,,,,,0
PLCAND00356,Nicomediae,Nicomediae,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Clibanaria,,,,,,,,MATCH,LATIN_VARIANT,511337,Nicomedia,Nicomedia,1
PLCAND00357,Nicomediae,Nicomediae,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,,MATCH,LATIN_VARIANT,511337,Nicomedia,Nicomedia,1
PLCAND00358,Nitnu,Nitnu,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors nona Tzanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00359,Norici mediterranei et ripensis,Norici mediterranei,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,"Rationalis summarum Pannoniae prima, Valeriae",,,,,,,,UNMATCHED,,,,,0
PLCAND00361,Nouas,Nouas,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,legionis primae Italicae,,,,,,,,UNMATCHED,,,,,0
PLCAND00362,Nouas,Nouas,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,ripae legionis primae Italicae cohortis quintae pedaturae superioris,,,,,,,,UNMATCHED,,,,,0
PLCAND00363,Nouioduno,Nouioduno,1,Place,Dux Scythiae,Oriens,unknown,Praefectus,legionis primae Ioviae,,,,,,,,UNMATCHED,,,,,0
PLCAND00364,Nouioduno,Nouioduno,1,Place,Dux Scythiae,Oriens,unknown,Praefectus,ripae legionis primae Ioviae cohortis quintae pedaturae superioris,,,,,,,,UNMATCHED,,,,,0
PLCAND00365,Nouioduro,Nouioduro,1,Place,Dux Scythiae,Oriens,milites,,Milites primi Constantini,,,,,,,,UNMATCHED,,,,,0
PLCAND00366,Novariae,Novariae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,,MATCH,LATIN_VARIANT,383717,Novaria,Novaria,1
PLCAND00079,Arsaciana siue Novas,Novas,2,Place,Dux Pannoniae,Occidentis,auxilia,,Auxilia Novensia,,,,,,,,UNMATCHED,,,,,0
PLCAND00367,Novas,Novas,1,Place,Dux Pannoniae,Occidentis,equites,,Equites Dalmatae,,,,,,,,UNMATCHED,,,,,0
PLCAND00368,Noviomago Belgicae secundae,Noviomago Belgicae secundae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Batavorum Contraginnensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00369,Novis,Novis,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,militum exploratorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00275,Hibeos - Oaseos maioris,Oaseos maioris,2,Place,Dux Thebaidos,Oriens,ala,,Ala prima Abasgorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00370,Oasi maiore,Oasi maiore,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Abasgorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00371,Oasi minore,Oasi minore,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala secunda Armeniorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00372,Oasi minore - Trimtheos,Oasi minore,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Quadorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00374,Occariba,Occariba,1,Place,Dux Syriae,Oriens,equites,,Equites promoti Illyriciani,,,,,,,,UNMATCHED,,,,,0
PLCAND00375,Odiabo,Odiabo,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,,UNMATCHED,,,,,0
PLCAND00376,Oesco,Oesco,1,Place,Dux Daciae ripensis,Oriens,auxilia,,Auxilium Mariensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00377,Oesco,Oesco,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis quintae Macedonicae,,,,,,,,UNMATCHED,,,,,0
PLCAND00378,Olenaco,Olenaco,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,alae primae Herculeae,,,,,,,,UNMATCHED,,,,,0
PLCAND00379,Olitione,Olitione,1,Place,Dux provinciae Sequanici,Occidentis,milites,,Milites Latavienses,,,,,,,,UNMATCHED,,,,,0
PLCAND00380,Ombos,Ombos,1,Place,Dux Thebaidos,Oriens,legion,,Legio tertia Diocletiana,,,,,,,,AMBIGUOUS,EXACT,786079 | 789748,Omboi | Ombos,Ombos,2
PLCAND00381,Oneuatha,Oneuatha,1,Place,Dux Foenicis,Oriens,cohort,,Cohors quinta pacta Alamannorum,,,,,,,,MATCH,EXACT,678315,Oneuatha/*Anabatha,Oneuatha,1
PLCAND00382,operum alter,operum alter,1,Place,Insignia viri illustris praefecti praetorio per Illyricum,Oriens,unknown,,Numerarii quatuor; in his auri unus,,,,,,,,UNMATCHED,,,,,0
PLCAND00383,Opittergii,Opittergii,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,,UNMATCHED,,,,,0
PLCAND00384,or the legiones,or the legiones,1,Place,Qui numeri ex praedictis per infrascriptas provincias habeantur:,Occidentis,unknown,,Constantiniani.[same as Constantiaci,,,,,,,,UNMATCHED,,,,,0
PLCAND00385,Oraba,Oraba,1,Place,Dux Osrhoenae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,,MATCH,EXACT,874688,Shadikanni/Ar(a)ban/(H)Oraba?/*Castellum Arabum,Oraba,1
PLCAND00386,Oresa,Oresa,1,Place,Dux Syriae,Oriens,unknown,Praefectus,legionis quartae Scythicae,,,,,,,,MATCH,EXACT,668323,Oriza/Oruba/Oresa,Oresa,1
PLCAND00387,Osismis,Osismis,1,Place,Dux tractus Armoricani,Occidentis,unknown,Praefectus,militum Maurorum Osismiacorum,,,,,,,,MATCH,EXACT,69511,Gesocribate/Osismis,Osismis,1
PLCAND00388,Othonae,Othonae,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,numeri Fortensium,,,,,,,,MATCH,LATIN_VARIANT,79631,Othona,Othona,1
PLCAND00389,Otthara,Otthara,1,Place,Dux Foenicis,Oriens,equites,,Equites Mauri Illyriciani,,,,,,,,AMBIGUOUS,EXACT,668327 | 682570,Otthara,Otthara,2
PLCAND00390,Pacatiana,Pacatiana,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis Pacatianensis,,,,,,,,MATCH,EXACT,278631,Pacatiana,Pacatiana,1
PLCAND00391,Paetaonio,Paetaonio,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Tribunus,cohortis secundae Flaviae Pacatianae,,,,,,,,UNMATCHED,,,,,0
PLCAND00392,Palmira,Palmira,1,Place,Dux Foenicis,Oriens,unknown,Praefectus,legionis primae Illyricorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00393,Pampane,Pampane,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Iovia catafractariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00394,Pannoniae primae,Pannoniae primae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,Praepositus,thesaurorum Sabariensium,,,,,,,,UNMATCHED,,,,,0
PLCAND00395,Pannoniae secundae,Pannoniae secundae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Sirmensis,,,,,,,,UNMATCHED,,,,,0
PLCAND00396,Pannoniae secundae - translati Salonis,Pannoniae secundae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Bassianensis,,,,,,,,UNMATCHED,,,,,0
PLCAND00140,Caene - Parembole,Parembole,2,Place,Dux Armeniae,Oriens,cohort,,Cohors prima Lepidiana,,,,,,,,UNMATCHED,,,,,0
PLCAND00398,Parembole,Parembole,1,Place,Comes limitis Aegypti,Oriens,legion,,Legio secunda Traiana,,,,,,,,AMBIGUOUS,EXACT,481782 | 690830 | 736993 | 795840,Castra/Parembole | Parembole | Parembole?,Parembole,4
PLCAND00399,Parisius,Parisius,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis Anderetianorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00400,Parroduno,Parroduno,1,Place,Dux Raetiae,Occidentis,unknown,Tribunus,cohortis primae Herculeae Raetorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00401,Patauio,Patauio,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,,UNMATCHED,,,,,0
PLCAND00402,Peamu,Peamu,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors undecima Chamauorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00403,Pelusio,Pelusio,1,Place,Comes limitis Aegypti,Oriens,equites,,Equites stablesiani,,,,,,,,UNMATCHED,,,,,0
PLCAND00404,Pescla,Pescla,1,Place,Dux Thebaidos,Oriens,ala,,Ala Germanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00405,Petrianis,Petrianis,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,alae Petrianae,,,,,,,,UNMATCHED,,,,,0
PLCAND00406,Pictavis,Pictavis,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum et Taifalorum gentilium,,,,,,,,UNMATCHED,,,,,0
PLCAND00407,Pinco,Pinco,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum Constantacorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00408,Pinco,Pinco,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum Dalmatarum,,,,,,,,UNMATCHED,,,,,0
PLCAND00409,Pinianis,Pinianis,1,Place,Dux Raetiae,Occidentis,unknown,Tribunus,cohortis quintae Valeriae Frygum,,,,,,,,UNMATCHED,,,,,0
PLCAND00410,Pithiae,Pithiae,1,Place,Dux Armeniae,Oriens,ala,,Ala prima felix Theodosiana,,,,,,,,MATCH,EXACT,857283,Pityous,Pithiae,1
PLCAND00411,Poisrietemidos,Poisrietemidos,1,Place,Dux Thebaidos,Oriens,ala,,Ala secunda Hispanorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00412,Ponte Aeli,Ponte Aeli,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis primae Cornoviorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00495,Scythiam et Pontum,Pontum,2,Place,Insignia viri illustris comitis largitionum,Oriens,unknown,,per Moesiam,,,,,,,,UNMATCHED,,,,,0
PLCAND00413,Portu Epatiaci,Portu Epatiaci,1,Place,Dux Belgicae secundae,Occidentis,unknown,Tribunus,militum Neruiorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00414,Portum Adurni,Portum Adurni,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,numeri exploratorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00415,Praesidio,Praesidio,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,equitum Dalmatarum,,,,,,,,MATCH,EXACT,746796,‘Praesidio’,Praesidio,1
PLCAND00416,Praesidio,Praesidio,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors quarta Frygium,,,,,,,,MATCH,EXACT,746796,‘Praesidio’,Praesidio,1
PLCAND00417,Precteos,Precteos,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Valeria dromedariorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00418,Procolitia,Procolitia,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis primae Batavorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00419,provinciae Tripolitanae,provinciae Tripolitanae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator bafii Girbitani,,,,,,,,UNMATCHED,,,,,0
PLCAND00420,provinciae Viennensis,provinciae Viennensis,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Arelatiensis,,,,,,,,UNMATCHED,,,,,0
PLCAND00421,Psinaula,Psinaula,1,Place,Dux Thebaidos,Oriens,ala,,Ala secunda Herculia dromedariorum,,,,,,,,MATCH,EXACT,756628,Psinabla,Psinaula,1
PLCAND00422,Quadratis et Eporizio,Quadratis,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,,UNMATCHED,,,,,0
PLCAND00424,Quadrato,Quadrato,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites Mauri,,,,,,,,UNMATCHED,,,,,0
PLCAND00425,quadriborgio,quadriborgio,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Tribunus,cohortis,,,,,,,,UNMATCHED,,,,,0
PLCAND00426,Quadriburgio,Quadriburgio,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites sagittarii,,,,,,,,UNMATCHED,,,,,0
PLCAND00427,quam civilium,quam civilium,1,Place,Primicerius notariorum,Oriens,unknown,,"Omnis dignitatum et amministrationum notitia, tam militarium",,,,,,,,UNMATCHED,,,,,0
PLCAND00428,qui adorata clementia principali cum insignibus exit transacto biennio,qui adorata clementia principali cum insignibus exit transacto biennio,1,Place,Proconsul Achaiae,Oriens,unknown,,Principem de scola agentum in rebus ducenarium,,,,,,,,UNMATCHED,,,,,0
PLCAND00429,qui adorata clementia principalis cum insignibus exit,qui adorata clementia principalis cum insignibus exit,1,Place,Comes limitis Aegypti,Oriens,unknown,,Principem de scola agentum in rebus ducenarium,,,,,,,,UNMATCHED,,,,,0
PLCAND00430,qui completa militia adorat protector,qui completa militia adorat protector,1,Place,Dux Moesiae primae,Oriens,unknown,,Principem de eodem officio,,,,,,,,UNMATCHED,,,,,0
PLCAND00431,qui completa militia adorat protector,qui completa militia adorat protector,1,Place,Dux Moesiae secundae,Oriens,unknown,,Principem de eodem officio,,,,,,,,UNMATCHED,,,,,0
PLCAND00432,qui completa militia adorat protector,qui completa militia adorat protector,1,Place,Dux Scythiae,Oriens,unknown,,Principem de eodem officio,,,,,,,,UNMATCHED,,,,,0
PLCAND00433,qui completa militia adoratÝprotector,qui completa militia adoratÝprotector,1,Place,Dux Daciae ripensis,Oriens,unknown,,Principem de eodem officio,,,,,,,,UNMATCHED,,,,,0
PLCAND00434,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,1,Place,Comes Orientis,Oriens,unknown,,Principem,,,,,,,,UNMATCHED,,,,,0
PLCAND00435,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,1,Place,Praefectus Augustalis,Oriens,unknown,,Principem,,,,,,,,UNMATCHED,,,,,0
PLCAND00436,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,1,Place,Vicarius dioceseos Asianae,Oriens,unknown,,Principem,,,,,,,,UNMATCHED,,,,,0
PLCAND00437,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit transacto biennio,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit transacto biennio,1,Place,Vicarius dioceseos Ponticae,Oriens,unknown,,Principem,,,,,,,,UNMATCHED,,,,,0
PLCAND00438,qui de scola agentum in rebus est,qui de scola agentum in rebus est,1,Place,Vicarius dioceseos Thraciarum,Oriens,unknown,,Principem,,,,,,,,UNMATCHED,,,,,0
PLCAND00439,qui numerarii fiunt,qui numerarii fiunt,1,Place,Insignia viri illustris magisteri militum per Thracias,Oriens,unknown,,Primiscrinios,,,,,,,,UNMATCHED,,,,,0
PLCAND00440,qui numerarii fiunt,qui numerarii fiunt,1,Place,Insignia viri illustris magistri militum per Illyricum,Oriens,unknown,,Primiscrinios,,,,,,,,UNMATCHED,,,,,0
PLCAND00441,qui Numerarii fiunt,qui Numerarii fiunt,1,Place,Insignia viri illustris magistri militum praesentalis,Oriens,unknown,,Primiscrinios,,,,,,,,UNMATCHED,,,,,0
PLCAND00442,qui numerarii fiunt,qui numerarii fiunt,1,Place,Insignia viri illustris magistri militum praesentalis,Oriens,unknown,,Primiscrinios,,,,,,,,UNMATCHED,,,,,0
PLCAND00443,qui primicerius est exceptorum,qui primicerius est exceptorum,1,Place,Insignia viri illustris comitis largitionum,Oriens,unknown,,Secundocerium offici,,,,,,,,UNMATCHED,,,,,0
PLCAND00444,qui primicerius est exceptorum,qui primicerius est exceptorum,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,,Secundicerium officii,,,,,,,,UNMATCHED,,,,,0
PLCAND00445,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Consularis Campaniae,Occidentis,unknown,,Exceptores et reliquos cohortalinos,,,,,,,,UNMATCHED,,,,,0
PLCAND00446,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Consularis Palaestinae,Oriens,unknown,,Exceptores et ceteros cohortalinos,,,,,,,,UNMATCHED,,,,,0
PLCAND00447,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Corrector Apuliae et Calabriae,Occidentis,unknown,,Exceptores et ceteros cohortalinos,,,,,,,,UNMATCHED,,,,,0
PLCAND00448,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Praeses Dalmatiae,Occidentis,unknown,,Exceptores et reliquos cohortalinos,,,,,,,,UNMATCHED,,,,,0
PLCAND00449,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Praeses Thebaidos,Oriens,unknown,,Exceptores et ceteros cohortalinos,,,,,,,,UNMATCHED,,,,,0
PLCAND00450,Quintanis,Quintanis,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,alae primae Flaviae Raetorum,,,,,,,,UNMATCHED,,,,,0
PLCAND00451,Raetiae secundae,Raetiae secundae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,Praepositus,thesaurorum Augustae Vindelicensis,,,,,,,,UNMATCHED,,,,,0
PLCAND00452,Rasin,Rasin,1,Place,Dux Osrhoenae,Oriens,equites,,Equites primi Osrhoeni,,,,,,,,MATCH,EXACT,876684,Rasin/Rhasios,Rasin,1
PLCAND00453,Ratiaria,Ratiaria,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis tertiaedecimae geminae,,,,,,,,MATCH,EXACT,207376,Ratiaria,Ratiaria,1
