occurrenceId,document,chapter,sourceLine,placeName,placeSource,office,unit,declaredProvince,explicitProvince,hardProvince,softProvince,expectedProvince,region,contextText,candidateRank,pleiadesId,pleiadesName,candidate,rule,tier,latitude,longitude,featureType,gisProvince,geojsonId,nearestProvince,nearestGeojsonId,nearestKm,nameSimilarity,contextStatus,contextScore,similarity
OCC000040,Occidentis,Insignia viri illustris comitis sacrarum largitionum,798,Bassianensis,unit,Procurator,gynaecii Bassianensis,,,,,,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,1,197160,Bassiana,Bassiana,toponymic_ensis,1,47.254062,16.935227,unknown,PANNONIA SUPERIOR,86,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000040,Occidentis,Insignia viri illustris comitis sacrarum largitionum,798,Bassianensis,unit,Procurator,gynaecii Bassianensis,,,,,,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,2,206960,Bassiana,Bassiana,toponymic_ensis,1,44.968484,19.975113,unknown,PANNONIA INFERIOR,76,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000040,Occidentis,Insignia viri illustris comitis sacrarum largitionum,798,Bassianensis,unit,Procurator,gynaecii Bassianensis,,,,,,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,3,874643,Bassiane,Bassiane,toponymic_ensis,1,39.5,41.5,unknown,,,ARMENIA MINOR,64,156.98,1.0,NO_POLYGON,0.000,1.000
OCC000041,Occidentis,Insignia viri illustris comitis sacrarum largitionum,798,Salonis,transfer,Procurator,gynaecii Bassianensis,,,,,,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,1,109300,Sablones,Salones,original_case,0,51.372731,6.172374,unknown,GERMANIA II,95,,,,0.875,NO_CONTEXT,0.000,0.875
OCC000043,Occidentis,Insignia viri illustris comitis sacrarum largitionum,800,Iovensis,unit,Procurator,gynaecii Iovensis Dalmatiae - Aspalato,dalmatiae,,dalmatiae,,dalmatiae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,1,197191,Iovia,Iovia,toponymic_ensis,1,45.854409,17.51076,unknown,SAVIA,79,,,,1.0,HARD_MISMATCH,0.375,1.000
OCC000043,Occidentis,Insignia viri illustris comitis sacrarum largitionum,800,Iovensis,unit,Procurator,gynaecii Iovensis Dalmatiae - Aspalato,dalmatiae,,dalmatiae,,dalmatiae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,2,197326,Iovia,Iovia,toponymic_ensis,1,46.253769,16.61509,unknown,SAVIA,79,,,,1.0,HARD_MISMATCH,0.375,1.000
OCC000043,Occidentis,Insignia viri illustris comitis sacrarum largitionum,800,Iovensis,unit,Procurator,gynaecii Iovensis Dalmatiae - Aspalato,dalmatiae,,dalmatiae,,dalmatiae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,3,197327,Iovia,Iovia,toponymic_ensis,1,46.427019,18.083331,unknown,PANNONIA SUPERIOR,86,,,,1.0,HARD_MISMATCH,0.375,1.000
OCC000043,Occidentis,Insignia viri illustris comitis sacrarum largitionum,800,Iovensis,unit,Procurator,gynaecii Iovensis Dalmatiae - Aspalato,dalmatiae,,dalmatiae,,dalmatiae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,4,642530,Iovia,Iovia,toponymic_ensis,1,,,unknown,,,,,,1.0,HARD_UNVERIFIED,0.000,1.000
OCC000043,Occidentis,Insignia viri illustris comitis sacrarum largitionum,800,Iovensis,unit,Procurator,gynaecii Iovensis Dalmatiae - Aspalato,dalmatiae,,dalmatiae,,dalmatiae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,5,786042,Iovis,Iovis,toponymic_ensis,1,25.151713,34.056443,unknown,,,THEBAIS,1,42.41,1.0,HARD_UNVERIFIED,0.000,1.000
OCC000057,Occidentis,Insignia viri illustris comitis sacrarum largitionum,811,Ventensis,unit,Procurator,gynaecii (in Britannis) Ventensis,,,,,,Britannis,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,1,79734,Venta,Venta,toponymic_ensis,1,51.063,-1.317,settlement,BRITANNIAE I AND II,96,,,,1.0,NO_CONTEXT,0.000,1.000
