occurrenceId,document,chapter,sourceLine,placeName,placeSource,office,unit,declaredProvince,explicitProvince,hardProvince,softProvince,expectedProvince,region,contextText,candidateRank,pleiadesId,pleiadesName,candidate,rule,tier,latitude,longitude,featureType,gisProvince,geojsonId,nearestProvince,nearestGeojsonId,nearestKm,nameSimilarity,contextStatus,contextScore,similarity
OCC000057,Occidentis,Insignia viri illustris comitis sacrarum largitionum,811,Ventensis,unit,Procurator,gynaecii (in Britannis) Ventensis,,,,,,Britannis,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,2,79735,Venta,Venta,toponymic_ensis,1,52.5835,1.2909,settlement,BRITANNIAE I AND II,96,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000057,Occidentis,Insignia viri illustris comitis sacrarum largitionum,811,Ventensis,unit,Procurator,gynaecii (in Britannis) Ventensis,,,,,,Britannis,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores gynaeciorum,3,79733,Venta,Venta,toponymic_ensis,1,51.61124,-2.768088,unknown,BRITANNIAE I AND II,96,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000058,Occidentis,Insignia viri illustris comitis sacrarum largitionum,813,Viennensis,unit,Procurator,linyfii Viennensis,,,,,,Galliarum,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores linyfiorum,1,991340,Viennensis,Viennensis,original,0,42.5,7.5,unknown,,,CORSICA,46,89.23,1.0,NO_POLYGON,0.000,1.000
OCC000058,Occidentis,Insignia viri illustris comitis sacrarum largitionum,813,Viennensis,unit,Procurator,linyfii Viennensis,,,,,,Galliarum,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores linyfiorum,2,992074,Viennensis,Viennensis,original,0,42.5,-2.5,unknown,TARRACONENSIS,61,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000058,Occidentis,Insignia viri illustris comitis sacrarum largitionum,813,Viennensis,unit,Procurator,linyfii Viennensis,,,,,,Galliarum,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores linyfiorum,3,128537,Vienna,Vienna,toponymic_ensis,1,48.211345,16.373946,unknown,NORICUM RIPENSE,89,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000058,Occidentis,Insignia viri illustris comitis sacrarum largitionum,813,Viennensis,unit,Procurator,linyfii Viennensis,,,,,,Galliarum,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores linyfiorum,4,167719,Vienne,Vienne,toponymic_ensis,1,45.524817,4.878717,unknown,VIENNENSIS,78,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000058,Occidentis,Insignia viri illustris comitis sacrarum largitionum,813,Viennensis,unit,Procurator,linyfii Viennensis,,,,,,Galliarum,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores linyfiorum,5,138652,Vienne,Vienne,toponymic_ensis,1,45.6838586,2.0783742,river,AQUITANIA I,83,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000062,Occidentis,Insignia viri illustris comitis sacrarum largitionum,818,Cissensis,unit,Procurator,bafii Cissensis,Venetiae et Histriae,,Venetiae et Histriae,,Venetiae et Histriae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,1,295253,Cissi,Cissi,toponymic_ensis,1,36.876494,3.740818,unknown,MAURETANIA CAESARIENSIS,12,,,,1.0,HARD_MISMATCH,0.422,1.000
OCC000062,Occidentis,Insignia viri illustris comitis sacrarum largitionum,818,Cissensis,unit,Procurator,bafii Cissensis,Venetiae et Histriae,,Venetiae et Histriae,,Venetiae et Histriae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,2,197210,Cissa,Cissa,toponymic_ensis,1,44.550965,14.918037,unknown,DALMATIA,72,,,,1.0,HARD_MISMATCH,0.312,1.000
OCC000062,Occidentis,Insignia viri illustris comitis sacrarum largitionum,818,Cissensis,unit,Procurator,bafii Cissensis,Venetiae et Histriae,,Venetiae et Histriae,,Venetiae et Histriae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,3,197211,Cissa,Cissa,toponymic_ensis,1,44.54,14.91,island,DALMATIA,72,,,,1.0,HARD_MISMATCH,0.312,1.000
OCC000062,Occidentis,Insignia viri illustris comitis sacrarum largitionum,818,Cissensis,unit,Procurator,bafii Cissensis,Venetiae et Histriae,,Venetiae et Histriae,,Venetiae et Histriae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,4,246452,Cissis,Cissis,toponymic_ensis,1,41.089418,1.185439,unknown,,,TARRACONENSIS,61,0.78,1.0,HARD_NEAR_MISMATCH,0.170,1.000
OCC000062,Occidentis,Insignia viri illustris comitis sacrarum largitionum,818,Cissensis,unit,Procurator,bafii Cissensis,Venetiae et Histriae,,Venetiae et Histriae,,Venetiae et Histriae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,5,711224,Cissus,Cissus,toponymic_ensis,1,,,unknown,,,,,,1.0,HARD_UNVERIFIED,0.000,1.000
OCC000064,Occidentis,Insignia viri illustris comitis sacrarum largitionum,821,Girbitani,unit,Procurator,bafii Girbitani,Tripolitanae,,Tripolitanae,,Tripolitanae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,1,344383,Girba,Girba,toponymic_alias,0,33.877937,10.857207,unknown,TRIPOLITANA,4,,,,1.0,HARD_MATCH,1.000,1.000
OCC000064,Occidentis,Insignia viri illustris comitis sacrarum largitionum,821,Girbitani,unit,Procurator,bafii Girbitani,Tripolitanae,,Tripolitanae,,Tripolitanae,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,2,344440,Girba,Girba,toponymic_alias,0,33.783333,10.883333,island,TRIPOLITANA,4,,,,1.0,HARD_MATCH,1.000,1.000
OCC000066,Occidentis,Insignia viri illustris comitis sacrarum largitionum,823,Telonensis,unit,Procurator,bafii Telonensis,,,,,,Galliarum,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,1,138613,Telonnum,Telonum,toponymic_ensis,1,44.344703,-0.87479,unknown,AQUITANIA II,84,,,,0.875,NO_CONTEXT,0.000,0.875
OCC000066,Occidentis,Insignia viri illustris comitis sacrarum largitionum,823,Telonensis,unit,Procurator,bafii Telonensis,,,,,,Galliarum,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,2,177638,Telonnum,Telonum,toponymic_ensis,1,46.69423,4.138821,unknown,LUGDUNENSIS I,87,,,,0.875,NO_CONTEXT,0.000,0.875
OCC000067,Occidentis,Insignia viri illustris comitis sacrarum largitionum,824,Narbonensis,unit,Procurator,bafii Narbonensis,,,,,,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,1,148141,Narbonensis,Narbonensis,original,0,43.75,4.25,unknown,NARBONENSIS I,63,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000067,Occidentis,Insignia viri illustris comitis sacrarum largitionum,824,Narbonensis,unit,Procurator,bafii Narbonensis,,,,,,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,2,981537,Narbonensis,Narbonensis,original,0,42.4395125,3.1766232,unknown,NARBONENSIS I,63,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000067,Occidentis,Insignia viri illustris comitis sacrarum largitionum,824,Narbonensis,unit,Procurator,bafii Narbonensis,,,,,,,Insignia viri illustris comitis sacrarum largitionum / Insignia viri illustris comitis sacrarum largitionum / Procuratores bafiorum,3,246199,Narbon,Narbon,toponymic_ensis_stem,1,43.2125,3.240278,river,,,NARBONENSIS I,63,0.12,1.0,NO_POLYGON,0.000,1.000
OCC000072,Occidentis,Insignia viri illustris comitis privatarum,878,Viuarensis,unit,Procurator,gynaecei Viuarensis rei privatae Metti translata anhelat,,,,,,,Insignia viri illustris comitis privatarum / Insignia viri illustris comitis privatarum / Sub dispositione viri illustris comitis rerum privatarum,1,167974,Vivarium,Viuarum,toponymic_ensis,1,44.482355,4.688631,unknown,VIENNENSIS,78,,,,0.875,NO_CONTEXT,0.000,0.875
OCC000072,Occidentis,Insignia viri illustris comitis privatarum,878,Viuarensis,unit,Procurator,gynaecei Viuarensis rei privatae Metti translata anhelat,,,,,,,Insignia viri illustris comitis privatarum / Insignia viri illustris comitis privatarum / Sub dispositione viri illustris comitis rerum privatarum,2,452492,Vivarium,Viuarum,toponymic_ensis,1,38.737999,16.55254,unknown,,,LUCANIA ET BRUTTII,31,0.38,0.875,NO_POLYGON,0.000,0.875
OCC000079,Occidentis,Comes Africae,1084,Zabensis,limes,Praepositus,limitis Zabensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,1,464208932,Zabum,Zabum,toponymic_ensis,1,42.5,42.5,settlement,,,PONTUS POLEMONIACUS,73,242.14,1.0,NO_POLYGON,0.000,1.000
OCC000079,Occidentis,Comes Africae,1084,Zabensis,limes,Praepositus,limitis Zabensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,2,299023,Zabenses,Zabenses,original_case,0,,,unknown,,,,,,1.0,NO_POLYGON,0.000,1.000
OCC000079,Occidentis,Comes Africae,1084,Zabensis,limes,Praepositus,limitis Zabensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,3,334668,Zabi,Zabi,toponymic_ensis,1,35.700152,4.545042,unknown,MAURETANIA SITIFENSIS,10,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000079,Occidentis,Comes Africae,1084,Zabensis,limes,Praepositus,limitis Zabensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,4,50338,Zaba,Zaba,toponymic_ensis,1,6.4,81.716667,island,,,OSRHOENE,37,5568.65,1.0,NO_POLYGON,0.000,1.000
OCC000084,Occidentis,Comes Africae,1089,Tablatensis,limes,Praepositus,limitis Tablatensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,1,344494,Tabalati,Tablati,toponymic_ensis,1,32.930463,10.453562,unknown,TRIPOLITANA,4,,,,0.875,NO_CONTEXT,0.000,0.875
OCC000089,Occidentis,Comes Africae,1093,Bidensis,limes,Praepositus,limitis Bidensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,1,295228,Bida,Bida,toponymic_ensis,1,36.682306,4.282988,unknown,MAURETANIA CAESARIENSIS,12,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000089,Occidentis,Comes Africae,1093,Bidensis,limes,Praepositus,limitis Bidensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,2,462113,Bidis,Bidis,toponymic_ensis,1,37.062471,14.549924,unknown,SICILIA,18,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000089,Occidentis,Comes Africae,1093,Bidensis,limes,Praepositus,limitis Bidensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,3,465868,Bidis,Bidis,toponymic_ensis,1,,,unknown,,,,,,1.0,NO_POLYGON,0.000,1.000
OCC000090,Occidentis,Comes Africae,1094,Badensis,limes,Praepositus,limitis Badensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,1,494541,Bada,Bada,toponymic_ensis,1,,,unknown,,,,,,1.0,NO_POLYGON,0.000,1.000
OCC000090,Occidentis,Comes Africae,1094,Badensis,limes,Praepositus,limitis Badensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,2,30216,Badis,Badis,toponymic_ensis,1,,,unknown,,,,,,1.0,NO_POLYGON,0.000,1.000
OCC000090,Occidentis,Comes Africae,1094,Badensis,limes,Praepositus,limitis Badensis,,,,,,,Comes Africae / Comes Africae / Sub dispositione viri spectabilis comitis Africae / Limitanei,3,39311,Badis,Badis,toponymic_ensis,1,15.220499,42.980529,unknown,,,THEBAIS,1,1414.49,1.0,NO_POLYGON,0.000,1.000
OCC000095,Occidentis,Comes Tingitaniae,1114,Sala,tail,Tribunus,cohortis,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,1,197482,Sala,Sala,original,0,46.846569,16.585295,unknown,PANNONIA SUPERIOR,86,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000095,Occidentis,Comes Tingitaniae,1114,Sala,tail,Tribunus,cohortis,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,2,256417,Sala,Sala,original,0,37.181512,-5.781536,unknown,BAETICA,25,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000095,Occidentis,Comes Tingitaniae,1114,Sala,tail,Tribunus,cohortis,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,3,275696,Sala,Sala,original,0,34.015037,-6.832732,unknown,MAURETANIA TINGITANA,14,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000095,Occidentis,Comes Tingitaniae,1114,Sala,tail,Tribunus,cohortis,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,4,614824,Sala,Sala,original,0,,,unknown,,,,,,1.0,NO_POLYGON,0.000,1.000
OCC000095,Occidentis,Comes Tingitaniae,1114,Sala,tail,Tribunus,cohortis,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,5,866051,Sala,Sala,original,0,,,unknown,,,,,,1.0,NO_POLYGON,0.000,1.000
OCC000097,Occidentis,Comes Tingitaniae,1116,Tabernas,tail,Tribunus,cohortis tertiae Asturum,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,1,109361,Tabernae,Tabernae,original_case,0,49.668682,6.5162051,unknown,BELGICA I,92,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000097,Occidentis,Comes Tingitaniae,1116,Tabernas,tail,Tribunus,cohortis tertiae Asturum,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,2,109362,Tabernae,Tabernae,original_case,0,49.119313,8.278086,unknown,GERMANIA I,93,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000097,Occidentis,Comes Tingitaniae,1116,Tabernas,tail,Tribunus,cohortis tertiae Asturum,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,3,275729,Tabernae,Tabernae,original_case,0,35.333689,-5.981627,unknown,MAURETANIA TINGITANA,14,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000097,Occidentis,Comes Tingitaniae,1116,Tabernas,tail,Tribunus,cohortis tertiae Asturum,,,,,,,Comes Tingitaniae / Comes Tingitaniae / Sub dispositione viri spectabilis comitis Tingitaniae / Limitanei,4,114798,Taberna,Taberna,original_case,0,,,unknown,,,,,,1.0,NO_POLYGON,0.000,1.000
OCC000100,Occidentis,Comes litoris Saxonici per Britanniam,1138,Dubris,tail,Praepositus,militum Tungrecanorum,,,,,,,Comes litoris Saxonici per Britanniam / Comes litoris Saxonici per Britanniam / Sub dispositione viri spectabilis comitis litoris Saxonici per Britanniam,1,79646,Portus Dubris,Portus Dubris,toponymic_alias,0,51.123013,1.307512,unknown,BRITANNIAE I AND II,96,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000100,Occidentis,Comes litoris Saxonici per Britanniam,1138,Dubris,tail,Praepositus,militum Tungrecanorum,,,,,,,Comes litoris Saxonici per Britanniam / Comes litoris Saxonici per Britanniam / Sub dispositione viri spectabilis comitis litoris Saxonici per Britanniam,2,118912,Portus,Portus,first_word,1,48.893378,8.70439,unknown,,,GERMANIA I,93,37.19,1.0,NO_POLYGON,0.000,1.000
OCC000100,Occidentis,Comes litoris Saxonici per Britanniam,1138,Dubris,tail,Praepositus,militum Tungrecanorum,,,,,,,Comes litoris Saxonici per Britanniam / Comes litoris Saxonici per Britanniam / Sub dispositione viri spectabilis comitis litoris Saxonici per Britanniam,3,423012,Portus,Portus,first_word,1,41.779721,12.257974,unknown,TUSCIA ET UMBRIA,60,,,,1.0,NO_CONTEXT,0.000,1.000
OCC000113,Occidentis,Dux et praeses provinciae Mauritaniae,1178,Audiensis,limes,Praepositus,limitis Audiensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,1,236357,Auriensis,Audiensis,original,0,42.340013,-7.864602,unknown,GALLAECIA,69,,,,0.8888888888888888,SOFT_MISMATCH,0.286,0.889
OCC000115,Occidentis,Dux et praeses provinciae Mauritaniae,1180,Augustensis,limes,Praepositus,limitis Augustensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,1,206935,Augusta,Augusta,toponymic_ensis,1,43.5,23.5,unknown,DACIA RIPENSIS,71,,,,1.0,SOFT_MISMATCH,0.473,1.000
OCC000115,Occidentis,Dux et praeses provinciae Mauritaniae,1180,Augustensis,limes,Praepositus,limitis Augustensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,2,79574,Augusta,Augusta,toponymic_ensis,1,51.513335,-0.088949,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MISMATCH,0.436,1.000
OCC000115,Occidentis,Dux et praeses provinciae Mauritaniae,1180,Augustensis,limes,Praepositus,limitis Augustensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,3,167658,Augusta,Augusta,toponymic_ensis,1,44.715501,5.05726,unknown,VIENNENSIS,78,,,,1.0,SOFT_MISMATCH,0.327,1.000
OCC000115,Occidentis,Dux et praeses provinciae Mauritaniae,1180,Augustensis,limes,Praepositus,limitis Augustensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,4,167659,Augusta,Augusta,toponymic_ensis,1,45.75,5.75,unknown,VIENNENSIS,78,,,,1.0,SOFT_MISMATCH,0.327,1.000
OCC000115,Occidentis,Dux et praeses provinciae Mauritaniae,1180,Augustensis,limes,Praepositus,limitis Augustensis,et praesidis provinciae Mauritaniae et Caesariensis,,,et praesidis provinciae Mauritaniae et Caesariensis,et praesidis provinciae Mauritaniae et Caesariensis,,Dux et praeses provinciae Mauritaniae / Dux et praeses provinciae Mauritaniae / Sub dispositione viri spectabilis ducis et praesidis provinciae Mauritaniae et Caesariensis,5,393386,Augusta,Augusta,toponymic_ensis,1,44.75,12.25,unknown,AEMILIA ET LIGURIA,77,,,,1.0,SOFT_MISMATCH,0.286,1.000
OCC000120,Occidentis,Dux provinciae Tripolitanae,1199,Madensis,limes,Praepositus,limitis Madensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,1,903080,Mad,Mad,toponymic_ensis_stem,1,34.5,46.5,unknown,,,OSRHOENE,37,553.70,1.0,SOFT_UNVERIFIED,0.000,1.000
OCC000120,Occidentis,Dux provinciae Tripolitanae,1199,Madensis,limes,Praepositus,limitis Madensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,2,40196,Mada,Mada,toponymic_ensis,1,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,1.000
OCC000120,Occidentis,Dux provinciae Tripolitanae,1199,Madensis,limes,Praepositus,limitis Madensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,3,860826,Madia,Madia,toponymic_ensis,1,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,1.000
OCC000120,Occidentis,Dux provinciae Tripolitanae,1199,Madensis,limes,Praepositus,limitis Madensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,4,866033,Madia,Madia,toponymic_ensis,1,,,unknown,,,,,,1.0,SOFT_UNVERIFIED,0.000,1.000
OCC000125,Occidentis,Dux provinciae Tripolitanae,1204,Balensis,limes,Praepositus,limitis Balensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,1,334577,Limes Bazensis,Limes Balensis,limes_title,0,34.5,6.5,unknown,NUMIDIA MILITIANA,8,,,,0.9230769230769231,SOFT_MISMATCH,0.545,0.923
OCC000126,Occidentis,Dux provinciae Tripolitanae,1205,Varensis,limes,Praepositus,limitis Varensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,1,482030,Varis,Varis,toponymic_ensis,1,42.670162,19.026845,unknown,PRAEVALITANA,50,,,,1.0,SOFT_MISMATCH,0.636,1.000
OCC000126,Occidentis,Dux provinciae Tripolitanae,1205,Varensis,limes,Praepositus,limitis Varensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,2,442839,Varia,Varia,toponymic_ensis,1,40.496983,17.642785,unknown,APULIA ET CALABRIA,39,,,,1.0,SOFT_MISMATCH,0.364,1.000
OCC000126,Occidentis,Dux provinciae Tripolitanae,1205,Varensis,limes,Praepositus,limitis Varensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,3,79730,Varis,Varis,toponymic_ensis,1,53.257265,-3.450325,unknown,BRITANNIAE I AND II,96,,,,1.0,SOFT_MISMATCH,0.364,1.000
OCC000126,Occidentis,Dux provinciae Tripolitanae,1205,Varensis,limes,Praepositus,limitis Varensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,4,157942,Varus,Varus,toponymic_ensis,1,43.7733763,7.2126343,river,ALPES MARITIMAE,62,,,,1.0,SOFT_MISMATCH,0.273,1.000
OCC000126,Occidentis,Dux provinciae Tripolitanae,1205,Varensis,limes,Praepositus,limitis Varensis,Tripolitanae,,,Tripolitanae,Tripolitanae,,Dux provinciae Tripolitanae / Dux provinciae Tripolitanae / Sub dispositione viri spectabilis ducis provinciae Tripolitanae,5,423115,Varia,Varia,toponymic_ensis,1,42.018193,12.896194,unknown,FLAMINIA ET PICENUM,55,,,,1.0,SOFT_MISMATCH,0.182,1.000
OCC000136,Occidentis,Dux Pannoniae,1229,Novas,tail,,Equites Dalmatae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,1,207310,Novae,Novae,original_case,0,44.620434,21.888533,unknown,MOESIA SUPERIOR,70,,,,1.0,SOFT_MISMATCH,0.317,1.000
OCC000136,Occidentis,Dux Pannoniae,1229,Novas,tail,,Equites Dalmatae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,2,216899,Novae,Novae,original_case,0,43.60103,25.395644,unknown,MOESIA INFERIOR,74,,,,1.0,SOFT_MISMATCH,0.302,1.000
OCC000136,Occidentis,Dux Pannoniae,1229,Novas,tail,,Equites Dalmatae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,3,197413,Novae,Novae,original_case,0,43.38889,17.2354538,settlement-modern,DALMATIA,72,,,,1.0,SOFT_MISMATCH,0.264,1.000
OCC000137,Occidentis,Dux Pannoniae,1230,Albano,tail,,Equites Dalmatae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,1,197099,Albanum,Albanum,original_case,0,45.663601,18.773792,unknown,VALERIA,85,,,,1.0,SOFT_MISMATCH,0.305,1.000
OCC000137,Occidentis,Dux Pannoniae,1230,Albano,tail,,Equites Dalmatae,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,2,863735,Albanos,Albanos,original_case,0,41.5,47.5,unknown,,,PONTUS POLEMONIACUS,73,597.93,1.0,SOFT_UNVERIFIED,0.000,1.000
OCC000147,Occidentis,Dux Pannoniae,1240,ad Herculem,tail,,Auxilia Herculensia,Pannoniae secundae ripariensis et Saviae,,,Pannoniae secundae ripariensis et Saviae,Pannoniae secundae ripariensis et Saviae,,Dux Pannoniae / Dux Pannoniae / Sub dispositione viri spectabilis ducis provinciae Pannoniae secundae ripariensis et Saviae,1,471877,Ad Herculem,ad Herculem,original,0,40.781624,8.662883,unknown,SARDINIA,34,,,,1.0,SOFT_MISMATCH,0.435,1.000
