occurrenceId,document,chapter,sourceLine,placeName,placeSource,office,unit,declaredProvince,explicitProvince,hardProvince,softProvince,expectedProvince,region,contextText
OCC000346,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1577,Carnunta Senoniae Lugdunensis,tail,Praefectus,laetorum Teutonicianorum,,,,,,,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum
OCC000348,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1579,et Ceromannos Lugdunensis tertiae,tail,Praefectus,laetorum gentilium Sueuorum,,,,,,,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum
OCC000349,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1580,Redonas Lugdensis tertiae,tail,Praefectus,laetorum Francorum,,,,,,,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum
OCC000350,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1582,Epuso,tail,Praefectus,laetorum Actorum,belgicae primae,,belgicae primae,,belgicae primae,,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum
OCC000351,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1583,Fanomantis,tail,Praefectus,laetorum Neruiorum,belgicae secundae,,belgicae secundae,,belgicae secundae,,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum
OCC000354,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1586,Remo et Silvanectas,tail,Praefectus,laetorum gentilium,belgicae secundae,,belgicae secundae,,belgicae secundae,,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum
OCC000356,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1588,Arumbernos Aquitanicae primae,tail,Praefectus,laetorum gentilium Suevorum,,,,,,,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum
OCC000363,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1603,Tertona,tail,Praefectus,Sarmatarum gentilium,Italia mediterranea,,Italia mediterranea,,Italia mediterranea,,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum / Item in provincia Italia mediterranea
OCC000371,Occidentis,Item praepositurae magistri militum praesentalis a parte peditum,1616,Au,tail,Praefectus,Sarmatarum gentilium,Gallia,,Gallia,,Gallia,GALLIAE,Item praepositurae magistri militum praesentalis a parte peditum / Item praepositurae magistri militum praesentalis a parte peditum / In Gallia
OCC000376,Oriens,Insignia viri illustris magistri officiorum,513,Irenopolitana,tail,,Hastaria,ciliciae,,ciliciae,,ciliciae,ORIENS,Insignia viri illustris magistri officiorum / Insignia viri illustris magistri officiorum / Orientis V
OCC000384,Oriens,Insignia viri illustris magistri officiorum,525,Naissatensis,factory,,Naissatensis,,,,,,,Insignia viri illustris magistri officiorum / Insignia viri illustris magistri officiorum / Illyrici quatuor
OCC000386,Oriens,Insignia viri illustris magistri officiorum,527,Horreomargensis,factory,,Scutaria,,,,,,,Insignia viri illustris magistri officiorum / Insignia viri illustris magistri officiorum / Illyrici quatuor
OCC000393,Oriens,Comes limitis Aegypti,801,Oasi minore,tail,,Ala secunda Armeniorum,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000394,Oriens,Comes limitis Aegypti,803,Thenenuthi,tail,,Ala tertia Arabum,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000396,Oriens,Comes limitis Aegypti,805,Scenas Mandrorum,tail,,Ala septima Sarmatarum,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000397,Oriens,Comes limitis Aegypti,806,Selle,tail,,Ala prima Aegyptiorum,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000398,Oriens,Comes limitis Aegypti,807,Rinocoruna,tail,,Ala veterana Gallorum,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000399,Oriens,Comes limitis Aegypti,808,Scenas extra Gerasa,tail,,Ala prima Herculia,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000401,Oriens,Comes limitis Aegypti,810,Thinunepis,tail,,Ala prima Tingitana,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000403,Oriens,Comes limitis Aegypti,812,Sosteos,tail,,Ala secunda Assyriorum,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000405,Oriens,Comes limitis Aegypti,814,Cefro,tail,,Cohors tertia Galatarum,Aegypti,,,Aegypti,Aegypti,,Comes limitis Aegypti / Comes limitis Aegypti / Sub dispositione viri spectabilis comitis rei militaris per Aegyptum
OCC000407,Oriens,Comes limitis Aegypti,817,Thaubasteos,tail,,Ala secunda Ulpia Afrorum,Augustamnicae,,Augustamnicae,Aegypti,Augustamnicae,,Comes limitis Aegypti / Comes limitis Aegypti / Provinciae Augustamnicae
OCC000408,Oriens,Comes limitis Aegypti,818,Tacasiria,tail,,Ala secunda Aegyptiorum,Augustamnicae,,Augustamnicae,Aegypti,Augustamnicae,,Comes limitis Aegypti / Comes limitis Aegypti / Provinciae Augustamnicae
OCC000409,Oriens,Comes limitis Aegypti,819,Naithu,tail,,Cohors prima sagittariorum,Augustamnicae,,Augustamnicae,Aegypti,Augustamnicae,,Comes limitis Aegypti / Comes limitis Aegypti / Provinciae Augustamnicae
OCC000410,Oriens,Comes limitis Aegypti,820,Tohu,tail,,Cohors prima Augusta Pannoniorum,Augustamnicae,,Augustamnicae,Aegypti,Augustamnicae,,Comes limitis Aegypti / Comes limitis Aegypti / Provinciae Augustamnicae
OCC000413,Oriens,Comes limitis Aegypti,823,Aiy,tail,,Cohors secunda Ituraeorum,Augustamnicae,,Augustamnicae,Aegypti,Augustamnicae,,Comes limitis Aegypti / Comes limitis Aegypti / Provinciae Augustamnicae
OCC000414,Oriens,Comes limitis Aegypti,824,Muson,tail,,Cohors secunda Thracum,Augustamnicae,,Augustamnicae,Aegypti,Augustamnicae,,Comes limitis Aegypti / Comes limitis Aegypti / Provinciae Augustamnicae
OCC000415,Oriens,Comes limitis Aegypti,825,Narmunthi,tail,,Cohors quarta Numidarum,Augustamnicae,,Augustamnicae,Aegypti,Augustamnicae,,Comes limitis Aegypti / Comes limitis Aegypti / Provinciae Augustamnicae
OCC000418,Oriens,Dux Thebaidos,865,Tentira,tail,,Equites sagittarii indigenae,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Sub dispositione viri spectabilis ducis Thebaidos
OCC000432,Oriens,Dux Thebaidos,880,Hibeos - Oaseos maioris,tail,,Ala prima Abasgorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Sub dispositione viri spectabilis ducis Thebaidos
OCC000434,Oriens,Dux Thebaidos,883,Pescla,tail,,Ala Germanorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000437,Oriens,Dux Thebaidos,886,Chenoboscia,tail,,Ala Neptunia,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000439,Oriens,Dux Thebaidos,888,Foenicionis,tail,,Ala octava Palmyrenorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000441,Oriens,Dux Thebaidos,892,Abydum - Abocedo,tail,,Ala octava,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000443,Oriens,Dux Thebaidos,894,Oasi maiore,tail,,Ala prima Abasgorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000444,Oriens,Dux Thebaidos,895,Oasi minore - Trimtheos,tail,,Ala prima Quadorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000445,Oriens,Dux Thebaidos,896,Precteos,tail,,Ala prima Valeria dromedariorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000446,Oriens,Dux Thebaidos,898,Mutheos,tail,,Cohors scutata civium Romanorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000448,Oriens,Dux Thebaidos,900,Peamu,tail,,Cohors undecima Chamauorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000449,Oriens,Dux Thebaidos,901,Nitnu,tail,,Cohors nona Tzanorum,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000451,Oriens,Dux Thebaidos,904,Suene,tail,,Cohors quinta Suentium,Thebaidos,,,Thebaidos,Thebaidos,,Dux Thebaidos / Dux Thebaidos / Et quae de minore laterculo emittuntur
OCC000455,Oriens,Dux Foenicis,920,Euhari,tail,,Equites scutarii Illyriciani,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Sub dispositione viri spectabilis ducis Foenicis
OCC000457,Oriens,Dux Foenicis,922,Lataui,tail,,Equites Dalmatae Illyriciani,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Sub dispositione viri spectabilis ducis Foenicis
OCC000464,Oriens,Dux Foenicis,929,Thelsee,tail,,Equites Saraceni,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Sub dispositione viri spectabilis ducis Foenicis
OCC000467,Oriens,Dux Foenicis,932,Danaba,tail,Praefectus,legionis tertiae Gallicae,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Sub dispositione viri spectabilis ducis Foenicis
OCC000468,Oriens,Dux Foenicis,934,Monte Iovis,tail,,Ala prima Damascena,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Et quae de minore laterculo emittuntur
OCC000471,Oriens,Dux Foenicis,937,Neia,tail,,Ala prima Alamannorum,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Et quae de minore laterculo emittuntur
OCC000472,Oriens,Dux Foenicis,938,Verofabula,tail,,Ala prima Saxonum,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Et quae de minore laterculo emittuntur
OCC000474,Oriens,Dux Foenicis,940,Arefa,tail,,Ala secunda Salutis,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Et quae de minore laterculo emittuntur
OCC000475,Oriens,Dux Foenicis,941,Veranoca,tail,,Cohors tetria Herculia,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Et quae de minore laterculo emittuntur
OCC000477,Oriens,Dux Foenicis,943,Vale Alba,tail,,Cohors prima Iulia lectorum,Foenicis,,,Foenicis,Foenicis,,Dux Foenicis / Dux Foenicis / Et quae de minore laterculo emittuntur
OCC000482,Oriens,Dux Syriae,960,Matthana,tail,,Equites sagittarii indigenae,Syriae et Eufratensis Syriae,,,Syriae et Eufratensis Syriae,Syriae et Eufratensis Syriae,,Dux Syriae / Dux Syriae / Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae
OCC000486,Oriens,Dux Syriae,964,Acauatha,tail,,Equites sagittarii,Syriae et Eufratensis Syriae,,,Syriae et Eufratensis Syriae,Syriae et Eufratensis Syriae,,Dux Syriae / Dux Syriae / Sub dispositiones viri spectabilis ducis Syriae et Eufratensis Syriae
OCC000490,Oriens,Dux Syriae,969,Rosafa,tail,,Equites promoti indigenae,Augusta Eufratensi,,Augusta Eufratensi,Syriae,Augusta Eufratensi,In Augusta Eufratensi,Dux Syriae / Dux Syriae / In Augusta Eufratensi
OCC000492,Oriens,Dux Syriae,972,Ammuda,tail,,Ala prima nova Herculia,Syriae,,,Syriae,Syriae,,Dux Syriae / Dux Syriae / Et quae de minor laterculo emittuntur
OCC000493,Oriens,Dux Syriae,973,Salutaria,tail,,Ala prima Iuthungorum,Syriae,,,Syriae,Syriae,,Dux Syriae / Dux Syriae / Et quae de minor laterculo emittuntur
OCC000495,Oriens,Dux Syriae,975,Claudiana,tail,,Cohors prima Ulpia Dacorum,Syriae,,,Syriae,Syriae,,Dux Syriae / Dux Syriae / Et quae de minor laterculo emittuntur
OCC000496,Oriens,Dux Syriae,976,Marmantharum,tail,,Cohors tertia Valeria,Syriae,,,Syriae,Syriae,,Dux Syriae / Dux Syriae / Et quae de minor laterculo emittuntur
OCC000501,Oriens,Dux Palaestinae,993,Chermulae,tail,,Equites scutarii Illyriciani,Palaestinae,,,Palaestinae,Palaestinae,,Dux Palaestinae / Dux Palaestinae
OCC000504,Oriens,Dux Palaestinae,996,Sabaiae,tail,,Equites promiti indigenae,Palaestinae,,,Palaestinae,Palaestinae,,Dux Palaestinae / Dux Palaestinae
OCC000506,Oriens,Dux Palaestinae,998,Hauanae,tail,,Equites sagittarii indigenae,Palaestinae,,,Palaestinae,Palaestinae,,Dux Palaestinae / Dux Palaestinae
OCC000522,Oriens,Dux Palaestinae,1015,Iehibo,tail,,Cohors secunda Gratiana,Palaestinae,,,Palaestinae,Palaestinae,,Dux Palaestinae / Dux Palaestinae / Et quae de minore laterculo emittuntur
OCC000525,Oriens,Dux Palaestinae,1018,Moleaatha,tail,,Cohors prima Flavia,Palaestinae,,,Palaestinae,Palaestinae,,Dux Palaestinae / Dux Palaestinae / Et quae de minore laterculo emittuntur
OCC000526,Oriens,Dux Palaestinae,1019,Thamana,tail,,Cohors quarta Palaestinorum,Palaestinae,,,Palaestinae,Palaestinae,,Dux Palaestinae / Dux Palaestinae / Et quae de minore laterculo emittuntur
OCC000537,Oriens,Dux Osrhoenae,1046,Thillacama,tail,,Ala septima Valeria praelectorum,Osrhoenae,,,Osrhoenae,Osrhoenae,,Dux Osrhoenae / Dux Osrhoenae / Et quae de minore laterculo emittuntur
OCC000538,Oriens,Dux Osrhoenae,1047,Touia -contra Bintha,tail,,Ala prima Victoriae,Osrhoenae,,,Osrhoenae,Osrhoenae,,Dux Osrhoenae / Dux Osrhoenae / Et quae de minore laterculo emittuntur
OCC000540,Oriens,Dux Osrhoenae,1049,Resaia,tail,,Ala prima Parthorum,Osrhoenae,,,Osrhoenae,Osrhoenae,,Dux Osrhoenae / Dux Osrhoenae / Et quae de minore laterculo emittuntur
OCC000551,Oriens,Dux Mesopotamiae,1073,Assara,tail,,Equites scutarii indigenae Pafenses,Mesopotamiae,,,Mesopotamiae,Mesopotamiae,,Dux Mesopotamiae / Dux Mesopotamiae / Sub dispositione viri spectibilis ducis Mesopotamiae
OCC000552,Oriens,Dux Mesopotamiae,1074,Thilbisme,tail,,Equites sagittarii indigenae Thibithenses,Mesopotamiae,,,Mesopotamiae,Mesopotamiae,,Dux Mesopotamiae / Dux Mesopotamiae / Sub dispositione viri spectibilis ducis Mesopotamiae
OCC000555,Oriens,Dux Mesopotamiae,1077,Cefae,tail,Praefectus,legionis secundae Parthicae,Mesopotamiae,,,Mesopotamiae,Mesopotamiae,,Dux Mesopotamiae / Dux Mesopotamiae / Sub dispositione viri spectibilis ducis Mesopotamiae
OCC000560,Oriens,Dux Mesopotamiae,1083,Maiocariri,tail,,Cohors quartadecima Valeria Zabdenorum,Mesopotamiae,,,Mesopotamiae,Mesopotamiae,,Dux Mesopotamiae / Dux Mesopotamiae / Et quae de minore laterculo emittuntur
OCC000566,Oriens,Dux Arabiae,1101,Mefa,tail,,Equites promoti indigenae,Arabiae,,,Arabiae,Arabiae,,Dux Arabiae / Dux Arabiae / Sub dispositione viri spectabilis ducis Arabiae
OCC000572,Oriens,Dux Arabiae,1108,Gomoha,tail,,Ala sexta Hispanorum,Arabiae,,,Arabiae,Arabiae,,Dux Arabiae / Dux Arabiae / Et quae de minore laterculo emittuntur
OCC000576,Oriens,Dux Arabiae,1112,apud Adittha,tail,,Ala secunda felix Valentiniana,Arabiae,,,Arabiae,Arabiae,,Dux Arabiae / Dux Arabiae / Et quae de minore laterculo emittuntur
OCC000577,Oriens,Dux Arabiae,1113,Adtitha,tail,,Cohors prima miliaria Thracum,Arabiae,,,Arabiae,Arabiae,,Dux Arabiae / Dux Arabiae / Et quae de minore laterculo emittuntur
OCC000581,Oriens,Dux Arabiae,1117,apud Arnona,tail,,Cohors tertia Alpinorum,Arabiae,,,Arabiae,Arabiae,,Dux Arabiae / Dux Arabiae / Et quae de minore laterculo emittuntur
OCC000582,Oriens,Dux Armeniae,1139,Sabbu,tail,,Equites sagittarii,Armeniae,,,Armeniae,Armeniae,,Dux Armeniae / Dux Armeniae / Sub dispositione viri spectabilis ducis Armeniae
OCC000587,Oriens,Dux Armeniae,1145,Aladaleariza,tail,,Ala Rizena,Ponto,,Ponto,Armeniae,Ponto,In Ponto,Dux Armeniae / Dux Armeniae / In Ponto
OCC000588,Oriens,Dux Armeniae,1146,apud Auaxam,tail,,Ala Theodosiana,Ponto,,Ponto,Armeniae,Ponto,In Ponto,Dux Armeniae / Dux Armeniae / In Ponto
OCC000589,Oriens,Dux Armeniae,1147,Siluanis,tail,,Ala felix Theodosiana,Ponto,,Ponto,Armeniae,Ponto,In Ponto,Dux Armeniae / Dux Armeniae / In Ponto
OCC000593,Oriens,Dux Armeniae,1152,Aeliana,tail,,Ala secunda Gallorum,Armeniae,,,Armeniae,Armeniae,,Dux Armeniae / Dux Armeniae / Et quae de minore laterculo emittuntur
OCC000608,Oriens,Dux Scythiae,1181,Cii,tail,,Cuneus equitum stablesianorum,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Sub dispositione viri spectabilis ducis Scythiae
OCC000609,Oriens,Dux Scythiae,1182,Bireo,tail,,Cuneus equitum stablesianorum,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Sub dispositione viri spectabilis ducis Scythiae
OCC000611,Oriens,Dux Scythiae,1184,Aegissos,tail,,Cuneus equitum armigerorum,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Sub dispositione viri spectabilis ducis Scythiae
OCC000615,Oriens,Dux Scythiae,1189,Carso,tail,,Milites Scythici,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Auxiliares
OCC000616,Oriens,Dux Scythiae,1190,Trosmis,tail,,Milites secundi Constantini,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Auxiliares
OCC000617,Oriens,Dux Scythiae,1191,Dirigothia,tail,,Milites Scythici,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Auxiliares
OCC000621,Oriens,Dux Scythiae,1196,Trosmis,tail,Praefectus,legionis secundae Herculiae,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Item legiones riparienses
OCC000623,Oriens,Dux Scythiae,1198,Iprosmis,tail,Praefectus,ripae legionis secundae Herculiae cohortis quintae pedaturae inferioris,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Item legiones riparienses
OCC000626,Oriens,Dux Scythiae,1201,Accisso,tail,Praefectus,ripae legionis primae Ioviae cohortis quintae pedaturae inferioris,Scythiae,,,Scythiae,Scythiae,,Dux Scythiae / Dux Scythiae / Item legiones riparienses
OCC000629,Oriens,Dux Moesiae secundae,1218,Latius,tail,,Cuneus equitum scutariorum,moesiae secundae,,,moesiae secundae,moesiae secundae,,Dux Moesiae secundae / Dux Moesiae secundae / Sub dispositione viri spectabilis ducis moesiae secundae
OCC000634,Oriens,Dux Moesiae secundae,1224,Ansamo,tail,,Milites praeventores,Moesiae secundae,,,Moesiae secundae,Moesiae secundae,,Dux Moesiae secundae / Dux Moesiae secundae / Auxiliares
OCC000636,Oriens,Dux Moesiae secundae,1226,Mediolana,tail,,Milites Dacisci,Moesiae secundae,,,Moesiae secundae,Moesiae secundae,,Dux Moesiae secundae / Dux Moesiae secundae / Auxiliares
OCC000640,Oriens,Dux Moesiae secundae,1230,Teglicio,tail,,Milites Moesiaci,Moesiae secundae,,,Moesiae secundae,Moesiae secundae,,Dux Moesiae secundae / Dux Moesiae secundae / Auxiliares
OCC000650,Oriens,Dux Moesiae secundae,1251,Ulucitra,tail,,Cohors quarta Gallorum,Rhodopa,,Rhodopa,Moesiae secundae,Rhodopa,,Dux Moesiae secundae / Dux Moesiae secundae / Et quae de minore laterculo emittuntur / In provincia Rhodopa
OCC000656,Oriens,Dux Moesiae primae,1263,Aureomonto,tail,,Cuneus equtum Dalmatarum,Moesiae primae,,,Moesiae primae,Moesiae primae,,Dux Moesiae primae / Dux Moesiae primae / Sub dispositione viri spectabilis ducis Moesiae primae
OCC000679,Oriens,Dux Daciae ripensis,1304,Varina,tail,,Cuneus equitum Dalmatarum,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Sub dispositione viri spectabilis ducis Daciae ripensis
OCC000682,Oriens,Dux Daciae ripensis,1307,Uto,tail,,Cuneus equitum Constantinianorum,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Sub dispositione viri spectabilis ducis Daciae ripensis
OCC000683,Oriens,Dux Daciae ripensis,1309,Transalba,tail,,Auxilium Miliarensium,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Auxiliares
OCC000685,Oriens,Dux Daciae ripensis,1311,Crispitia,tail,,Auxilium Crispitiense,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Auxiliares
OCC000687,Oriens,Dux Daciae ripensis,1313,Transluco,tail,,Auxilium Claustrinorum,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Auxiliares
OCC000690,Oriens,Dux Daciae ripensis,1317,Variniana,tail,Praefectus,legionis quintae Macedonicae,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Item legiones
OCC000694,Oriens,Dux Daciae ripensis,1321,Transdrobeta,tail,Praefectus,legionis tertiaedecimae geminae,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Item legiones
OCC000696,Oriens,Dux Daciae ripensis,1323,Zernis,tail,Praefectus,legionis tertiaedecimae geminae,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Item legiones
OCC000699,Oriens,Dux Daciae ripensis,1326,Siosta,tail,Tribunus,cohortis secundorum reducum,Daciae ripensis,,,Daciae ripensis,Daciae ripensis,,Dux Daciae ripensis / Dux Daciae ripensis / Item legiones
