candidateId,placeName,candidate,candidateNo,candidateType,chapter,document,nodeType,office,unit,canonicalName,province,region,latitude,longitude,confidence,notes
PLCAND00405,Petrianis,Petrianis,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,alae Petrianae,,,,,,,
PLCAND00406,Pictavis,Pictavis,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum et Taifalorum gentilium,,,,,,,
PLCAND00407,Pinco,Pinco,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum Constantacorum,,,,,,,
PLCAND00408,Pinco,Pinco,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum Dalmatarum,,,,,,,
PLCAND00409,Pinianis,Pinianis,1,Place,Dux Raetiae,Occidentis,unknown,Tribunus,cohortis quintae Valeriae Frygum,,,,,,,
PLCAND00410,Pithiae,Pithiae,1,Place,Dux Armeniae,Oriens,ala,,Ala prima felix Theodosiana,,,,,,,
PLCAND00411,Poisrietemidos,Poisrietemidos,1,Place,Dux Thebaidos,Oriens,ala,,Ala secunda Hispanorum,,,,,,,
PLCAND00412,Ponte Aeli,Ponte Aeli,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis primae Cornoviorum,,,,,,,
PLCAND00495,Scythiam et Pontum,Pontum,2,Place,Insignia viri illustris comitis largitionum,Oriens,unknown,,per Moesiam,,,,,,,
PLCAND00413,Portu Epatiaci,Portu Epatiaci,1,Place,Dux Belgicae secundae,Occidentis,unknown,Tribunus,militum Neruiorum,,,,,,,
PLCAND00414,Portum Adurni,Portum Adurni,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praepositus,numeri exploratorum,,,,,,,
PLCAND00415,Praesidio,Praesidio,1,Place,Dux Britanniarum,Occidentis,unknown,Praefectus,equitum Dalmatarum,,,,,,,
PLCAND00416,Praesidio,Praesidio,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors quarta Frygium,,,,,,,
PLCAND00417,Precteos,Precteos,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Valeria dromedariorum,,,,,,,
PLCAND00418,Procolitia,Procolitia,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis primae Batavorum,,,,,,,
PLCAND00419,provinciae Tripolitanae,provinciae Tripolitanae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator bafii Girbitani,,,,,,,
PLCAND00420,provinciae Viennensis,provinciae Viennensis,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Arelatiensis,,,,,,,
PLCAND00421,Psinaula,Psinaula,1,Place,Dux Thebaidos,Oriens,ala,,Ala secunda Herculia dromedariorum,,,,,,,
PLCAND00422,Quadratis et Eporizio,Quadratis,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00424,Quadrato,Quadrato,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites Mauri,,,,,,,
PLCAND00425,quadriborgio,quadriborgio,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Tribunus,cohortis,,,,,,,
PLCAND00426,Quadriburgio,Quadriburgio,1,Place,Dux Pannoniae primae,Occidentis,equites,,Equites sagittarii,,,,,,,
PLCAND00427,quam civilium,quam civilium,1,Place,Primicerius notariorum,Oriens,unknown,,"Omnis dignitatum et amministrationum notitia, tam militarium",,,,,,,
PLCAND00428,qui adorata clementia principali cum insignibus exit transacto biennio,qui adorata clementia principali cum insignibus exit transacto biennio,1,Place,Proconsul Achaiae,Oriens,unknown,,Principem de scola agentum in rebus ducenarium,,,,,,,
PLCAND00429,qui adorata clementia principalis cum insignibus exit,qui adorata clementia principalis cum insignibus exit,1,Place,Comes limitis Aegypti,Oriens,unknown,,Principem de scola agentum in rebus ducenarium,,,,,,,
PLCAND00430,qui completa militia adorat protector,qui completa militia adorat protector,1,Place,Dux Moesiae primae,Oriens,unknown,,Principem de eodem officio,,,,,,,
PLCAND00431,qui completa militia adorat protector,qui completa militia adorat protector,1,Place,Dux Moesiae secundae,Oriens,unknown,,Principem de eodem officio,,,,,,,
PLCAND00432,qui completa militia adorat protector,qui completa militia adorat protector,1,Place,Dux Scythiae,Oriens,unknown,,Principem de eodem officio,,,,,,,
PLCAND00433,qui completa militia adoratÝprotector,qui completa militia adoratÝprotector,1,Place,Dux Daciae ripensis,Oriens,unknown,,Principem de eodem officio,,,,,,,
PLCAND00434,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,1,Place,Comes Orientis,Oriens,unknown,,Principem,,,,,,,
PLCAND00435,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,1,Place,Praefectus Augustalis,Oriens,unknown,,Principem,,,,,,,
PLCAND00436,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit,1,Place,Vicarius dioceseos Asianae,Oriens,unknown,,Principem,,,,,,,
PLCAND00437,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit transacto biennio,qui de scola agentum in rebus ducenarius adorata clementia principali cum insignibus exit transacto biennio,1,Place,Vicarius dioceseos Ponticae,Oriens,unknown,,Principem,,,,,,,
PLCAND00438,qui de scola agentum in rebus est,qui de scola agentum in rebus est,1,Place,Vicarius dioceseos Thraciarum,Oriens,unknown,,Principem,,,,,,,
PLCAND00439,qui numerarii fiunt,qui numerarii fiunt,1,Place,Insignia viri illustris magisteri militum per Thracias,Oriens,unknown,,Primiscrinios,,,,,,,
PLCAND00440,qui numerarii fiunt,qui numerarii fiunt,1,Place,Insignia viri illustris magistri militum per Illyricum,Oriens,unknown,,Primiscrinios,,,,,,,
PLCAND00441,qui Numerarii fiunt,qui Numerarii fiunt,1,Place,Insignia viri illustris magistri militum praesentalis,Oriens,unknown,,Primiscrinios,,,,,,,
PLCAND00442,qui numerarii fiunt,qui numerarii fiunt,1,Place,Insignia viri illustris magistri militum praesentalis,Oriens,unknown,,Primiscrinios,,,,,,,
PLCAND00443,qui primicerius est exceptorum,qui primicerius est exceptorum,1,Place,Insignia viri illustris comitis largitionum,Oriens,unknown,,Secundocerium offici,,,,,,,
PLCAND00444,qui primicerius est exceptorum,qui primicerius est exceptorum,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,,Secundicerium officii,,,,,,,
PLCAND00445,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Consularis Campaniae,Occidentis,unknown,,Exceptores et reliquos cohortalinos,,,,,,,
PLCAND00446,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Consularis Palaestinae,Oriens,unknown,,Exceptores et ceteros cohortalinos,,,,,,,
PLCAND00447,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Corrector Apuliae et Calabriae,Occidentis,unknown,,Exceptores et ceteros cohortalinos,,,,,,,
PLCAND00448,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Praeses Dalmatiae,Occidentis,unknown,,Exceptores et reliquos cohortalinos,,,,,,,
PLCAND00449,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,quibus non licet ad aliam transire militiam sine annotatione clementiae principalis,1,Place,Praeses Thebaidos,Oriens,unknown,,Exceptores et ceteros cohortalinos,,,,,,,
PLCAND00450,Quintanis,Quintanis,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,alae primae Flaviae Raetorum,,,,,,,
PLCAND00451,Raetiae secundae,Raetiae secundae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,Praepositus,thesaurorum Augustae Vindelicensis,,,,,,,
PLCAND00452,Rasin,Rasin,1,Place,Dux Osrhoenae,Oriens,equites,,Equites primi Osrhoeni,,,,,,,
PLCAND00453,Ratiaria,Ratiaria,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis tertiaedecimae geminae,,,,,,,
PLCAND00454,Ravennae,Ravennae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,classis Ravennatium cum curis eiusdem civitatis,,,,,,,
PLCAND00455,Ravennae,Ravennae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,militum iuniorum Italicorum,,,,,,,
PLCAND00456,Redonas Lugdensis tertiae,Redonas Lugdensis tertiae,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum Francorum,,,,,,,
PLCAND00457,Regionis Samnitis,Regionis Samnitis,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00458,Regulbio,Regulbio,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Tribunus,cohortis primae Baetasiorum,,,,,,,
PLCAND00459,Remo et Silvanectas Belgicae secundae,Remo,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum gentilium,,,,,,,
PLCAND00461,Rene,Rene,1,Place,Dux Foenicis,Oriens,ala,,Ala prima Foenicum,,,,,,,
PLCAND00462,Resaia,Resaia,1,Place,Dux Osrhoenae,Oriens,ala,,Ala prima Parthorum,,,,,,,
PLCAND00463,Resain - Theodosiopoli,Resain,1,Place,Dux Mesopotamiae,Oriens,equites,,Equites promoti Illyriciani,,,,,,,
PLCAND00465,Ricti,Ricti,1,Place,Dux Pannoniae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00466,Rinocoruna,Rinocoruna,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala veterana Gallorum,,,,,,,
PLCAND00467,Ripa Alta,Ripa Alta,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Dalmatae,,,,,,,
PLCAND00468,Ripaltha,Ripaltha,1,Place,Dux Mesopotamiae,Oriens,ala,,Ala octava Flavia Francorum,,,,,,,
PLCAND00360,Norici mediterranei et ripensis,ripensis,2,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,"Rationalis summarum Pannoniae prima, Valeriae",,,,,,,
PLCAND00469,Robatha,Robatha,1,Place,Dux Palaestinae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00470,Rosafa,Rosafa,1,Place,Dux Syriae,Oriens,equites,,Equites promoti indigenae,,,,,,,
PLCAND00471,Rotomago,Rotomago,1,Place,Dux tractus Armoricani,Occidentis,unknown,Praefectus,militum Ursariensium,,,,,,,
PLCAND00472,Rutupis,Rutupis,1,Place,Comes litoris Saxonici per Britanniam,Occidentis,unknown,Praefectus,legionis secundae Augustae,,,,,,,
PLCAND00473,Sabaiae,Sabaiae,1,Place,Dux Palaestinae,Oriens,equites,,Equites promiti indigenae,,,,,,,
PLCAND00474,Sabbu,Sabbu,1,Place,Dux Armeniae,Oriens,equites,,Equites sagittarii,,,,,,,
PLCAND00475,Sabure siue Veterocariae,Sabure,1,Place,Dux Palaestinae,Oriens,equites,,Equites primi felices Palaestini,,,,,,,
PLCAND00477,Sacidaua,Sacidaua,1,Place,Dux Scythiae,Oriens,cuneus,,Cuneus equitum scutariorum,,,,,,,
PLCAND00478,Sala,Sala,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis .......,,,,,,,
PLCAND00479,Saletione,Saletione,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum Pacensium,,,,,,,
PLCAND00480,Salsouia,Salsouia,1,Place,Dux Scythiae,Oriens,milites,,Milites quinti Constantini,,,,,,,
PLCAND00481,Saltatha,Saltatha,1,Place,Dux Foenicis,Oriens,equites,,Equites promoti indigenae,,,,,,,
PLCAND00482,Salutaria,Salutaria,1,Place,Dux Syriae,Oriens,ala,,Ala prima Iuthungorum,,,,,,,
PLCAND00483,Saradiniae et Corsicae,Saradiniae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,"Rationalis summarum Trum provinciarum, id est Siciliae",,,,,,,
PLCAND00485,Sardis Lydiae,Sardis Lydiae,1,Place,Insignia viri illustris magistri officiorum,Oriens,unknown,,Scutaria et armorum,,,,,,,
PLCAND00486,Satala,Satala,1,Place,Dux Armeniae,Oriens,unknown,Praefectus,legionis quintadecimae Apollinaris,,,,,,,
PLCAND00211,Dalmatiae et Saviae,Saviae,2,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Rationalis summarum Pannoniae secundae,,,,,,,
PLCAND00487,Saviae,Saviae,1,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,unknown,Praepositus,thesaurorum Siscianorum,,,,,,,
PLCAND00488,Scenas extra Gerasa,Scenas extra Gerasa,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala prima Herculia,,,,,,,
PLCAND00489,Scenas Mandrorum,Scenas Mandrorum,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala septima Sarmatarum,,,,,,,
PLCAND00490,Scenas Ueteranorum,Scenas Ueteranorum,1,Place,Comes limitis Aegypti,Oriens,equites,,Equites Saraceni Thamudeni,,,,,,,
PLCAND00491,Scenas Veteranorum,Scenas Veteranorum,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala quinta Raetorum,,,,,,,
PLCAND00492,scordiscorum et armorum,scordiscorum,1,Place,Insignia viri illustris magistri officiorum,Occidentis,unknown,,Sirmensis scutorum,,,,,,,
PLCAND00494,Scythiam et Pontum,Scythiam,1,Place,Insignia viri illustris comitis largitionum,Oriens,unknown,,per Moesiam,,,,,,,
PLCAND00496,Sebastopolis,Sebastopolis,1,Place,Dux Armeniae,Oriens,cohort,,Cohors prima Claudia equitata,,,,,,,
PLCAND00497,Secundarum,Secundarum,1,Place,Dux Pannoniae,Occidentis,cuneus,,Cuneus equitum Italicianorum,,,,,,,
PLCAND00498,Securisca,Securisca,1,Place,Dux Moesiae secundae,Oriens,cuneus,,Cuneus equitum scutariorum,,,,,,,
PLCAND00499,sed adiutorem de scola notariorum,sed adiutorem de scola notariorum,1,Place,Primicerius notariorum,Oriens,unknown,,Officium autem non habet,,,,,,,
PLCAND00500,sed adiutores de scriniis quos voluerit,sed adiutores de scriniis quos voluerit,1,Place,Insignia viri illustris quaestoris,Oriens,unknown,,Officium non habet,,,,,,,
PLCAND00501,sed adiutores electos de scriniis,sed adiutores electos de scriniis,1,Place,Magistri scriniorum. MemoriaeÝÝ EpistolarumÝÝ LibellorumÝÝ Graecarum,Oriens,unknown,,Officium autem de ipsi nemo habet,,,,,,,
PLCAND00502,Segeduno,Segeduno,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis quartae Lingonum,,,,,,,
PLCAND00503,Selle,Selle,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala prima Aegyptiorum,,,,,,,
PLCAND00504,Serianae,Serianae,1,Place,Dux Syriae,Oriens,equites,,Equites scutarii Illyriciani,,,,,,,
PLCAND00505,Seruitii,Seruitii,1,Place,Dux Pannoniae,Occidentis,unknown,Praefectus,classis primae Pannonicae,,,,,,,
PLCAND00506,Sexagintaprista,Sexagintaprista,1,Place,Dux Moesiae secundae,Oriens,cuneus,,Cuneus equitum armigerorum,,,,,,,
PLCAND00507,Sexagintaprista,Sexagintaprista,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,ripae legionis primae Italicae cohortis quintae pedaturae inferioris,,,,,,,
PLCAND00509,Silili,Silili,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors prima Apamenorum,,,,,,,
PLCAND00510,Siluanis,Siluanis,1,Place,Dux Armeniae,Oriens,ala,,Ala felix Theodosiana,,,,,,,
PLCAND00460,Remo et Silvanectas Belgicae secundae,Silvanectas Belgicae secundae,2,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,laetorum gentilium,,,,,,,
PLCAND00511,Sina Iudaeorum,Sina Iudaeorum,1,Place,Dux Osrhoenae,Oriens,equites,,Equites promoti indigenae,,,,,,,
PLCAND00512,Singiduno,Singiduno,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,legionis quartae Flaviae,,,,,,,
PLCAND00513,Siosta,Siosta,1,Place,Dux Daciae ripensis,Oriens,unknown,Tribunus,cohortis secundorum reducum,,,,,,,
PLCAND00514,Sirmi,Sirmi,1,Place,Dux Pannoniae,Occidentis,ala,,Ala Sirmensis,,,,,,,
PLCAND00515,Sirmi,Sirmi,1,Place,Dux Pannoniae,Occidentis,unknown,Praefectus,classis primae Flaviae Augustae,,,,,,,
PLCAND00516,Sirmi,Sirmi,1,Place,Dux Pannoniae,Occidentis,unknown,Praefectus,militum Calcariensium,,,,,,,
PLCAND00517,Sisciae,Sisciae,1,Place,Dux Pannoniae,Occidentis,unknown,Tribunus,cohortis tertiae Alpinorum,,,,,,,
PLCAND00518,Sisila,Sisila,1,Place,Dux Armeniae,Oriens,cohort,,Cohors miliaria Germanorum,,,,,,,
PLCAND00519,Solua,Solua,1,Place,Dux provinciae Valeriae,Occidentis,equites,,Equites Mauri,,,,,,,
PLCAND00520,Solue,Solue,1,Place,Dux provinciae Valeriae,Occidentis,cuneus,,Cuneus equitum scutatorum,,,,,,,
PLCAND00521,Sosteos,Sosteos,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala secunda Assyriorum,,,,,,,
PLCAND00522,Speluncis,Speluncis,1,Place,Dux Arabiae,Oriens,equites,,Equites promoti indigenae,,,,,,,
PLCAND00523,Submuntorio,Submuntorio,1,Place,Dux Raetiae,Occidentis,equites,,Equites stablesiani iuniores,,,,,,,
PLCAND00524,Submuntorio,Submuntorio,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,legionis tertiae Italicae partis superioris deputatae ripae primae,,,,,,,
PLCAND00525,Sucidaua,Sucidaua,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis quintae Macedonicae,,,,,,,
PLCAND00526,Sucidaua,Sucidaua,1,Place,Dux Moesiae secundae,Oriens,cuneus,,Cuneus equitum stablesianorum,,,,,,,
PLCAND00527,Suene,Suene,1,Place,Dux Thebaidos,Oriens,cohort,,Cohors quinta Suentium,,,,,,,
PLCAND00528,Suissa,Suissa,1,Place,Dux Armeniae,Oriens,ala,,Ala prima Ulpia Dacorum,,,,,,,
PLCAND00529,Sura,Sura,1,Place,Dux Syriae,Oriens,unknown,Praefectus,legionis sextaedecimae Flaviae firmae,,,,,,,
PLCAND00530,Syene,Syene,1,Place,Dux Thebaidos,Oriens,milites,,Milites Miliarenses,,,,,,,
PLCAND00531,Tabernas,Tabernas,1,Place,Comes Tingitaniae,Occidentis,unknown,Tribunus,cohortis tertiae Asturum,,,,,,,
PLCAND00532,Tabernis,Tabernis,1,Place,Dux Mogontiacensis,Occidentis,unknown,Praefectus,militum Menapiorum,,,,,,,
PLCAND00533,Tacasiria,Tacasiria,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala secunda Aegyptiorum,,,,,,,
PLCAND00534,Talamonio,Talamonio,1,Place,Dux Scythiae,Oriens,cuneus,,Cuneus equitum Arcadum,,,,,,,
PLCAND00535,Taliata,Taliata,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxilium Taliatense,,,,,,,
PLCAND00536,Taliatae,Taliatae,1,Place,Dux Moesiae primae,Oriens,unknown,Praefectus,militum exploratorum,,,,,,,
PLCAND00537,Tamuco,Tamuco,1,Place,Comes Tingitaniae,Occidentis,unknown,Praefectus,alae Herculeae,,,,,,,
PLCAND00538,Tarba,Tarba,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors prima agentenaria,,,,,,,
PLCAND00539,Taurinis,Taurinis,1,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00540,Tauruno,Tauruno,1,Place,Dux Pannoniae,Occidentis,equites,,Equites promoti,,,,,,,
PLCAND00541,Tauruno siue Marsonia,Tauruno,1,Place,Dux Pannoniae,Occidentis,auxilia,,Auxilia ascarii,,,,,,,
PLCAND00543,Teglicio,Teglicio,1,Place,Dux Moesiae secundae,Oriens,milites,,Milites Moesiaci,,,,,,,
PLCAND00544,Tegra,Tegra,1,Place,Dux Moesiae secundae,Oriens,cuneus,,Cuneus equitum secundorum armigerorum,,,,,,,
PLCAND00545,Tentira,Tentira,1,Place,Dux Thebaidos,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00546,Teriolis,Teriolis,1,Place,Dux Raetiae,Occidentis,unknown,Tribunus,gentis per Raetias deputatae,,,,,,,
PLCAND00547,Teriolis,Teriolis,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,legionis tertiae Italicae transvectioni specierum deputatae,,,,,,,
PLCAND00064,Aquis siue Tertona,Tertona,2,Place,Item praepositurae magistri militum praesentalis a parte peditum,Occidentis,unknown,Praefectus,Sarmatarum gentilium,,,,,,,
PLCAND00548,Teutibarcio,Teutibarcio,1,Place,Dux Pannoniae,Occidentis,equites,,Equites promoti,,,,,,,
PLCAND00549,Teutiborgio,Teutiborgio,1,Place,Dux Pannoniae,Occidentis,cuneus,,Cuneus equitum Dalmatarum,,,,,,,
PLCAND00550,Teutiborgio,Teutiborgio,1,Place,Dux Pannoniae,Occidentis,unknown,Praefectus,legionis sextae Herculeae,,,,,,,
PLCAND00551,Thainatha,Thainatha,1,Place,Dux Arabiae,Oriens,ala,,Ala prima Valentiana,,,,,,,
PLCAND00552,Thama,Thama,1,Place,Dux Foenicis,Oriens,cohort,,Cohors prima Orientalis,,,,,,,
PLCAND00553,Thamana,Thamana,1,Place,Dux Palaestinae,Oriens,cohort,,Cohors quarta Palaestinorum,,,,,,,
PLCAND00554,Thannuri,Thannuri,1,Place,Dux Mesopotamiae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00555,Thaubasteos,Thaubasteos,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala secunda Ulpia Afrorum,,,,,,,
PLCAND00556,Thebas,Thebas,1,Place,Dux Thebaidos,Oriens,legion,,Legio tertia Diocletiana,,,,,,,
PLCAND00557,Thelsee,Thelsee,1,Place,Dux Foenicis,Oriens,equites,,Equites Saraceni,,,,,,,
PLCAND00558,Thenenuthi,Thenenuthi,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala tertia Arabum,,,,,,,
PLCAND00464,Resain - Theodosiopoli,Theodosiopoli,2,Place,Dux Mesopotamiae,Oriens,equites,,Equites promoti Illyriciani,,,,,,,
PLCAND00559,Theraco,Theraco,1,Place,Dux Thebaidos,Oriens,unknown,,;Cohors prima Lusitanorum,,,,,,,
PLCAND00560,Thilbisme,Thilbisme,1,Place,Dux Mesopotamiae,Oriens,equites,,Equites sagittarii indigenae Thibithenses,,,,,,,
PLCAND00561,Thillaamana,Thillaamana,1,Place,Dux Osrhoenae,Oriens,cohort,,Cohors prima Gaetulorum,,,,,,,
PLCAND00562,Thillacama,Thillacama,1,Place,Dux Osrhoenae,Oriens,ala,,Ala septima Valeria praelectorum,,,,,,,
PLCAND00563,Thillafica,Thillafica,1,Place,Dux Osrhoenae,Oriens,ala,,Ala secunda Paflagonum,,,,,,,
PLCAND00564,Thillazamana,Thillazamana,1,Place,Dux Osrhoenae,Oriens,equites,,Equites sagittarii indigenae,,,,,,,
PLCAND00565,Thinunepis,Thinunepis,1,Place,Comes limitis Aegypti,Oriens,ala,,Ala prima Tingitana,,,,,,,
PLCAND00566,Thmou,Thmou,1,Place,Dux Thebaidos,Oriens,ala,,Ala prima Hiberorum,,,,,,,
PLCAND00567,Tohu,Tohu,1,Place,Comes limitis Aegypti,Oriens,cohort,,Cohors prima Augusta Pannoniorum,,,,,,,
PLCAND00568,Toloha,Toloha,1,Place,Dux Palaestinae,Oriens,ala,,Ala Constantiana,,,,,,,
PLCAND00569,Touia -contra Bintha,Touia -contra Bintha,1,Place,Dux Osrhoenae,Oriens,ala,,Ala prima Victoriae,,,,,,,
PLCAND00570,Transalba,Transalba,1,Place,Dux Daciae ripensis,Oriens,auxilia,,Auxilium Miliarensium,,,,,,,
PLCAND00571,Transdiernis,Transdiernis,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,militum exploratorum,,,,,,,
PLCAND00572,Transdrobeta,Transdrobeta,1,Place,Dux Daciae ripensis,Oriens,unknown,Praefectus,legionis tertiaedecimae geminae,,,,,,,
PLCAND00573,Transiacinco,Transiacinco,1,Place,Dux provinciae Valeriae,Occidentis,unknown,Praefectus,legionis,,,,,,,
PLCAND00397,Pannoniae secundae - translati Salonis,translati Salonis,2,Place,Insignia viri illustris comitis sacrarum largitionum,Occidentis,civil,,Procurator gynaecii Bassianensis,,,,,,,
PLCAND00574,Transluco,Transluco,1,Place,Dux Daciae ripensis,Oriens,auxilia,,Auxilium Claustrinorum,,,,,,,
PLCAND00575,Transmariscae,Transmariscae,1,Place,Dux Moesiae secundae,Oriens,milites,,Milites Novenses,,,,,,,
PLCAND00576,Transmariscae,Transmariscae,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,ripae legionis undecimae Claudiae cohortis quintae pedaturae inferioris,,,,,,,
PLCAND00577,Transmariscae,Transmariscae,1,Place,Dux Moesiae secundae,Oriens,unknown,Praefectus,ripae legionis undecimae Claudiae cohortis quintae pedaturae superioris,,,,,,,
PLCAND00578,Trapezunta,Trapezunta,1,Place,Dux Armeniae,Oriens,unknown,Praefectus,legionis primae Ponticae,,,,,,,
PLCAND00579,Tricomia,Tricomia,1,Place,Dux Arabiae,Oriens,equites,,Equites promoti Illyriciani,,,,,,,
PLCAND00580,Tricornio,Tricornio,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxiliares Tricornienses,,,,,,,
PLCAND00581,Tricornio,Tricornio,1,Place,Dux Moesiae primae,Oriens,auxilia,,Auxilium Aureomontanum,,,,,,,
PLCAND00582,Tricornio,Tricornio,1,Place,Dux Moesiae primae,Oriens,cuneus,,Cuneus equtum sagittariorum,,,,,,,
PLCAND00583,Trimammio,Trimammio,1,Place,Dux Moesiae secundae,Oriens,milites,,Milites Constantini,,,,,,,
PLCAND00373,Oasi minore - Trimtheos,Trimtheos,2,Place,Dux Thebaidos,Oriens,ala,,Ala prima Quadorum,,,,,,,
PLCAND00584,Trosmis,Trosmis,1,Place,Dux Scythiae,Oriens,milites,,Milites secundi Constantini,,,,,,,
PLCAND00585,Trosmis,Trosmis,1,Place,Dux Scythiae,Oriens,unknown,Praefectus,legionis secundae Herculiae,,,,,,,
PLCAND00586,Tunnocelo,Tunnocelo,1,Place,Dux Britanniarum,Occidentis,unknown,Tribunus,cohortis primae Aeliae classicae,,,,,,,
PLCAND00587,Ualtha,Ualtha,1,Place,Dux Arabiae,Oriens,cohort,,Cohors octava voluntaria,,,,,,,
PLCAND00588,Ulucitra,Ulucitra,1,Place,Dux Moesiae secundae,Oriens,cohort,,Cohors quarta Gallorum,,,,,,,
PLCAND00589,Uto,Uto,1,Place,Dux Daciae ripensis,Oriens,cuneus,,Cuneus equitum Constantinianorum,,,,,,,
PLCAND00590,Vale Alba,Vale Alba,1,Place,Dux Foenicis,Oriens,cohort,,Cohors prima Iulia lectorum,,,,,,,
PLCAND00591,Valentia,Valentia,1,Place,Dux Armeniae,Oriens,cohort,,Cohors prima Theodosiana,,,,,,,
PLCAND00592,Vallatio,Vallatio,1,Place,Dux Raetiae,Occidentis,unknown,Praefectus,alae secundae Valeriae singularis,,,,,,,
